;scientific_name;GPE;GPE_count;article_count
688;Ceratotherium simum;the United Kingdom;2;72
689;Ceratotherium simum;the United States;2;72
690;Ceratotherium simum;@ZooTampa;1;72
691;Ceratotherium simum;Argentina;1;72
692;Ceratotherium simum;Austin;1;72
693;Ceratotherium simum;BRUSSELS;1;72
694;Ceratotherium simum;Belgium;1;72
695;Ceratotherium simum;Berlin;1;72
696;Ceratotherium simum;Brightest Africa;1;72
697;Ceratotherium simum;Cambodia;1;72
698;Ceratotherium simum;Canada;1;72
699;Ceratotherium simum;Cape Town;1;72
700;Ceratotherium simum;Chauvet;1;72
701;Ceratotherium simum;Conservancy;1;72
702;Ceratotherium simum;Cremona;1;72
703;Ceratotherium simum;DRC;1;72
704;Ceratotherium simum;Democratic Republic of Congo;1;72
705;Ceratotherium simum;Durban;1;72
706;Ceratotherium simum;Durham;1;72
707;Ceratotherium simum;Dvůr;1;72
708;Ceratotherium simum;Eswatini;1;72
709;Ceratotherium simum;FL;1;72
710;Ceratotherium simum;Fatou;1;72
711;Ceratotherium simum;Florida;1;72
712;Ceratotherium simum;France;1;72
713;Ceratotherium simum;GABORONE;1;72
714;Ceratotherium simum;"Getty Images

";1;72
715;Ceratotherium simum;Houston;1;72
716;Ceratotherium simum;Java Island;1;72
717;Ceratotherium simum;Joshua;1;72
718;Ceratotherium simum;Kafue;1;72
719;Ceratotherium simum;Kalahari;1;72
720;Ceratotherium simum;Kalimantan;1;72
721;Ceratotherium simum;Kampala;1;72
722;Ceratotherium simum;Kamwengwe;1;72
723;Ceratotherium simum;Kaziranga National Park;1;72
724;Ceratotherium simum;Korea;1;72
725;Ceratotherium simum;Kwazulu-Natal;1;72
726;Ceratotherium simum;Laikipia;1;72
727;Ceratotherium simum;Laikipia National Park;1;72
728;Ceratotherium simum;Lima;1;72
729;Ceratotherium simum;Livingstone;1;72
730;Ceratotherium simum;Malaga;1;72
731;Ceratotherium simum;Malawi;1;72
732;Ceratotherium simum;Malaysia;1;72
733;Ceratotherium simum;Mexico;1;72
734;Ceratotherium simum;Mozambique;1;72
735;Ceratotherium simum;Nanyuki;1;72
736;Ceratotherium simum;Nevada;1;72
737;Ceratotherium simum;New Sumatran;1;72
738;Ceratotherium simum;New York City's;1;72
739;Ceratotherium simum;North Carolina;1;72
740;Ceratotherium simum;Okavango Delta;1;72
741;Ceratotherium simum;Oklahoma;1;72
742;Ceratotherium simum;Ontario;1;72
743;Ceratotherium simum;Palm Springs;1;72
744;Ceratotherium simum;Patagonia;1;72
745;Ceratotherium simum;Pietermaritzburg;1;72
746;Ceratotherium simum;Queens;1;72
747;Ceratotherium simum;Rathkeale;1;72
748;Ceratotherium simum;Rhinoceros;1;72
749;Ceratotherium simum;Rubirizi;1;72
750;Ceratotherium simum;Rwanda;1;72
751;Ceratotherium simum;SAN DIEGO;1;72
752;Ceratotherium simum;SINGAPORE;1;72
753;Ceratotherium simum;Safari Niagara;1;72
754;Ceratotherium simum;Safari Park's;1;72
755;Ceratotherium simum;Salt River Mortuary;1;72
756;Ceratotherium simum;Santiago;1;72
757;Ceratotherium simum;Singapore;1;72
758;Ceratotherium simum;Skukuza, South Africa;1;72
759;Ceratotherium simum;South Lake;1;72
760;Ceratotherium simum;St. Helena;1;72
761;Ceratotherium simum;St. Paul;1;72
762;Ceratotherium simum;Stevensville;1;72
763;Ceratotherium simum;Stewards;1;72
764;Ceratotherium simum;Switzerland;1;72
765;Ceratotherium simum;Tahoe;1;72
766;Ceratotherium simum;Tampa;1;72
767;Ceratotherium simum;Tasmania;1;72
768;Ceratotherium simum;Waco;1;72
769;Ceratotherium simum;Yemen;1;72
770;Ceratotherium simum;Zambezian Miombo Woodlands;1;72
771;Ceratotherium simum;buffalo;1;72
772;Ceratotherium simum;central Africa;1;72
773;Ceratotherium simum;east Africa;1;72
774;Ceratotherium simum;eastern Democratic Republic of the Congo;1;72
775;Ceratotherium simum;elands;1;72
776;Ceratotherium simum;elephant ivory;1;72
777;Ceratotherium simum;pic.twitter.com/94klYUHfQp;1;72
778;Ceratotherium simum;roan antelope;1;72
779;Ceratotherium simum;the Czech Republic's;1;72
780;Ceratotherium simum;the Democractic Republic of Congo;1;72
781;Ceratotherium simum;the District of Nevada;1;72
782;Ceratotherium simum;the West Norwegian Fjords;1;72
783;Ceratotherium simum;thornveld;1;72
784;Ceratotherium simum;us @livescience;1;72
785;Crocodylus palustris;India;54;69
786;Crocodylus palustris;Iran;28;69
787;Crocodylus palustris;Powai;20;69
788;Crocodylus palustris;Mumbai;17;69
789;Crocodylus palustris;Sri Lanka;15;69
790;Crocodylus palustris;Pakistan;14;69
791;Crocodylus palustris;Sistan;12;69
792;Crocodylus palustris;Vadodara;12;69
793;Crocodylus palustris;Singrauli;11;69
794;Crocodylus palustris;Bangladesh;9;69
795;Crocodylus palustris;London;9;69
796;Crocodylus palustris;Madhya Pradesh;9;69
797;Crocodylus palustris;Myanmar;9;69
798;Crocodylus palustris;Kerala;8;69
799;Crocodylus palustris;Baluchestan;7;69
800;Crocodylus palustris;Jaffna;7;69
801;Crocodylus palustris;Uttar Pradesh;7;69
802;Crocodylus palustris;Goa;6;69
803;Crocodylus palustris;Gujarat;6;69
804;Crocodylus palustris;Karnataka;5;69
805;Crocodylus palustris;Powai lake;5;69
806;Crocodylus palustris;Bhutan;4;69
807;Crocodylus palustris;Britain;4;69
808;Crocodylus palustris;Chennai;4;69
809;Crocodylus palustris;Firozabad;4;69
810;Crocodylus palustris;Florida;4;69
811;Crocodylus palustris;Louisiana;4;69
812;Crocodylus palustris;Odisha;4;69
813;Crocodylus palustris;Ranganathittu;4;69
814;Crocodylus palustris;Sri Lanka's;4;69
815;Crocodylus palustris;UK;4;69
816;Crocodylus palustris;Agra;3;69
817;Crocodylus palustris;Allesley;3;69
818;Crocodylus palustris;Australia;3;69
819;Crocodylus palustris;Berhampur;3;69
820;Crocodylus palustris;Bhandup;3;69
821;Crocodylus palustris;Casper;3;69
822;Crocodylus palustris;Mongabay;3;69
823;Crocodylus palustris;Mulund;3;69
824;Crocodylus palustris;Satakosia;3;69
825;Crocodylus palustris;Sri Lanka’s;3;69
826;Crocodylus palustris;Tadoba;3;69
827;Crocodylus palustris;Vihar lakes;3;69
828;Crocodylus palustris;Ahmedabad;2;69
829;Crocodylus palustris;Balochistan;2;69
830;Crocodylus palustris;Baluchestan Province;2;69
831;Crocodylus palustris;Bengal;2;69
832;Crocodylus palustris;Britannica;2;69
833;Crocodylus palustris;Chittagong;2;69
834;Crocodylus palustris;Delhi;2;69
835;Crocodylus palustris;Dimson;2;69
836;Crocodylus palustris;Ganjam;2;69
837;Crocodylus palustris;Gir;2;69
838;Crocodylus palustris;Himalayan;2;69
839;Crocodylus palustris;Hyderabad;2;69
840;Crocodylus palustris;Karachi;2;69
841;Crocodylus palustris;Keshari;2;69
842;Crocodylus palustris;Kochi;2;69
843;Crocodylus palustris;Kota;2;69
844;Crocodylus palustris;MD;2;69
845;Crocodylus palustris;Manjeera;2;69
846;Crocodylus palustris;Marayoor;2;69
847;Crocodylus palustris;Morena;2;69
848;Crocodylus palustris;Mysuru;2;69
849;Crocodylus palustris;NTPC;2;69
850;Crocodylus palustris;National Park;2;69
851;Crocodylus palustris;Nepal;2;69
852;Crocodylus palustris;Nilgiris;2;69
853;Crocodylus palustris;Pearl;2;69
854;Crocodylus palustris;Rajasthan;2;69
855;Crocodylus palustris;STRR;2;69
856;Crocodylus palustris;Sherman Hills;2;69
857;Crocodylus palustris;Sindh;2;69
858;Crocodylus palustris;Thane;2;69
859;Crocodylus palustris;Thatta;2;69
860;Crocodylus palustris;Tulsi;2;69
861;Crocodylus palustris;Velachery;2;69
862;Crocodylus palustris;Victoria Park;2;69
863;Crocodylus palustris;Zirdan;2;69
864;Crocodylus palustris;mumbai;2;69
865;Crocodylus palustris;Abu;1;69
866;Crocodylus palustris;Acton;1;69
867;Crocodylus palustris;Allesley Park;1;69
868;Crocodylus palustris;America;1;69
869;Crocodylus palustris;Anpara;1;69
870;Crocodylus palustris;Baliya Nala;1;69
871;Crocodylus palustris;Ballia;1;69
872;Crocodylus palustris;Baluchistan;1;69
873;Crocodylus palustris;Banastarim;1;69
874;Crocodylus palustris;Bandhavgarh;1;69
875;Crocodylus palustris;Bandipur;1;69
876;Crocodylus palustris;Bangalore;1;69
877;Crocodylus palustris;Barnfield Avenue;1;69
878;Crocodylus palustris;Bengaluru;1;69
879;Crocodylus palustris;Bihar;1;69
880;Crocodylus palustris;Bina;1;69
881;Crocodylus palustris;Birmingham;1;69
882;Crocodylus palustris;Bolero;1;69
883;Crocodylus palustris;Brahmagiri;1;69
884;Crocodylus palustris;Brueggen;1;69
885;Crocodylus palustris;Burma;1;69
886;Crocodylus palustris;Chabahar;1;69
887;Crocodylus palustris;Chhattisgarh;1;69
888;Crocodylus palustris;Chhattisgarh Jharkhand;1;69
889;Crocodylus palustris;Chittagong Hill;1;69
890;Crocodylus palustris;Clifton;1;69
891;Crocodylus palustris;Colombo;1;69
892;Crocodylus palustris;Coventry;1;69
893;Crocodylus palustris;Cuba;1;69
894;Crocodylus palustris;DCF;1;69
895;Crocodylus palustris;Dashtyari County;1;69
896;Crocodylus palustris;Digapahandi;1;69
897;Crocodylus palustris;Durbhat;1;69
898;Crocodylus palustris;Dushantha Kandambi;1;69
899;Crocodylus palustris;EDMONTON;1;69
900;Crocodylus palustris;Ecuadoran;1;69
901;Crocodylus palustris;Eden;1;69
902;Crocodylus palustris;Goa's;1;69
903;Crocodylus palustris;Gulbarga;1;69
904;Crocodylus palustris;Gulmarg;1;69
905;Crocodylus palustris;Harlesden;1;69
906;Crocodylus palustris;Hogenakkal;1;69
907;Crocodylus palustris;ILNA;1;69
908;Crocodylus palustris;ISLAMABAD;1;69
909;Crocodylus palustris;Iranshahr;1;69
910;Crocodylus palustris;Jamshoro;1;69
911;Crocodylus palustris;KNP;1;69
912;Crocodylus palustris;Kadu Kuruba;1;69
913;Crocodylus palustris;Kattankulathur;1;69
914;Crocodylus palustris;Khadia;1;69
915;Crocodylus palustris;Khodiyar;1;69
916;Crocodylus palustris;Knoxville;1;69
917;Crocodylus palustris;Kolkata;1;69
918;Crocodylus palustris;Konkani;1;69
919;Crocodylus palustris;Ladakh;1;69
920;Crocodylus palustris;Langh Lake;1;69
921;Crocodylus palustris;MM Hills;1;69
922;Crocodylus palustris;Maharaja of Mysore;1;69
923;Crocodylus palustris;Makhi;1;69
924;Crocodylus palustris;Mamallapuram;1;69
925;Crocodylus palustris;Mandovi;1;69
926;Crocodylus palustris;Marghzar Zoo;1;69
927;Crocodylus palustris;Masheer;1;69
928;Crocodylus palustris;Morjim;1;69
929;Crocodylus palustris;N.Y.;1;69
930;Crocodylus palustris;Nagarhole;1;69
931;Crocodylus palustris;Nagiopir Lake;1;69
932;Crocodylus palustris;Nagla Jaiyya;1;69
933;Crocodylus palustris;Nagpur;1;69
934;Crocodylus palustris;Nara;1;69
935;Crocodylus palustris;Nassau;1;69
936;Crocodylus palustris;Nazarbad;1;69
937;Crocodylus palustris;New Delhi;1;69
938;Crocodylus palustris;North and South America;1;69
939;Crocodylus palustris;Nuwara;1;69
940;Crocodylus palustris;Ohio;1;69
941;Crocodylus palustris;Otters;1;69
942;Crocodylus palustris;Pallas;1;69
943;Crocodylus palustris;Panjim;1;69
944;Crocodylus palustris;Paterson;1;69
945;Crocodylus palustris;Philippines;1;69
946;Crocodylus palustris;Pinahat;1;69
947;Crocodylus palustris;Powai Lake;1;69
948;Crocodylus palustris;Ramanagara;1;69
949;Crocodylus palustris;Royal Bengal;1;69
950;Crocodylus palustris;Sanghar;1;69
951;Crocodylus palustris;Senduri;1;69
952;Crocodylus palustris;Seychelles;1;69
953;Crocodylus palustris;Sigiriya;1;69
954;Crocodylus palustris;Singapore;1;69
955;Crocodylus palustris;Sirsaganj;1;69
956;Crocodylus palustris;Sistan-Baluchestan Province;1;69
957;Crocodylus palustris;Sonbhadra;1;69
958;Crocodylus palustris;South India;1;69
959;Crocodylus palustris;South Wales Police;1;69
960;Crocodylus palustris;St. George;1;69
961;Crocodylus palustris;Sumatran;1;69
962;Crocodylus palustris;Surasinghe;1;69
963;Crocodylus palustris;Sylhet;1;69
964;Crocodylus palustris;TEHRAN;1;69
965;Crocodylus palustris;Tamil Nadu;1;69
966;Crocodylus palustris;Tirumala;1;69
967;Crocodylus palustris;U.S.;1;69
968;Crocodylus palustris;US;1;69
969;Crocodylus palustris;Uttar Pradesh’s;1;69
970;Crocodylus palustris;Vadodara City;1;69
971;Crocodylus palustris;Venice;1;69
972;Crocodylus palustris;Village Shaktinagar;1;69
973;Crocodylus palustris;Vizag;1;69
974;Crocodylus palustris;Wayanad Wildlife Sanctuary;1;69
975;Crocodylus palustris;Wilpattu;1;69
976;Crocodylus palustris;Yamuna;1;69
977;Crocodylus palustris;Yogi Hills;1;69
978;Crocodylus palustris;adivasi;1;69
979;Crocodylus palustris;byBerhampur forest;1;69
980;Crocodylus palustris;hill streams;1;69
981;Crocodylus palustris;india;1;69
982;Crocodylus palustris;jaguars;1;69
983;Crocodylus palustris;late-20s;1;69
984;Crocodylus palustris;puma;1;69
985;Crocodylus palustris;safaris;1;69
986;Crocodylus palustris;the City;1;69
987;Crocodylus palustris;west India;1;69
988;Crocodylus porosus;Australia;53;73
989;Crocodylus porosus;Queensland;42;73
990;Crocodylus porosus;Singapore;18;73
991;Crocodylus porosus;India;13;73
992;Crocodylus porosus;Goa;10;73
993;Crocodylus porosus;Bangladesh;9;73
994;Crocodylus porosus;West Bengal;9;73
995;Crocodylus porosus;North Queensland;8;73
996;Crocodylus porosus;Odisha;8;73
997;Crocodylus porosus;Kendrapara;7;73
998;Crocodylus porosus;Malaysia;7;73
999;Crocodylus porosus;Broome;6;73
1000;Crocodylus porosus;Innisfail;6;73
1001;Crocodylus porosus;Noosa;6;73
1002;Crocodylus porosus;Bhitarkanika;5;73
1003;Crocodylus porosus;Brisbane;5;73
1004;Crocodylus porosus;Cairns;5;73
1005;Crocodylus porosus;Kimberley;5;73
1006;Crocodylus porosus;Kolkata;5;73
1007;Crocodylus porosus;Parganas;5;73
1008;Crocodylus porosus;Perth;5;73
1009;Crocodylus porosus;Philippines;5;73
1010;Crocodylus porosus;Port Douglas;5;73
1011;Crocodylus porosus;Cable Beach;4;73
1012;Crocodylus porosus;Rockhampton;4;73
1013;Crocodylus porosus;SINGAPORE;4;73
1014;Crocodylus porosus;Balabac;3;73
1015;Crocodylus porosus;Bhitarakanika;3;73
1016;Crocodylus porosus;Durbhat;3;73
1017;Crocodylus porosus;Fraser Island;3;73
1018;Crocodylus porosus;Gladstone;3;73
1019;Crocodylus porosus;Indonesia;3;73
1020;Crocodylus porosus;Kina Benuwa;3;73
1021;Crocodylus porosus;Mooloolaba;3;73
1022;Crocodylus porosus;Palawan;3;73
1023;Crocodylus porosus;Rocky;3;73
1024;Crocodylus porosus;Albuquerque;2;73
1025;Crocodylus porosus;Berhampur;2;73
1026;Crocodylus porosus;Berry Springs;2;73
1027;Crocodylus porosus;Biboohra;2;73
1028;Crocodylus porosus;Fitzroy;2;73
1029;Crocodylus porosus;Goan;2;73
1030;Crocodylus porosus;Kalimantan;2;73
1031;Crocodylus porosus;Labuan;2;73
1032;Crocodylus porosus;Mareeba;2;73
1033;Crocodylus porosus;Mumbai;2;73
1034;Crocodylus porosus;North 24;2;73
1035;Crocodylus porosus;Papua New Guinea;2;73
1036;Crocodylus porosus;Perhilitan;2;73
1037;Crocodylus porosus;Salt Water Creek;2;73
1038;Crocodylus porosus;Satakosia;2;73
1039;Crocodylus porosus;South 24;2;73
1040;Crocodylus porosus;Sydney;2;73
1041;Crocodylus porosus;Townsville;2;73
1042;Crocodylus porosus;WA;2;73
1043;Crocodylus porosus;india;2;73
1044;Crocodylus porosus;north Queensland;2;73
1045;Crocodylus porosus;Arada village;1;73
1046;Crocodylus porosus;Barajadeuli;1;73
1047;Crocodylus porosus;Bijapur;1;73
1048;Crocodylus porosus;Bombay;1;73
1049;Crocodylus porosus;Bramble Cay;1;73
1050;Crocodylus porosus;Bunawan;1;73
1051;Crocodylus porosus;Cape York;1;73
1052;Crocodylus porosus;Cape York Peninsula;1;73
1053;Crocodylus porosus;Chandipur;1;73
1054;Crocodylus porosus;Changi Beach Park;1;73
1055;Crocodylus porosus;Chorao;1;73
1056;Crocodylus porosus;Dangalabba;1;73
1057;Crocodylus porosus;Dangamal;1;73
1058;Crocodylus porosus;Darwin Harbour;1;73
1059;Crocodylus porosus;Delhi;1;73
1060;Crocodylus porosus;Dhaka;1;73
1061;Crocodylus porosus;England;1;73
1062;Crocodylus porosus;Exmouth;1;73
1063;Crocodylus porosus;Far North Queensland;1;73
1064;Crocodylus porosus;Florida;1;73
1065;Crocodylus porosus;Gahirmatha;1;73
1066;Crocodylus porosus;Ganges;1;73
1067;Crocodylus porosus;Ganjam;1;73
1068;Crocodylus porosus;Green Island;1;73
1069;Crocodylus porosus;Gujarat;1;73
1070;Crocodylus porosus;Hawaii;1;73
1071;Crocodylus porosus;Illinois;1;73
1072;Crocodylus porosus;Jalakana;1;73
1073;Crocodylus porosus;Jalan Berjaya;1;73
1074;Crocodylus porosus;Kachikhali;1;73
1075;Crocodylus porosus;Kanika;1;73
1076;Crocodylus porosus;Kantia Chiranala;1;73
1077;Crocodylus porosus;Kasim@Achai;1;73
1078;Crocodylus porosus;Katka;1;73
1079;Crocodylus porosus;Kharasahapur;1;73
1080;Crocodylus porosus;Khulna;1;73
1081;Crocodylus porosus;Konkani;1;73
1082;Crocodylus porosus;Kota Kinabalu;1;73
1083;Crocodylus porosus;Kutch;1;73
1084;Crocodylus porosus;LA;1;73
1085;Crocodylus porosus;Larrakia;1;73
1086;Crocodylus porosus;Mackay;1;73
1087;Crocodylus porosus;Mahakalpada;1;73
1088;Crocodylus porosus;Mandorah;1;73
1089;Crocodylus porosus;Mandovi;1;73
1090;Crocodylus porosus;Marineland Melanisia;1;73
1091;Crocodylus porosus;Mission Beach;1;73
1092;Crocodylus porosus;Morjim;1;73
1093;Crocodylus porosus;New Guinea;1;73
1094;Crocodylus porosus;New Zealand;1;73
1095;Crocodylus porosus;North Minahasa;1;73
1096;Crocodylus porosus;North Queenslanders;1;73
1097;Crocodylus porosus;North Sulawesi;1;73
1098;Crocodylus porosus;Nyikina Mangala;1;73
1099;Crocodylus porosus;PUB;1;73
1100;Crocodylus porosus;Pasir;1;73
1101;Crocodylus porosus;Pasir Ris;1;73
1102;Crocodylus porosus;Pasir Ris Park;1;73
1103;Crocodylus porosus;Ponda;1;73
1104;Crocodylus porosus;Porosus Creek;1;73
1105;Crocodylus porosus;Poshur;1;73
1106;Crocodylus porosus;QLD;1;73
1107;Crocodylus porosus;Rajnagar;1;73
1108;Crocodylus porosus;Sacred Groves;1;73
1109;Crocodylus porosus;Sagar;1;73
1110;Crocodylus porosus;Sidr;1;73
1111;Crocodylus porosus;Sorenson Creek;1;73
1112;Crocodylus porosus;South Australia;1;73
1113;Crocodylus porosus;Sulawesi;1;73
1114;Crocodylus porosus;Sundarbans West;1;73
1115;Crocodylus porosus;Talavli;1;73
1116;Crocodylus porosus;Tanjung Kubong;1;73
1117;Crocodylus porosus;Tasmania;1;73
1118;Crocodylus porosus;UK;1;73
1119;Crocodylus porosus;US;1;73
1120;Crocodylus porosus;Willie Creek;1;73
1121;Crocodylus porosus;south Gujarat;1;73
1122;Crocodylus porosus;swamphens;1;73
1123;Crocodylus porosus;the East Australia Current;1;73
1124;Crocodylus porosus;the creek bank;1;73
1125;Elephas maximus;India;98;71
1126;Elephas maximus;Thailand;58;71
1127;Elephas maximus;China;57;71
1128;Elephas maximus;Laos;48;71
1129;Elephas maximus;Myanmar;26;71
1130;Elephas maximus;Cambodia;18;71
1131;Elephas maximus;Birmingham;14;71
1132;Elephas maximus;Kerala;12;71
1133;Elephas maximus;Sri Lanka;11;71
1134;Elephas maximus;Pakistan;10;71
1135;Elephas maximus;Assam;9;71
1136;Elephas maximus;Dubai;9;71
1137;Elephas maximus;Nepal;8;71
1138;Elephas maximus;US;8;71
1139;Elephas maximus;Bhutan;7;71
1140;Elephas maximus;Borneo;7;71
1141;Elephas maximus;Boten;7;71
1142;Elephas maximus;Delhi;7;71
1143;Elephas maximus;Jaipur;7;71
1144;Elephas maximus;Bangladesh;6;71
1145;Elephas maximus;Bengal;6;71
1146;Elephas maximus;U.S.;6;71
1147;Elephas maximus;Yunnan;6;71
1148;Elephas maximus;Gandhinagar;5;71
1149;Elephas maximus;Karnataka;5;71
1150;Elephas maximus;Mekong;5;71
1151;Elephas maximus;Rajasthan;5;71
1152;Elephas maximus;kumki;5;71
1153;Elephas maximus;Belgium;4;71
1154;Elephas maximus;Botswana;4;71
1155;Elephas maximus;Kunming;4;71
1156;Elephas maximus;Mathura;4;71
1157;Elephas maximus;Menghai County;4;71
1158;Elephas maximus;Tacoma;4;71
1159;Elephas maximus;UK;4;71
1160;Elephas maximus;Vientiane;4;71
1161;Elephas maximus;the United States;4;71
1162;Elephas maximus;Bangalore;3;71
1163;Elephas maximus;Bozie;3;71
1164;Elephas maximus;Brugelette;3;71
1165;Elephas maximus;Chennai;3;71
1166;Elephas maximus;Emirates;3;71
1167;Elephas maximus;Hainaut;3;71
1168;Elephas maximus;Malaysia;3;71
1169;Elephas maximus;Mongabay;3;71
1170;Elephas maximus;Odisha;3;71
1171;Elephas maximus;Seattle;3;71
1172;Elephas maximus;Tamil Nadu;3;71
1173;Elephas maximus;Tennessee;3;71
1174;Elephas maximus;UAE;3;71
1175;Elephas maximus;Washington;3;71
1176;Elephas maximus;West Bengal;3;71
1177;Elephas maximus;Amer Fort;2;71
1178;Elephas maximus;Argentina;2;71
1179;Elephas maximus;Australia;2;71
1180;Elephas maximus;Bali;2;71
1181;Elephas maximus;Beijing;2;71
1182;Elephas maximus;Brazil;2;71
1183;Elephas maximus;CMSCOPIndia;2;71
1184;Elephas maximus;Coimbatore;2;71
1185;Elephas maximus;Coorg;2;71
1186;Elephas maximus;D.C.;2;71
1187;Elephas maximus;Everett;2;71
1188;Elephas maximus;Forest Park;2;71
1189;Elephas maximus;Garshalboni;2;71
1190;Elephas maximus;Geneva;2;71
1191;Elephas maximus;Goa;2;71
1192;Elephas maximus;Guangzhou;2;71
1193;Elephas maximus;Gujarat;2;71
1194;Elephas maximus;Guwahati;2;71
1195;Elephas maximus;Harbin;2;71
1196;Elephas maximus;Himalayan;2;71
1197;Elephas maximus;Hosur;2;71
1198;Elephas maximus;Houston;2;71
1199;Elephas maximus;Indonesia;2;71
1200;Elephas maximus;Jhargram;2;71
1201;Elephas maximus;Kaziranga;2;71
1202;Elephas maximus;Kenya;2;71
1203;Elephas maximus;London;2;71
1204;Elephas maximus;Menghai;2;71
1205;Elephas maximus;New Delhi;2;71
1206;Elephas maximus;New York;2;71
1207;Elephas maximus;South Africa;2;71
1208;Elephas maximus;Tatami;2;71
1209;Elephas maximus;Uganda;2;71
1210;Elephas maximus;Uttar Pradesh;2;71
1211;Elephas maximus;Volunteer Park;2;71
1212;Elephas maximus;Wales;2;71
1213;Elephas maximus;Wayanad;2;71
1214;Elephas maximus;india;2;71
1215;Elephas maximus;safaris;2;71
1216;Elephas maximus;the west bank;2;71
1217;Elephas maximus;Alabama;1;71
1218;Elephas maximus;Alaska;1;71
1219;Elephas maximus;America;1;71
1220;Elephas maximus;Amsterdam;1;71
1221;Elephas maximus;Antwerp;1;71
1222;Elephas maximus;Apsara;1;71
1223;Elephas maximus;Aundh;1;71
1224;Elephas maximus;Avondale;1;71
1225;Elephas maximus;Bandipur;1;71
1226;Elephas maximus;Bandipur National Park;1;71
1227;Elephas maximus;Bangkok;1;71
1228;Elephas maximus;Bedfordshire;1;71
1229;Elephas maximus;Bickford;1;71
1230;Elephas maximus;Birmingham Branch;1;71
1231;Elephas maximus;Bora;1;71
1232;Elephas maximus;Borjuri;1;71
1233;Elephas maximus;Britain;1;71
1234;Elephas maximus;Brugette;1;71
1235;Elephas maximus;Budapest;1;71
1236;Elephas maximus;Buffalo;1;71
1237;Elephas maximus;Burm;1;71
1238;Elephas maximus;California;1;71
1239;Elephas maximus;Canada;1;71
1240;Elephas maximus;Chiang Mai;1;71
1241;Elephas maximus;Colombia;1;71
1242;Elephas maximus;Columbo;1;71
1243;Elephas maximus;Connecticut;1;71
1244;Elephas maximus;Cumbria;1;71
1245;Elephas maximus;DER;1;71
1246;Elephas maximus;Doklam;1;71
1247;Elephas maximus;Donegal;1;71
1248;Elephas maximus;Dundee;1;71
1249;Elephas maximus;Eurasia;1;71
1250;Elephas maximus;Ganeshguri;1;71
1251;Elephas maximus;Germany;1;71
1252;Elephas maximus;Golaghat;1;71
1253;Elephas maximus;Great Britain;1;71
1254;Elephas maximus;Guiyang;1;71
1255;Elephas maximus;Guizhou;1;71
1256;Elephas maximus;Hiragaj;1;71
1257;Elephas maximus;Hubei;1;71
1258;Elephas maximus;Hungary;1;71
1259;Elephas maximus;Hyderabad;1;71
1260;Elephas maximus;IUCN Netherlands;1;71
1261;Elephas maximus;IUCN-Netherlands;1;71
1262;Elephas maximus;Indochina;1;71
1263;Elephas maximus;Ireland;1;71
1264;Elephas maximus;Islamabad;1;71
1265;Elephas maximus;Japan;1;71
1266;Elephas maximus;Jefferson County;1;71
1267;Elephas maximus;Jinghong;1;71
1268;Elephas maximus;Kaavan;1;71
1269;Elephas maximus;Kamala;1;71
1270;Elephas maximus;Kamrup;1;71
1271;Elephas maximus;Kanopy;1;71
1272;Elephas maximus;Kavaan;1;71
1273;Elephas maximus;Keosavang;1;71
1274;Elephas maximus;Khiri;1;71
1275;Elephas maximus;Koh Lanka;1;71
1276;Elephas maximus;Lancang;1;71
1277;Elephas maximus;Lao;1;71
1278;Elephas maximus;Liverpool;1;71
1279;Elephas maximus;Los Angeles;1;71
1280;Elephas maximus;Loxodonta africana;1;71
1281;Elephas maximus;MUMBAI;1;71
1282;Elephas maximus;Madukkarai;1;71
1283;Elephas maximus;Mae Taeng;1;71
1284;Elephas maximus;Mato Grosso;1;71
1285;Elephas maximus;Meghalaya;1;71
1286;Elephas maximus;Menghai county;1;71
1287;Elephas maximus;Middelkoop;1;71
1288;Elephas maximus;Minnesota;1;71
1289;Elephas maximus;Mongolia;1;71
1290;Elephas maximus;Mudumalai;1;71
1291;Elephas maximus;Mumbai;1;71
1292;Elephas maximus;Mysore zoo;1;71
1293;Elephas maximus;NY;1;71
1294;Elephas maximus;Nakhon;1;71
1295;Elephas maximus;Nakhon Ratchasima;1;71
1296;Elephas maximus;Namibia;1;71
1297;Elephas maximus;National Park;1;71
1298;Elephas maximus;Netherlands;1;71
1299;Elephas maximus;New York City;1;71
1300;Elephas maximus;New York State Council;1;71
1301;Elephas maximus;Newbury Park;1;71
1302;Elephas maximus;North 24;1;71
1303;Elephas maximus;Oak Park;1;71
1304;Elephas maximus;Oklahoma;1;71
1305;Elephas maximus;Ontario;1;71
1306;Elephas maximus;PA;1;71
1307;Elephas maximus;Phuket;1;71
1308;Elephas maximus;Ram Terang village;1;71
1309;Elephas maximus;Ratchasima;1;71
1310;Elephas maximus;Rhooolala;1;71
1311;Elephas maximus;Roan;1;71
1312;Elephas maximus;Russia;1;71
1313;Elephas maximus;Saheli;1;71
1314;Elephas maximus;Saigang;1;71
1315;Elephas maximus;Sambalpur;1;71
1316;Elephas maximus;San Diego;1;71
1317;Elephas maximus;San Francisco;1;71
1318;Elephas maximus;Santa Barbara;1;71
1319;Elephas maximus;Sayaboury;1;71
1320;Elephas maximus;Shanghai;1;71
1321;Elephas maximus;Siam;1;71
1322;Elephas maximus;Siliguri;1;71
1323;Elephas maximus;Singapore;1;71
1324;Elephas maximus;Skift;1;71
