;scientific_name;GPE;GPE_count;article_count
1325;Elephas maximus;Sonapur;1;71
1326;Elephas maximus;Soutchai;1;71
1327;Elephas maximus;Sri Lanka's;1;71
1328;Elephas maximus;Sukhothai;1;71
1329;Elephas maximus;Sumatran;1;71
1330;Elephas maximus;"Swansea

Video Loading Video";1;71
1331;Elephas maximus;Sweden;1;71
1332;Elephas maximus;Taiwan;1;71
1333;Elephas maximus;Tanzania;1;71
1334;Elephas maximus;Theppakadu;1;71
1335;Elephas maximus;Thiruvananthapuram;1;71
1336;Elephas maximus;Turkey;1;71
1337;Elephas maximus;USA;1;71
1338;Elephas maximus;Uttarakhand;1;71
1339;Elephas maximus;Vegas;1;71
1340;Elephas maximus;Vietnam;1;71
1341;Elephas maximus;WA;1;71
1342;Elephas maximus;WASHINGTON;1;71
1343;Elephas maximus;Washington D.C.;1;71
1344;Elephas maximus;Wuhan;1;71
1345;Elephas maximus;Xayaboury;1;71
1346;Elephas maximus;Yunan province;1;71
1347;Elephas maximus;Yunhai;1;71
1348;Elephas maximus;Yunnan Province;1;71
1349;Elephas maximus;Zimbabwe;1;71
1350;Elephas maximus;het Nederlands;1;71
1351;Elephas maximus;north Bengal;1;71
1352;Elephas maximus;the east bank;1;71
1353;Elephas maximus;us atop;1;71
1354;Eschrichtius robustus;Mexico;81;77
1355;Eschrichtius robustus;California;61;77
1356;Eschrichtius robustus;Alaska;42;77
1357;Eschrichtius robustus;Washington;22;77
1358;Eschrichtius robustus;Baja;18;77
1359;Eschrichtius robustus;Canada;14;77
1360;Eschrichtius robustus;Wyland;13;77
1361;Eschrichtius robustus;U.S.;12;77
1362;Eschrichtius robustus;Bordia;10;77
1363;Eschrichtius robustus;Dallas;10;77
1364;Eschrichtius robustus;Oregon;10;77
1365;Eschrichtius robustus;San Francisco;9;77
1366;Eschrichtius robustus;B.C.;8;77
1367;Eschrichtius robustus;Oakland;8;77
1368;Eschrichtius robustus;San Diego;8;77
1369;Eschrichtius robustus;Laguna Beach;7;77
1370;Eschrichtius robustus;Orange County;7;77
1371;Eschrichtius robustus;Santa Barbara;7;77
1372;Eschrichtius robustus;the United States;7;77
1373;Eschrichtius robustus;Los Angeles;6;77
1374;Eschrichtius robustus;New Orleans;6;77
1375;Eschrichtius robustus;Olympia;6;77
1376;Eschrichtius robustus;Gwaii;5;77
1377;Eschrichtius robustus;Jungle Beach;5;77
1378;Eschrichtius robustus;La Jolla;5;77
1379;Eschrichtius robustus;Laguna;5;77
1380;Eschrichtius robustus;Long Beach;5;77
1381;Eschrichtius robustus;Ore.;5;77
1382;Eschrichtius robustus;Baja California;4;77
1383;Eschrichtius robustus;British Columbia;4;77
1384;Eschrichtius robustus;Newport Beach’s;4;77
1385;Eschrichtius robustus;San Onofre State Beach;4;77
1386;Eschrichtius robustus;Santa Cruz;4;77
1387;Eschrichtius robustus;SoCal;4;77
1388;Eschrichtius robustus;Ventura;4;77
1389;Eschrichtius robustus;Baja Peninsula;3;77
1390;Eschrichtius robustus;Brazil;3;77
1391;Eschrichtius robustus;Calif.;3;77
1392;Eschrichtius robustus;Centennial Beach;3;77
1393;Eschrichtius robustus;England;3;77
1394;Eschrichtius robustus;Hawaii;3;77
1395;Eschrichtius robustus;Keauhou;3;77
1396;Eschrichtius robustus;Manta;3;77
1397;Eschrichtius robustus;Monterey;3;77
1398;Eschrichtius robustus;Moss Landing;3;77
1399;Eschrichtius robustus;Newport;3;77
1400;Eschrichtius robustus;Newport Beach;3;77
1401;Eschrichtius robustus;North Carolina;3;77
1402;Eschrichtius robustus;Russia;3;77
1403;Eschrichtius robustus;Vancouver Island;3;77
1404;Eschrichtius robustus;Atlanta;2;77
1405;Eschrichtius robustus;Calambokidis;2;77
1406;Eschrichtius robustus;China;2;77
1407;Eschrichtius robustus;Doheny State Beach;2;77
1408;Eschrichtius robustus;Fla.;2;77
1409;Eschrichtius robustus;Florida;2;77
1410;Eschrichtius robustus;Huntington Beach;2;77
1411;Eschrichtius robustus;Kodiak;2;77
1412;Eschrichtius robustus;London;2;77
1413;Eschrichtius robustus;Lopez Mateos;2;77
1414;Eschrichtius robustus;"Los Angeles County

";2;77
1415;Eschrichtius robustus;Los Angeles Harbor;2;77
1416;Eschrichtius robustus;Louisiana;2;77
1417;Eschrichtius robustus;Manhattan Beach;2;77
1418;Eschrichtius robustus;Manitou Beach;2;77
1419;Eschrichtius robustus;Mendocino;2;77
1420;Eschrichtius robustus;Nanaimo;2;77
1421;Eschrichtius robustus;New Zealand;2;77
1422;Eschrichtius robustus;Ocean Beach;2;77
1423;Eschrichtius robustus;Port Angeles;2;77
1424;Eschrichtius robustus;Puget Sound;2;77
1425;Eschrichtius robustus;Salt Creek Beach;2;77
1426;Eschrichtius robustus;San Diego County;2;77
1427;Eschrichtius robustus;San Ignacio;2;77
1428;Eschrichtius robustus;Scenic Drive;2;77
1429;Eschrichtius robustus;Simón Sarlat;2;77
1430;Eschrichtius robustus;Teixeira;2;77
1431;Eschrichtius robustus;Texas;2;77
1432;Eschrichtius robustus;Tillamook;2;77
1433;Eschrichtius robustus;Wales;2;77
1434;Eschrichtius robustus;Whidbey Island;2;77
1435;Eschrichtius robustus;Winter;2;77
1436;Eschrichtius robustus;aguijjim;2;77
1437;Eschrichtius robustus;the United States West Coast;2;77
1438;Eschrichtius robustus;Anchorage;1;77
1439;Eschrichtius robustus;Australasia;1;77
1440;Eschrichtius robustus;Australia;1;77
1441;Eschrichtius robustus;Bahia de Loreto;1;77
1442;Eschrichtius robustus;Bainbridge;1;77
1443;Eschrichtius robustus;Bainbridge Island;1;77
1444;Eschrichtius robustus;Baja lagoons;1;77
1445;Eschrichtius robustus;Beaufort;1;77
1446;Eschrichtius robustus;Belarus;1;77
1447;Eschrichtius robustus;Bering;1;77
1448;Eschrichtius robustus;Berkeley;1;77
1449;Eschrichtius robustus;Black’s Beach;1;77
1450;Eschrichtius robustus;British Columbia's;1;77
1451;Eschrichtius robustus;CA;1;77
1452;Eschrichtius robustus;CARMEL;1;77
1453;Eschrichtius robustus;Cannon Beach;1;77
1454;Eschrichtius robustus;Carmel;1;77
1455;Eschrichtius robustus;Colorado;1;77
1456;Eschrichtius robustus;Colorado Springs;1;77
1457;Eschrichtius robustus;Connecticut;1;77
1458;Eschrichtius robustus;Corona;1;77
1459;Eschrichtius robustus;Cripple Creek;1;77
1460;Eschrichtius robustus;D.C.;1;77
1461;Eschrichtius robustus;Detroit;1;77
1462;Eschrichtius robustus;Durham;1;77
1463;Eschrichtius robustus;Ecuador;1;77
1464;Eschrichtius robustus;El Niño;1;77
1465;Eschrichtius robustus;Encinitas;1;77
1466;Eschrichtius robustus;Eurasia;1;77
1467;Eschrichtius robustus;Everett;1;77
1468;Eschrichtius robustus;Fort Bragg;1;77
1469;Eschrichtius robustus;Georgia;1;77
1470;Eschrichtius robustus;Gold Beach;1;77
1471;Eschrichtius robustus;Greater Sydney's;1;77
1472;Eschrichtius robustus;Haida;1;77
1473;Eschrichtius robustus;Hainan;1;77
1474;Eschrichtius robustus;Halaska;1;77
1475;Eschrichtius robustus;Hermosa Beach;1;77
1476;Eschrichtius robustus;Hernandez;1;77
1477;Eschrichtius robustus;Indonesia;1;77
1478;Eschrichtius robustus;Insa-dong;1;77
1479;Eschrichtius robustus;Irvine;1;77
1480;Eschrichtius robustus;JACKSONVILLE;1;77
1481;Eschrichtius robustus;Jacksonville;1;77
1482;Eschrichtius robustus;Kentucky;1;77
1483;Eschrichtius robustus;Kodiak Island;1;77
1484;Eschrichtius robustus;Kodiak Island’s;1;77
1485;Eschrichtius robustus;LA;1;77
1486;Eschrichtius robustus;LOS ANGELES;1;77
1487;Eschrichtius robustus;La Cevichería;1;77
1488;Eschrichtius robustus;Las Patronas;1;77
1489;Eschrichtius robustus;Limantour Beach;1;77
1490;Eschrichtius robustus;Los Angeles County;1;77
1491;Eschrichtius robustus;MONTEREY;1;77
1492;Eschrichtius robustus;Marin;1;77
1493;Eschrichtius robustus;Masan,;1;77
1494;Eschrichtius robustus;Md.;1;77
1495;Eschrichtius robustus;Mendocino County;1;77
1496;Eschrichtius robustus;Mexico City;1;77
1497;Eschrichtius robustus;Mexico City’s;1;77
1498;Eschrichtius robustus;Miss.;1;77
1499;Eschrichtius robustus;Mokhtaris;1;77
1500;Eschrichtius robustus;NEW ORLEANS;1;77
1501;Eschrichtius robustus;Nayarit;1;77
1502;Eschrichtius robustus;New Jersey;1;77
1503;Eschrichtius robustus;New York City;1;77
1504;Eschrichtius robustus;Newport Beach Pier;1;77
1505;Eschrichtius robustus;North Saanich;1;77
1506;Eschrichtius robustus;Oaxaca;1;77
1507;Eschrichtius robustus;Orange County’s;1;77
1508;Eschrichtius robustus;Oregonian;1;77
1509;Eschrichtius robustus;PORT ANGELES;1;77
1510;Eschrichtius robustus;PORTLAND;1;77
1511;Eschrichtius robustus;Palos Verdes Peninsula;1;77
1512;Eschrichtius robustus;Paris;1;77
1513;Eschrichtius robustus;Pasadena;1;77
1514;Eschrichtius robustus;Pender Island;1;77
1515;Eschrichtius robustus;Peru;1;77
1516;Eschrichtius robustus;Philippines;1;77
1517;Eschrichtius robustus;Redondo Beach;1;77
1518;Eschrichtius robustus;Richmond;1;77
1519;Eschrichtius robustus;SAN FRANCISCO;1;77
1520;Eschrichtius robustus;Saint Preux;1;77
1521;Eschrichtius robustus;Salt;1;77
1522;Eschrichtius robustus;Salt Lake City;1;77
1523;Eschrichtius robustus;San Antonio;1;77
1524;Eschrichtius robustus;San Diego’s;1;77
1525;Eschrichtius robustus;San Francisco Chronicle;1;77
1526;Eschrichtius robustus;San Francisco's;1;77
1527;Eschrichtius robustus;San Jose;1;77
1528;Eschrichtius robustus;San Mateo;1;77
1529;Eschrichtius robustus;San Onofre;1;77
1530;Eschrichtius robustus;Sand Lake;1;77
1531;Eschrichtius robustus;Santa Ana;1;77
1532;Eschrichtius robustus;Santa Barbara Channel;1;77
1533;Eschrichtius robustus;Santa Cruz Island;1;77
1534;Eschrichtius robustus;Sanya;1;77
1535;Eschrichtius robustus;Sausalito;1;77
1536;Eschrichtius robustus;Seal Beach;1;77
1537;Eschrichtius robustus;Seattle;1;77
1538;Eschrichtius robustus;Sebastopol;1;77
1539;Eschrichtius robustus;Seoul;1;77
1540;Eschrichtius robustus;Silver Spring;1;77
1541;Eschrichtius robustus;Sinaloa;1;77
1542;Eschrichtius robustus;Sonoma County;1;77
1543;Eschrichtius robustus;Sonora;1;77
1544;Eschrichtius robustus;South Gyeongsang Province;1;77
1545;Eschrichtius robustus;St. Peter’s Dome and Gray Back Peak;1;77
1546;Eschrichtius robustus;Sweden;1;77
1547;Eschrichtius robustus;Sydney;1;77
1548;Eschrichtius robustus;Tabasco;1;77
1549;Eschrichtius robustus;Torrance Beach;1;77
1550;Eschrichtius robustus;U.S.-Canada;1;77
1551;Eschrichtius robustus;US;1;77
1552;Eschrichtius robustus;United States;1;77
1553;Eschrichtius robustus;Uptown;1;77
1554;Eschrichtius robustus;Vancouver Island's;1;77
1555;Eschrichtius robustus;Victoria;1;77
1556;Eschrichtius robustus;Vietnam;1;77
1557;Eschrichtius robustus;Villahermosa;1;77
1558;Eschrichtius robustus;Wash.;1;77
1559;Eschrichtius robustus;Washington State;1;77
1560;Eschrichtius robustus;West Hollywood;1;77
1561;Eschrichtius robustus;WhaleSAFE;1;77
1562;Eschrichtius robustus;Wildcat Beach;1;77
1563;Eschrichtius robustus;Wyland National;1;77
1564;Eschrichtius robustus;Yaquina Bay;1;77
1565;Eschrichtius robustus;the City of New Orleans;1;77
1566;Gavialis gangeticus;India;120;86
1567;Gavialis gangeticus;Nepal;70;86
1568;Gavialis gangeticus;Madhya Pradesh;24;86
1569;Gavialis gangeticus;Uttar Pradesh;18;86
1570;Gavialis gangeticus;Wight;18;86
1571;Gavialis gangeticus;China;17;86
1572;Gavialis gangeticus;Ganga;14;86
1573;Gavialis gangeticus;Pakistan;14;86
1574;Gavialis gangeticus;Bangladesh;13;86
1575;Gavialis gangeticus;Morocco;13;86
1576;Gavialis gangeticus;Rajasthan;13;86
1577;Gavialis gangeticus;Bihar;12;86
1578;Gavialis gangeticus;UK;11;86
1579;Gavialis gangeticus;Odisha;10;86
1580;Gavialis gangeticus;West Bengal;10;86
1581;Gavialis gangeticus;Australia;9;86
1582;Gavialis gangeticus;Brazil;8;86
1583;Gavialis gangeticus;Bhutan;7;86
1584;Gavialis gangeticus;Chitwan;7;86
1585;Gavialis gangeticus;Delhi;7;86
1586;Gavialis gangeticus;Lucknow;7;86
1587;Gavialis gangeticus;Varanasi;7;86
1588;Gavialis gangeticus;Madagascar;6;86
1589;Gavialis gangeticus;Rockhampton;6;86
1590;Gavialis gangeticus;Satkosia;6;86
1591;Gavialis gangeticus;St. Helens;6;86
1592;Gavialis gangeticus;Cambodia;5;86
1593;Gavialis gangeticus;Chennai;5;86
1594;Gavialis gangeticus;Hooghly;5;86
1595;Gavialis gangeticus;Nepali;5;86
1596;Gavialis gangeticus;Northwood;5;86
1597;Gavialis gangeticus;Patna;5;86
1598;Gavialis gangeticus;Sabia;5;86
1599;Gavialis gangeticus;U.S.;5;86
1600;Gavialis gangeticus;Casablanca;4;86
1601;Gavialis gangeticus;Colombia;4;86
1602;Gavialis gangeticus;Cowes West;4;86
1603;Gavialis gangeticus;Florida;4;86
1604;Gavialis gangeticus;Gujarat;4;86
1605;Gavialis gangeticus;Haldia;4;86
1606;Gavialis gangeticus;Ibrahim;4;86
1607;Gavialis gangeticus;Indonesia;4;86
1608;Gavialis gangeticus;Karnataka;4;86
1609;Gavialis gangeticus;Nandankanan;4;86
1610;Gavialis gangeticus;New York;4;86
1611;Gavialis gangeticus;Newport Isle;4;86
1612;Gavialis gangeticus;North Africa;4;86
1613;Gavialis gangeticus;Queensland;4;86
1614;Gavialis gangeticus;Rapti;4;86
1615;Gavialis gangeticus;Stupendemys;4;86
1616;Gavialis gangeticus;Tibet;4;86
1617;Gavialis gangeticus;US;4;86
1618;Gavialis gangeticus;Venezuela;4;86
1619;Gavialis gangeticus;Allahabad;3;86
1620;Gavialis gangeticus;Argentina;3;86
1621;Gavialis gangeticus;Cadena;3;86
1622;Gavialis gangeticus;Chaco;3;86
1623;Gavialis gangeticus;Cowes;3;86
1624;Gavialis gangeticus;Egypt;3;86
1625;Gavialis gangeticus;France;3;86
1626;Gavialis gangeticus;Germany;3;86
1627;Gavialis gangeticus;Himalayan;3;86
1628;Gavialis gangeticus;Jharkhand;3;86
1629;Gavialis gangeticus;Kanpur;3;86
1630;Gavialis gangeticus;Kapilvastu;3;86
1631;Gavialis gangeticus;Karachi;3;86
1632;Gavialis gangeticus;Kerala;3;86
1633;Gavialis gangeticus;Limpiyadhura;3;86
1634;Gavialis gangeticus;Mato Grosso;3;86
1635;Gavialis gangeticus;Mongabay;3;86
1636;Gavialis gangeticus;Morena;3;86
1637;Gavialis gangeticus;Myanmar;3;86
1638;Gavialis gangeticus;New Delhi;3;86
1639;Gavialis gangeticus;Peru;3;86
1640;Gavialis gangeticus;Sandown;3;86
1641;Gavialis gangeticus;Seychelles;3;86
1642;Gavialis gangeticus;South Africa;3;86
1643;Gavialis gangeticus;AN7513418Undated-British-an.jpg;2;86
1644;Gavialis gangeticus;Afghanistan;2;86
1645;Gavialis gangeticus;Andhra Pradesh;2;86
1646;Gavialis gangeticus;Bengal;2;86
1647;Gavialis gangeticus;Bogota;2;86
1648;Gavialis gangeticus;Britain;2;86
1649;Gavialis gangeticus;Cairns;2;86
1650;Gavialis gangeticus;Dholpur;2;86
1651;Gavialis gangeticus;Gabon;2;86
1652;Gavialis gangeticus;Gavial Creek;2;86
1653;Gavialis gangeticus;Ghaghra;2;86
1654;Gavialis gangeticus;Goa;2;86
1655;Gavialis gangeticus;Haryana;2;86
1656;Gavialis gangeticus;Hindi;2;86
1657;Gavialis gangeticus;Italy;2;86
1658;Gavialis gangeticus;Karauli;2;86
1659;Gavialis gangeticus;Kasara;2;86
1660;Gavialis gangeticus;Laos;2;86
1661;Gavialis gangeticus;Latam;2;86
1662;Gavialis gangeticus;Mexico;2;86
1663;Gavialis gangeticus;Mongabay.co.id;2;86
1664;Gavialis gangeticus;Montserrat;2;86
1665;Gavialis gangeticus;Nepalgunj;2;86
1666;Gavialis gangeticus;Newport Isle Of;2;86
1667;Gavialis gangeticus;Orinoco;2;86
1668;Gavialis gangeticus;Puducherry;2;86
1669;Gavialis gangeticus;Ramganga;2;86
1670;Gavialis gangeticus;Sandown Isle Of;2;86
1671;Gavialis gangeticus;"Sandown North

Location";2;86
1672;Gavialis gangeticus;Senegal;2;86
1673;Gavialis gangeticus;Sindh;2;86
1674;Gavialis gangeticus;Sudan;2;86
1675;Gavialis gangeticus;Tamil;2;86
1676;Gavialis gangeticus;Tamil Nadu;2;86
1677;Gavialis gangeticus;Tanzania;2;86
1678;Gavialis gangeticus;Thailand;2;86
1679;Gavialis gangeticus;Tokyo;2;86
1680;Gavialis gangeticus;Tunisia;2;86
1681;Gavialis gangeticus;Ventnor Isle Of Wight;2;86
1682;Gavialis gangeticus;Vietnam;2;86
1683;Gavialis gangeticus;WASHINGTON;2;86
1684;Gavialis gangeticus;Yamuna;2;86
1685;Gavialis gangeticus;Yogyakarta;2;86
1686;Gavialis gangeticus;1–10;1;86
1687;Gavialis gangeticus;2 Africa;1;86
1688;Gavialis gangeticus;Alnif;1;86
1689;Gavialis gangeticus;Alta Floresta;1;86
1690;Gavialis gangeticus;Anastasia Island;1;86
1691;Gavialis gangeticus;Assam;1;86
1692;Gavialis gangeticus;Aurangabad;1;86
1693;Gavialis gangeticus;Babai;1;86
1694;Gavialis gangeticus;Bah area;1;86
1695;Gavialis gangeticus;Baluwatar;1;86
1696;Gavialis gangeticus;Baly Bay;1;86
1697;Gavialis gangeticus;Bangalore;1;86
1698;Gavialis gangeticus;Bemetara;1;86
1699;Gavialis gangeticus;Bengaluru;1;86
1700;Gavialis gangeticus;Berlin;1;86
1701;Gavialis gangeticus;Bhagalpur;1;86
1702;Gavialis gangeticus;Bharatpur;1;86
1703;Gavialis gangeticus;Bhubaneswar;1;86
1704;Gavialis gangeticus;Bijnor;1;86
1705;Gavialis gangeticus;Biratnagar;1;86
1706;Gavialis gangeticus;Birgunj;1;86
1707;Gavialis gangeticus;Borneo;1;86
1708;Gavialis gangeticus;Bundelkhand;1;86
1709;Gavialis gangeticus;Burma;1;86
1710;Gavialis gangeticus;Byfield;1;86
1711;Gavialis gangeticus;Canada;1;86
1712;Gavialis gangeticus;Chandigarh;1;86
1713;Gavialis gangeticus;Charmanyavati;1;86
1714;Gavialis gangeticus;Chattisgarh;1;86
1715;Gavialis gangeticus;Chester;1;86
1716;Gavialis gangeticus;Chhattisgarh;1;86
1717;Gavialis gangeticus;Chicago;1;86
1718;Gavialis gangeticus;Coronavirus;1;86
1719;Gavialis gangeticus;Cowes Isle;1;86
1720;Gavialis gangeticus;Cowes Isle Of;1;86
1721;Gavialis gangeticus;Dangamal;1;86
1722;Gavialis gangeticus;Darija;1;86
1723;Gavialis gangeticus;Darwin;1;86
1724;Gavialis gangeticus;Dehradun;1;86
1725;Gavialis gangeticus;Deori;1;86
1726;Gavialis gangeticus;Dhaka;1;86
1727;Gavialis gangeticus;Dhangadhi;1;86
1728;Gavialis gangeticus;Dunpa;1;86
1729;Gavialis gangeticus;East Kalimantan;1;86
1730;Gavialis gangeticus;Elbe;1;86
1731;Gavialis gangeticus;Erfoud;1;86
1732;Gavialis gangeticus;Etah;1;86
1733;Gavialis gangeticus;Etawah;1;86
1734;Gavialis gangeticus;Ethiopia;1;86
1735;Gavialis gangeticus;Eurasia;1;86
1736;Gavialis gangeticus;Everglades;1;86
1737;Gavialis gangeticus;Fairlee Road;1;86
1738;Gavialis gangeticus;Farakka;1;86
1739;Gavialis gangeticus;Fitzroy;1;86
1740;Gavialis gangeticus;Fossalta di Piave;1;86
1741;Gavialis gangeticus;Gangasagar;1;86
1742;Gavialis gangeticus;Garhaita;1;86
1743;Gavialis gangeticus;Gharials;1;86
1744;Gavialis gangeticus;Greater London;1;86
1745;Gavialis gangeticus;Greater Mekong;1;86
1746;Gavialis gangeticus;Gurgaon;1;86
1747;Gavialis gangeticus;Haridaspur;1;86
1748;Gavialis gangeticus;Hawaii;1;86
1749;Gavialis gangeticus;Hollywood;1;86
1750;Gavialis gangeticus;Honduras;1;86
1751;Gavialis gangeticus;ICU;1;86
1752;Gavialis gangeticus;Iran;1;86
1753;Gavialis gangeticus;Islands;1;86
1754;Gavialis gangeticus;Isle of Wight;1;86
1755;Gavialis gangeticus;Japan;1;86
1756;Gavialis gangeticus;Kaligandaki;1;86
1757;Gavialis gangeticus;Karnali;1;86
1758;Gavialis gangeticus;Kathmandu;1;86
1759;Gavialis gangeticus;Kazakhstan;1;86
1760;Gavialis gangeticus;Kendrapara;1;86
1761;Gavialis gangeticus;Khalanga;1;86
1762;Gavialis gangeticus;Knoxville;1;86
1763;Gavialis gangeticus;Komodo;1;86
1764;Gavialis gangeticus;Kukrail;1;86
1765;Gavialis gangeticus;L.A.;1;86
1766;Gavialis gangeticus;LONDON;1;86
1767;Gavialis gangeticus;LUCKNOW;1;86
1768;Gavialis gangeticus;Lahore;1;86
1769;Gavialis gangeticus;Lane Newchurch;1;86
1770;Gavialis gangeticus;Leed;1;86
1771;Gavialis gangeticus;Limbe;1;86
1772;Gavialis gangeticus;Limpopo;1;86
1773;Gavialis gangeticus;Mamallapuram;1;86
1774;Gavialis gangeticus;Marrakesh;1;86
1775;Gavialis gangeticus;Mathura;1;86
1776;Gavialis gangeticus;Mecistops;1;86
1777;Gavialis gangeticus;Mississippi;1;86
1778;Gavialis gangeticus;Moscow;1;86
1779;Gavialis gangeticus;Munich;1;86
1780;Gavialis gangeticus;Mysuru;1;86
1781;Gavialis gangeticus;Narayani river bank;1;86
1782;Gavialis gangeticus;Nepal Dams;1;86
1783;Gavialis gangeticus;Nepalis;1;86
1784;Gavialis gangeticus;Netherlands;1;86
1785;Gavialis gangeticus;New Orleans;1;86
1786;Gavialis gangeticus;New Zealand;1;86
1787;Gavialis gangeticus;Newport;1;86
1788;Gavialis gangeticus;Noke;1;86
1789;Gavialis gangeticus;Norway;1;86
1790;Gavialis gangeticus;Oceania;1;86
1791;Gavialis gangeticus;Okeechobee;1;86
1792;Gavialis gangeticus;Papua New Guinea;1;86
1793;Gavialis gangeticus;Pithoragarh;1;86
1794;Gavialis gangeticus;Pune;1;86
1795;Gavialis gangeticus;Punjab;1;86
1796;Gavialis gangeticus;Rampur;1;86
1797;Gavialis gangeticus;Rani Nagar Ghat;1;86
1798;Gavialis gangeticus;Ranthambore Wildlife Sanctuary;1;86
1799;Gavialis gangeticus;Reuters;1;86
1800;Gavialis gangeticus;Rose Cottage Pallance;1;86
1801;Gavialis gangeticus;Rupandehi;1;86
1802;Gavialis gangeticus;Russia;1;86
1803;Gavialis gangeticus;Sahibganj;1;86
1804;Gavialis gangeticus;San Diego;1;86
1805;Gavialis gangeticus;"Sandown South

Location";1;86
1806;Gavialis gangeticus;Santa Cruz;1;86
1807;Gavialis gangeticus;Saptakoshi;1;86
1808;Gavialis gangeticus;Saudi Arabia;1;86
1809;Gavialis gangeticus;Serengeti;1;86
1810;Gavialis gangeticus;Seven Rapids;1;86
1811;Gavialis gangeticus;Sheopur;1;86
1812;Gavialis gangeticus;Siberian Rubythroat;1;86
1813;Gavialis gangeticus;Singapore;1;86
1814;Gavialis gangeticus;Sivalik Hills;1;86
1815;Gavialis gangeticus;South Korea;1;86
1816;Gavialis gangeticus;South West Nepal;1;86
1817;Gavialis gangeticus;Sri Lanka;1;86
1818;Gavialis gangeticus;Sri Lanka’s;1;86
1819;Gavialis gangeticus;St Helens;1;86
1820;Gavialis gangeticus;St. Augustine;1;86
1821;Gavialis gangeticus;St. Helens Ward(s;1;86
1822;Gavialis gangeticus;Sujita Dhakal;1;86
1823;Gavialis gangeticus;Sumatran;1;86
1824;Gavialis gangeticus;Switzerland;1;86
1825;Gavialis gangeticus;Telangana;1;86
1826;Gavialis gangeticus;Thames;1;86
1827;Gavialis gangeticus;The Isle of Wight Council;1;86
1828;Gavialis gangeticus;Tikarpada;1;86
1829;Gavialis gangeticus;Turkey;1;86
1830;Gavialis gangeticus;U.K.;1;86
1831;Gavialis gangeticus;U.S;1;86
1832;Gavialis gangeticus;United States;1;86
1833;Gavialis gangeticus;Uttrakhand;1;86
1834;Gavialis gangeticus;Uzbekistan;1;86
1835;Gavialis gangeticus;Wellington;1;86
1836;Gavialis gangeticus;West Africa;1;86
1837;Gavialis gangeticus;Xingu;1;86
1838;Gavialis gangeticus;Yeppoon Main Beach;1;86
1839;Gavialis gangeticus;Yunnan;1;86
1840;Gavialis gangeticus;http://dx;1;86
1841;Gavialis gangeticus;india;1;86
1842;Gavialis gangeticus;nethermost;1;86
1843;Gavialis gangeticus;semul;1;86
1844;Gavialis gangeticus;the Isle of Wight Council;1;86
1845;Gavialis gangeticus;the United States;1;86
1846;Gavialis gangeticus;the Xingu Indigenous Territory;1;86
1847;Gorilla beringei;Rwanda;202;101
1848;Gorilla beringei;Uganda;145;101
1849;Gorilla beringei;DRC;128;101
1850;Gorilla beringei;Congo;63;101
1851;Gorilla beringei;the Democratic Republic of Congo;43;101
1852;Gorilla beringei;Virunga;42;101
1853;Gorilla beringei;Mongabay;31;101
1854;Gorilla beringei;the Democratic Republic of the Congo;17;101
1855;Gorilla beringei;Central Africa;13;101
1856;Gorilla beringei;Indonesia;11;101
1857;Gorilla beringei;Maiko;10;101
1858;Gorilla beringei;Gabon;9;101
1859;Gorilla beringei;US;9;101
1860;Gorilla beringei;Cameroon;8;101
1861;Gorilla beringei;East Africa;8;101
1862;Gorilla beringei;Kivu;8;101
1863;Gorilla beringei;Atlanta;7;101
1864;Gorilla beringei;Cleveland;7;101
1865;Gorilla beringei;DR Congo;7;101
1866;Gorilla beringei;the Republic of Congo;7;101
1867;Gorilla beringei;China;6;101
1868;Gorilla beringei;Democratic Republic of Congo;6;101
1869;Gorilla beringei;Kigali;6;101
1870;Gorilla beringei;eastern Democratic Republic of Congo;6;101
1871;Gorilla beringei;Innerleithen;5;101
1872;Gorilla beringei;South Africa;5;101
1873;Gorilla beringei;South Kivu;5;101
1874;Gorilla beringei;UK;5;101
1875;Gorilla beringei;East Africa’s;4;101
1876;Gorilla beringei;Fauna;4;101
1877;Gorilla beringei;Harambe;4;101
1878;Gorilla beringei;San Diego;4;101
1879;Gorilla beringei;Switzerland;4;101
1880;Gorilla beringei;Tanzania;4;101
1881;Gorilla beringei;Thailand;4;101
1882;Gorilla beringei;U.S.;4;101
1883;Gorilla beringei;Ugandan;4;101
1884;Gorilla beringei;West Africa;4;101
1885;Gorilla beringei;AirWing;3;101
1886;Gorilla beringei;Bukavu;3;101
1887;Gorilla beringei;Darby;3;101
1888;Gorilla beringei;Democratic Republic of the;3;101
1889;Gorilla beringei;Germany;3;101
1890;Gorilla beringei;Goma;3;101
1891;Gorilla beringei;Guinea;3;101
1892;Gorilla beringei;Japan;3;101
1893;Gorilla beringei;Kasisi;3;101
1894;Gorilla beringei;Kenya;3;101
1895;Gorilla beringei;Nigeria;3;101
1896;Gorilla beringei;Nkuba;3;101
1897;Gorilla beringei;Pongo;3;101
1898;Gorilla beringei;Tshivanga;3;101
1899;Gorilla beringei;Zaire;3;101
1900;Gorilla beringei;east Africa;3;101
1901;Gorilla beringei;equatorial Africa;3;101
1902;Gorilla beringei;the Democratic Republic of the;3;101
1903;Gorilla beringei;the United States;3;101
1904;Gorilla beringei;AZA;2;101
1905;Gorilla beringei;BURUNDI;2;101
1906;Gorilla beringei;Belgium;2;101
1907;Gorilla beringei;Berlin;2;101
1908;Gorilla beringei;Bujumbura;2;101
