scientific_name;mentions;article_cnt;Kingdom;Class;Order;Family;Genus;Species;country;iso3
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Papua New Guinea;PNG
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Peru;PER
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Spain;ESP
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Sudan;SDN
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Switzerland;CHE
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Taiwan, Province of China;TWN
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Thailand;THA
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Turkey;TUR
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;United Arab Emirates;ARE
Anoxypristis cuspidata;1;30;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;Venezuela, Bolivarian Republic of;VEN
Antilocapra americana;16;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;United States;USA
Antilocapra americana;5;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Mexico;MEX
Antilocapra americana;4;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Canada;CAN
Antilocapra americana;2;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Turkey;TUR
Antilocapra americana;1;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Germany;DEU
Antilocapra americana;1;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Iran, Islamic Republic of;IRN
Antilocapra americana;1;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Iraq;IRQ
Antilocapra americana;1;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Kenya;KEN
Antilocapra americana;1;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;South Africa;ZAF
Antilocapra americana;1;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Syrian Arab Republic;SYR
Antilocapra americana;1;40;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;Tanzania, United Republic of;TZA
Aonyx cinerea;7;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Australia;AUS
Aonyx cinerea;5;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;India;IND
Aonyx cinerea;5;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Singapore;SGP
Aonyx cinerea;4;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Indonesia;IDN
Aonyx cinerea;4;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Japan;JPN
Aonyx cinerea;4;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Malaysia;MYS
Aonyx cinerea;3;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;China;CHN
Aonyx cinerea;3;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;New Zealand;NZL
Aonyx cinerea;3;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Thailand;THA
Aonyx cinerea;2;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Philippines;PHL
Aonyx cinerea;1;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Bangladesh;BGD
Aonyx cinerea;1;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Brazil;BRA
Aonyx cinerea;1;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Italy;ITA
Aonyx cinerea;1;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Nepal;NPL
Aonyx cinerea;1;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;United States;USA
Aonyx cinerea;1;35;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;Viet Nam;VNM
Aquila adalberti;20;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Spain;ESP
Aquila adalberti;8;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Portugal;PRT
Aquila adalberti;8;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;United Kingdom;GBR
Aquila adalberti;4;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Italy;ITA
Aquila adalberti;3;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Croatia;HRV
Aquila adalberti;3;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;France;FRA
Aquila adalberti;3;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Russian Federation;RUS
Aquila adalberti;3;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;United States;USA
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Bangladesh;BGD
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Belarus;BLR
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Congo, The Democratic Republic of the;COD
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Dominican Republic;DOM
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Greece;GRC
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Greenland;GRL
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Iceland;ISL
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;India;IND
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Mexico;MEX
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Morocco;MAR
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Nepal;NPL
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Pakistan;PAK
Aquila adalberti;2;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Poland;POL
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Australia;AUS
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Brazil;BRA
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Bulgaria;BGR
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Canada;CAN
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;China;CHN
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Denmark;DNK
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Estonia;EST
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Haiti;HTI
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Hungary;HUN
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Indonesia;IDN
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Ireland;IRL
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Jersey;JEY
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Korea, Democratic People's Republic of;PRK
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;New Zealand;NZL
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Norway;NOR
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Philippines;PHL
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Rwanda;RWA
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Thailand;THA
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Turkey;TUR
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Uganda;UGA
Aquila adalberti;1;27;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;Viet Nam;VNM
Aquila heliaca;6;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Serbia;SRB
Aquila heliaca;6;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;United States;USA
Aquila heliaca;5;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Germany;DEU
Aquila heliaca;5;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;India;IND
Aquila heliaca;5;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Russian Federation;RUS
Aquila heliaca;4;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Iran, Islamic Republic of;IRN
Aquila heliaca;4;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Spain;ESP
Aquila heliaca;4;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Ukraine;UKR
Aquila heliaca;3;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Azerbaijan;AZE
Aquila heliaca;3;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;China;CHN
Aquila heliaca;3;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Montenegro;MNE
Aquila heliaca;3;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Poland;POL
Aquila heliaca;3;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Portugal;PRT
Aquila heliaca;3;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Romania;ROU
Aquila heliaca;3;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Turkey;TUR
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Bosnia and Herzegovina;BIH
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Czechia;CZE
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Denmark;DNK
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Estonia;EST
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Georgia;GEO
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Hungary;HUN
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Israel;ISR
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Italy;ITA
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Lebanon;LBN
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Lithuania;LTU
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Nepal;NPL
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Netherlands;NLD
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Slovakia;SVK
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Slovenia;SVN
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Sweden;SWE
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Thailand;THA
Aquila heliaca;2;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;United Kingdom;GBR
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Afghanistan;AFG
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Albania;ALB
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Argentina;ARG
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Armenia;ARM
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Belgium;BEL
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Brazil;BRA
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Cabo Verde;CPV
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Cyprus;CYP
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Finland;FIN
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;France;FRA
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Greece;GRC
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Iceland;ISL
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Japan;JPN
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Korea, Republic of;KOR
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Latvia;LVA
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Mongolia;MNG
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Morocco;MAR
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Norway;NOR
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Saint Martin (French part);MAF
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Singapore;SGP
Aquila heliaca;1;40;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;Switzerland;CHE
Ara ambiguus;11;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Costa Rica;CRI
Ara ambiguus;8;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;United States;USA
Ara ambiguus;7;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Nicaragua;NIC
Ara ambiguus;6;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Ecuador;ECU
Ara ambiguus;6;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Mexico;MEX
Ara ambiguus;5;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Honduras;HND
Ara ambiguus;4;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Brazil;BRA
Ara ambiguus;4;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Panama;PAN
Ara ambiguus;3;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Colombia;COL
Ara ambiguus;3;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;New Zealand;NZL
Ara ambiguus;3;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Peru;PER
Ara ambiguus;2;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Bolivia, Plurinational State of;BOL
Ara ambiguus;2;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Guatemala;GTM
Ara ambiguus;2;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;India;IND
Ara ambiguus;2;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Macao;MAC
Ara ambiguus;2;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Spain;ESP
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Argentina;ARG
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Australia;AUS
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Canada;CAN
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Chile;CHL
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Denmark;DNK
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;El Salvador;SLV
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Guinea;GIN
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Indonesia;IDN
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Japan;JPN
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Jersey;JEY
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Malaysia;MYS
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Pakistan;PAK
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;South Africa;ZAF
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;United Kingdom;GBR
Ara ambiguus;1;25;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;Venezuela, Bolivarian Republic of;VEN
Ara glaucogularis;9;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Bolivia, Plurinational State of;BOL
Ara glaucogularis;7;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;United States;USA
Ara glaucogularis;4;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Canada;CAN
Ara glaucogularis;2;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Brazil;BRA
Ara glaucogularis;2;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;China;CHN
Ara glaucogularis;2;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;United Kingdom;GBR
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Australia;AUS
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Bangladesh;BGD
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Colombia;COL
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Costa Rica;CRI
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Germany;DEU
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Netherlands;NLD
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Peru;PER
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Russian Federation;RUS
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Singapore;SGP
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Switzerland;CHE
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Tanzania, United Republic of;TZA
Ara glaucogularis;1;20;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;Uganda;UGA
Ara macao;4;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Mexico;MEX
Ara macao;4;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;United Kingdom;GBR
Ara macao;2;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Brazil;BRA
Ara macao;2;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Costa Rica;CRI
Ara macao;2;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Ecuador;ECU
Ara macao;2;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Guatemala;GTM
Ara macao;2;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Macao;MAC
Ara macao;2;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;United States;USA
Ara macao;1;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Belize;BLZ
Ara macao;1;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Bolivia, Plurinational State of;BOL
Ara macao;1;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Chile;CHL
Ara macao;1;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Colombia;COL
Ara macao;1;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;India;IND
Ara macao;1;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Myanmar;MMR
Ara macao;1;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Peru;PER
Ara macao;1;12;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;Spain;ESP
Ara militaris;7;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Mexico;MEX
Ara militaris;5;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;United States;USA
Ara militaris;3;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Bolivia, Plurinational State of;BOL
Ara militaris;3;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Colombia;COL
Ara militaris;3;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Peru;PER
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Argentina;ARG
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Australia;AUS
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Canada;CAN
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;China;CHN
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Costa Rica;CRI
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Czechia;CZE
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Israel;ISR
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Japan;JPN
Ara militaris;2;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;South Africa;ZAF
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Brazil;BRA
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Congo;COG
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Ecuador;ECU
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Egypt;EGY
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Germany;DEU
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;India;IND
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Macao;MAC
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Malaysia;MYS
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Philippines;PHL
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Singapore;SGP
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Thailand;THA
Ara militaris;1;24;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;Venezuela, Bolivarian Republic of;VEN
Ara rubrogenys;5;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Bolivia, Plurinational State of;BOL
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Argentina;ARG
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Chile;CHL
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;China;CHN
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Libya;LBY
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Madagascar;MDG
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Mexico;MEX
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Peru;PER
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Spain;ESP
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;United Kingdom;GBR
Ara rubrogenys;1;7;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;Viet Nam;VNM
Araucaria araucana;10;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;United Kingdom;GBR
Araucaria araucana;9;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Chile;CHL
Araucaria araucana;7;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Argentina;ARG
Araucaria araucana;3;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Australia;AUS
Araucaria araucana;3;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Brazil;BRA
Araucaria araucana;2;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;France;FRA
Araucaria araucana;2;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;New Zealand;NZL
Araucaria araucana;2;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;South Africa;ZAF
Araucaria araucana;2;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;United States;USA
Araucaria araucana;1;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;China;CHN
Araucaria araucana;1;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Congo;COG
Araucaria araucana;1;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Ireland;IRL
Araucaria araucana;1;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Isle of Man;IMN
Araucaria araucana;1;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Japan;JPN
Araucaria araucana;1;29;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;Madagascar;MDG
