scientific_name;mentions;article_cnt;Kingdom;Class;Order;Family;Genus;Species;country;iso3
Varecia rubra;1;16;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;Congo, The Democratic Republic of the;COD
Varecia rubra;1;16;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;France;FRA
Varecia rubra;1;16;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;Ireland;IRL
Varecia rubra;1;16;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;Myanmar;MMR
Varecia rubra;1;16;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;Nepal;NPL
Varecia rubra;1;16;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;New Zealand;NZL
Varecia rubra;1;16;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;Tunisia;TUN
Varecia variegata;3;7;Animalia;Mammalia;Primates;Lemuridae;Varecia;variegata;Madagascar;MDG
Varecia variegata;1;7;Animalia;Mammalia;Primates;Lemuridae;Varecia;variegata;Guinea;GIN
Vicugna vicugna;2;4;Animalia;Mammalia;Artiodactyla;Camelidae;Vicugna;vicugna;United Kingdom;GBR
Vultur gryphus;1;2;Animalia;Aves;Falconiformes;Cathartidae;Vultur;gryphus;Colombia;COL
