scientific_name;iso3;iso3
Caretta caretta;USA;3
Caretta caretta;AUS;2
Caretta caretta;BRA;2
Caretta caretta;MEX;2
Caretta caretta;TUR;2
Caretta caretta;ARG;1
Caretta caretta;CHN;1
Caretta caretta;CRI;1
Caretta caretta;CUB;1
Caretta caretta;ESP;1
Caretta caretta;GRC;1
Caretta caretta;ISR;1
Caretta caretta;ITA;1
Caretta caretta;JPN;1
Caretta caretta;LBN;1
Caretta caretta;OMN;1
Caretta caretta;SRB;1
Caretta caretta;THA;1
Casarea dussumieri;MDG;2
Casarea dussumieri;AUS;1
Catagonus wagneri;BOL;11
Catagonus wagneri;CHL;9
Catagonus wagneri;ARG;8
Catagonus wagneri;ISR;8
Catagonus wagneri;KEN;8
Catagonus wagneri;RUS;7
Catagonus wagneri;COL;5
Catagonus wagneri;USA;5
Catagonus wagneri;BRA;4
Catagonus wagneri;DEU;4
Catagonus wagneri;GBR;4
Catagonus wagneri;MEX;4
Catagonus wagneri;AUS;3
Catagonus wagneri;IDN;3
Catagonus wagneri;ITA;3
Catagonus wagneri;PER;3
Catagonus wagneri;CAN;2
Catagonus wagneri;CHN;2
Catagonus wagneri;FRA;2
Catagonus wagneri;IND;2
Catagonus wagneri;JPN;2
Catagonus wagneri;AUT;1
Catagonus wagneri;BEL;1
Catagonus wagneri;BLR;1
Catagonus wagneri;BWA;1
Catagonus wagneri;COG;1
Catagonus wagneri;CRI;1
Catagonus wagneri;CZE;1
Catagonus wagneri;EGY;1
Catagonus wagneri;ESP;1
Catagonus wagneri;HUN;1
Catagonus wagneri;MDV;1
Catagonus wagneri;NOR;1
Catagonus wagneri;NPL;1
Catagonus wagneri;PHL;1
Catagonus wagneri;PRT;1
Catagonus wagneri;SAU;1
Catagonus wagneri;SGP;1
Catagonus wagneri;SWE;1
Catagonus wagneri;THA;1
Catagonus wagneri;ZAF;1
Catagonus wagneri;ZMB;1
Catopuma temminckii;IND;13
Catopuma temminckii;THA;13
Catopuma temminckii;MMR;9
Catopuma temminckii;IDN;8
Catopuma temminckii;CHN;7
Catopuma temminckii;USA;6
Catopuma temminckii;VNM;6
Catopuma temminckii;GAB;4
Catopuma temminckii;MYS;4
Catopuma temminckii;CAN;3
Catopuma temminckii;TZA;3
Catopuma temminckii;CMR;2
Catopuma temminckii;ESP;2
Catopuma temminckii;FIN;2
Catopuma temminckii;GHA;2
Catopuma temminckii;IRN;2
Catopuma temminckii;KHM;2
Catopuma temminckii;LAO;2
Catopuma temminckii;MEX;2
Catopuma temminckii;NPL;2
Catopuma temminckii;PAK;2
Catopuma temminckii;TWN;2
Catopuma temminckii;ZAF;2
Catopuma temminckii;ZWE;2
Catopuma temminckii;BGD;1
Catopuma temminckii;BRA;1
Catopuma temminckii;CHL;1
Catopuma temminckii;COG;1
Catopuma temminckii;FRA;1
Catopuma temminckii;GBR;1
Catopuma temminckii;GIN;1
Catopuma temminckii;JPN;1
Catopuma temminckii;KEN;1
Catopuma temminckii;PHL;1
Catopuma temminckii;PRK;1
Catopuma temminckii;SGP;1
Catopuma temminckii;ZMB;1
Catreus wallichii;IND;8
Catreus wallichii;NPL;6
Catreus wallichii;PAK;5
Catreus wallichii;USA;2
Catreus wallichii;AFG;1
Catreus wallichii;CHN;1
Catreus wallichii;LKA;1
Catreus wallichii;NLD;1
Cephalophus jentinki;BRA;1
Cephalophus jentinki;GHA;1
Cephalophus jentinki;MDG;1
Cephalophus jentinki;VNM;1
Cephalophus jentinki;ZAF;1
Ceratotherium simum;KEN;34
Ceratotherium simum;SDN;24
Ceratotherium simum;ZAF;20
Ceratotherium simum;CZE;13
Ceratotherium simum;DEU;7
Ceratotherium simum;USA;7
Ceratotherium simum;VNM;7
Ceratotherium simum;CHN;6
Ceratotherium simum;IDN;6
Ceratotherium simum;ITA;6
Ceratotherium simum;BWA;4
Ceratotherium simum;TCD;4
Ceratotherium simum;ZWE;4
Ceratotherium simum;AUS;3
Ceratotherium simum;GBR;3
Ceratotherium simum;IND;3
Ceratotherium simum;TZA;3
Ceratotherium simum;CAN;2
Ceratotherium simum;COG;2
Ceratotherium simum;IRL;2
Ceratotherium simum;ISR;2
Ceratotherium simum;JPN;2
Ceratotherium simum;KOR;2
Ceratotherium simum;NPL;2
Ceratotherium simum;THA;2
Ceratotherium simum;ARG;1
Ceratotherium simum;BEL;1
Ceratotherium simum;CAF;1
Ceratotherium simum;CHE;1
Ceratotherium simum;COD;1
Ceratotherium simum;COL;1
Ceratotherium simum;FRA;1
Ceratotherium simum;KHM;1
Ceratotherium simum;MEX;1
Ceratotherium simum;MYS;1
Ceratotherium simum;PRK;1
Ceratotherium simum;RWA;1
Ceratotherium simum;SGP;1
Ceratotherium simum;ZMB;1
Ceratotherium simum simum;KEN;9
Ceratotherium simum simum;SDN;9
Ceratotherium simum simum;ZAF;9
Ceratotherium simum simum;CZE;5
Ceratotherium simum simum;CHN;3
Ceratotherium simum simum;MYS;3
Ceratotherium simum simum;TCD;3
Ceratotherium simum simum;VNM;3
Ceratotherium simum simum;COG;2
Ceratotherium simum simum;CAF;1
Ceratotherium simum simum;CAN;1
Ceratotherium simum simum;COL;1
Ceratotherium simum simum;FRA;1
Ceratotherium simum simum;IND;1
Ceratotherium simum simum;ITA;1
Ceratotherium simum simum;JPN;1
Ceratotherium simum simum;MDG;1
Ceratotherium simum simum;NPL;1
Ceratotherium simum simum;SGP;1
Ceratotherium simum simum;USA;1
Ceratotherium simum simum;ZWE;1
Cercocebus galeritus;ETH;1
Cercocebus galeritus;KEN;1
Cercocebus galeritus;TZA;1
Cercopithecus diana;GHA;6
Cercopithecus diana;CIV;4
Cercopithecus diana;USA;3
Cercopithecus diana;FRA;2
Cercopithecus diana;GBR;2
Cercopithecus diana;IDN;2
Cercopithecus diana;BRA;1
Cercopithecus diana;CHE;1
Cercopithecus diana;COG;1
Cercopithecus diana;DEU;1
Cercopithecus diana;GIN;1
Cercopithecus diana;MDG;1
Cercopithecus diana;MYS;1
Cercopithecus diana;NLD;1
Cercopithecus diana;NOR;1
Cercopithecus diana;PAK;1
Cercopithecus diana;RUS;1
Cercopithecus diana;SGP;1
Cercopithecus diana;ZAF;1
Cercopithecus roloway;MDG;6
Cercopithecus roloway;GHA;5
Cercopithecus roloway;BRA;3
Cercopithecus roloway;CIV;3
Cercopithecus roloway;USA;3
Cercopithecus roloway;CHN;2
Cercopithecus roloway;COL;2
Cercopithecus roloway;GBR;2
Cercopithecus roloway;IDN;2
Cercopithecus roloway;JPN;2
Cercopithecus roloway;MEX;2
Cercopithecus roloway;RWA;2
Cercopithecus roloway;VNM;2
Cercopithecus roloway;AUS;1
Cercopithecus roloway;CMR;1
Cercopithecus roloway;DEU;1
Cercopithecus roloway;NZL;1
Cercopithecus roloway;PHL;1
Cercopithecus roloway;SGP;1
Cercopithecus roloway;ZAF;1
Cervus elaphus hanglu;IND;16
Cervus elaphus hanglu;PAK;9
Cervus elaphus hanglu;CHN;8
Cervus elaphus hanglu;USA;5
Cervus elaphus hanglu;KOR;4
Cervus elaphus hanglu;PRK;4
Cervus elaphus hanglu;NPL;3
Cervus elaphus hanglu;AFG;2
Cervus elaphus hanglu;BTN;2
Cervus elaphus hanglu;JPN;2
Cervus elaphus hanglu;AUS;1
Cervus elaphus hanglu;BGD;1
Cervus elaphus hanglu;CRI;1
Cervus elaphus hanglu;GBR;1
Cervus elaphus hanglu;KAZ;1
Cervus elaphus hanglu;KEN;1
Cervus elaphus hanglu;KGZ;1
Cervus elaphus hanglu;MEX;1
Cervus elaphus hanglu;MMR;1
Cervus elaphus hanglu;NOR;1
Cervus elaphus hanglu;RUS;1
Cervus elaphus hanglu;TWN;1
Chasmistes cujus;USA;3
Chasmistes cujus;BRA;1
Chasmistes cujus;CAN;1
Chasmistes cujus;CMR;1
Cheirogaleus crossleyi;MDG;2
Cheirogaleus crossleyi;AUT;1
Cheirogaleus crossleyi;VNM;1
Cheirogaleus major;MDG;1
Cheirogaleus medius;MDG;10
Cheirogaleus medius;CHN;2
Cheirogaleus medius;DEU;2
Cheirogaleus medius;DNK;2
Cheirogaleus medius;MEX;2
Cheirogaleus medius;ZAF;2
Cheirogaleus medius;AUS;1
Cheirogaleus medius;AUT;1
Cheirogaleus medius;BTN;1
Cheirogaleus medius;CAN;1
Cheirogaleus medius;EGY;1
Cheirogaleus medius;ESP;1
Cheirogaleus medius;GBR;1
Cheirogaleus medius;GRC;1
Cheirogaleus medius;IND;1
Cheirogaleus medius;ISL;1
Cheirogaleus medius;JPN;1
Cheirogaleus medius;KHM;1
Cheirogaleus medius;LKA;1
Cheirogaleus medius;MDV;1
Cheirogaleus medius;PER;1
Cheirogaleus medius;POL;1
Cheirogaleus medius;PRI;1
Cheirogaleus medius;SGP;1
Cheirogaleus medius;TUR;1
Cheirogaleus medius;USA;1
Cheirogaleus medius;ZWE;1
Chelonia mydas;ARG;1
Chelonia mydas;CRI;1
Chelonia mydas;IDN;1
Chelonia mydas;MEX;1
Chelonia mydas;MYS;1
Chelonia mydas;PAK;1
Chelonia mydas;THA;1
Chelonia mydas;USA;1
Chelonoidis niger;USA;11
Chelonoidis niger;TZA;3
Chelonoidis niger;AUS;2
Chelonoidis niger;CAN;2
Chelonoidis niger;CHN;2
Chelonoidis niger;GBR;2
Chelonoidis niger;IND;2
Chelonoidis niger;NOR;2
Chelonoidis niger;VNM;2
Chelonoidis niger;BEL;1
Chelonoidis niger;BGD;1
Chelonoidis niger;ESP;1
Chelonoidis niger;GRC;1
Chelonoidis niger;ITA;1
Chelonoidis niger;KEN;1
Chelonoidis niger;KOR;1
Chelonoidis niger;MDG;1
Chelonoidis niger;MEX;1
Chelonoidis niger;NLD;1
Chelonoidis niger;NPL;1
Chelonoidis niger;NZL;1
Chelonoidis niger;PAK;1
Chelonoidis niger;PER;1
Chelonoidis niger;ROU;1
Chelonoidis niger;RWA;1
Chinchilla chinchilla;ARG;2
Chinchilla chinchilla;BOL;2
Chinchilla chinchilla;CHL;2
Chinchilla chinchilla;PER;2
Chinchilla chinchilla;AUS;1
Chinchilla lanigera;USA;2
Chinchilla lanigera;AUS;1
Chinchilla lanigera;CRI;1
Chinchilla lanigera;MEX;1
Chinchilla lanigera;NLD;1
Chinchilla lanigera;TWN;1
Chiropotes albinasus;BRA;1
Chiropotes albinasus;COG;1
Chiropotes albinasus;COL;1
Chiropotes albinasus;CRI;1
Chiropotes albinasus;GBR;1
Chiropotes albinasus;MDG;1
Chiropotes albinasus;PER;1
Chiropotes albinasus;USA;1
Chitra chitra;CHN;1
Chitra chitra;IND;1
Chitra chitra;THA;1
Chitra chitra;VNM;1
Chlamydotis macqueenii;PAK;13
Chlamydotis macqueenii;IND;10
Chlamydotis macqueenii;MAR;5
Chlamydotis macqueenii;IRN;4
Chlamydotis macqueenii;KAZ;4
Chlamydotis macqueenii;SAU;4
Chlamydotis macqueenii;USA;4
Chlamydotis macqueenii;CHN;3
Chlamydotis macqueenii;IRQ;3
Chlamydotis macqueenii;BHR;2
Chlamydotis macqueenii;JOR;2
Chlamydotis macqueenii;PER;2
Chlamydotis macqueenii;RUS;2
Chlamydotis macqueenii;TUR;2
Chlamydotis macqueenii;AFG;1
Chlamydotis macqueenii;ARE;1
Chlamydotis macqueenii;BGR;1
Chlamydotis macqueenii;BRA;1
Chlamydotis macqueenii;CHE;1
Chlamydotis macqueenii;CIV;1
Chlamydotis macqueenii;COL;1
Chlamydotis macqueenii;DNK;1
Chlamydotis macqueenii;DZA;1
Chlamydotis macqueenii;EGY;1
Chlamydotis macqueenii;IDN;1
Chlamydotis macqueenii;ISR;1
Chlamydotis macqueenii;KGZ;1
Chlamydotis macqueenii;LBN;1
Chlamydotis macqueenii;LKA;1
Chlamydotis macqueenii;MEX;1
Chlamydotis macqueenii;OMN;1
Chlamydotis undulata;PAK;25
Chlamydotis undulata;SAU;9
Chlamydotis undulata;ARE;6
Chlamydotis undulata;BHR;3
Chlamydotis undulata;IRN;3
Chlamydotis undulata;IND;2
Chlamydotis undulata;IRQ;2
Chlamydotis undulata;MAR;2
Chlamydotis undulata;AFG;1
Chlamydotis undulata;ALB;1
Chlamydotis undulata;CHN;1
Chlamydotis undulata;EGY;1
Chlamydotis undulata;ESP;1
Chlamydotis undulata;FRA;1
Chlamydotis undulata;GBR;1
Chlamydotis undulata;GRC;1
Chlamydotis undulata;HRV;1
Chlamydotis undulata;ITA;1
Chlamydotis undulata;KAZ;1
Chlamydotis undulata;LBN;1
Chlamydotis undulata;OMN;1
Chlamydotis undulata;USA;1
Ciconia boyciana;CHN;7
Ciconia boyciana;JPN;3
Ciconia boyciana;RUS;2
Ciconia boyciana;KOR;1
Ciconia boyciana;PRK;1
Ciconia boyciana;SGP;1
Cnemaspis psychedelica;CAN;2
Cnemaspis psychedelica;USA;2
Cnemaspis psychedelica;CHN;1
Cnemaspis psychedelica;CMR;1
Cnemaspis psychedelica;ETH;1
Cnemaspis psychedelica;GAB;1
Cnemaspis psychedelica;MYS;1
Cnemaspis psychedelica;VNM;1
Colinus virginianus ridgwayi;USA;4
Colinus virginianus ridgwayi;CAN;1
Colinus virginianus ridgwayi;GBR;1
Colinus virginianus ridgwayi;TUR;1
Cophotis ceylanica;LKA;3
Cophotis ceylanica;IND;2
Cophotis ceylanica;AUS;1
Cophotis ceylanica;BWA;1
Cophotis ceylanica;CHN;1
Cophotis ceylanica;CIV;1
Cophotis ceylanica;DEU;1
Cophotis ceylanica;GAB;1
Cophotis ceylanica;ISR;1
Cophotis ceylanica;KEN;1
Cophotis ceylanica;SDN;1
Cophotis ceylanica;ZAF;1
Cophotis ceylanica;ZMB;1
Cophotis ceylanica;ZWE;1
Cotinga maculata;ARG;1
Cotinga maculata;BRA;1
Cotinga maculata;USA;1
Crax blumenbachii;BRA;1
Crax blumenbachii;CHN;1
Crax blumenbachii;COL;1
Crax blumenbachii;MDG;1
Crax blumenbachii;MEX;1
Crocodylus acutus;CUB;6
Crocodylus acutus;USA;4
Crocodylus acutus;ARG;2
Crocodylus acutus;AUS;2
Crocodylus acutus;CRI;2
Crocodylus acutus;JAM;2
Crocodylus acutus;ZAF;2
Crocodylus acutus;CAN;1
Crocodylus acutus;COG;1
Crocodylus acutus;FIN;1
Crocodylus acutus;IDN;1
Crocodylus acutus;MDG;1
Crocodylus acutus;SWE;1
Crocodylus acutus;TUR;1
Crocodylus cataphractus;USA;4
Crocodylus cataphractus;CIV;2
Crocodylus cataphractus;CMR;2
Crocodylus cataphractus;GHA;2
Crocodylus cataphractus;IND;1
Crocodylus cataphractus;IRL;1
Crocodylus cataphractus;TZA;1
Crocodylus intermedius;COL;5
Crocodylus intermedius;BRA;1
Crocodylus intermedius;CAN;1
Crocodylus intermedius;CZE;1
Crocodylus intermedius;GBR;1
Crocodylus intermedius;IND;1
Crocodylus intermedius;PER;1
Crocodylus mindorensis;PHL;18
Crocodylus mindorensis;AUS;5
Crocodylus mindorensis;IND;5
Crocodylus mindorensis;MYS;4
Crocodylus mindorensis;USA;4
Crocodylus mindorensis;CHE;3
Crocodylus mindorensis;CHN;3
Crocodylus mindorensis;IDN;3
Crocodylus mindorensis;THA;3
Crocodylus mindorensis;BRA;2
Crocodylus mindorensis;KEN;2
Crocodylus mindorensis;LAO;2
Crocodylus mindorensis;LKA;2
Crocodylus mindorensis;MEX;2
Crocodylus mindorensis;NZL;2
Crocodylus mindorensis;RUS;2
Crocodylus mindorensis;VNM;2
Crocodylus mindorensis;BTN;1
Crocodylus mindorensis;CAN;1
Crocodylus mindorensis;CMR;1
Crocodylus mindorensis;COD;1
Crocodylus mindorensis;COL;1
Crocodylus mindorensis;CZE;1
Crocodylus mindorensis;GBR;1
Crocodylus mindorensis;JPN;1
Crocodylus mindorensis;KHM;1
Crocodylus mindorensis;KOR;1
Crocodylus mindorensis;MDG;1
Crocodylus mindorensis;NOR;1
Crocodylus mindorensis;NPL;1
Crocodylus mindorensis;SDN;1
Crocodylus mindorensis;TZA;1
Crocodylus mindorensis;UKR;1
Crocodylus mindorensis;ZAF;1
Crocodylus moreletii;MEX;11
Crocodylus moreletii;USA;9
Crocodylus moreletii;BLZ;7
Crocodylus moreletii;AUS;5
Crocodylus moreletii;CAN;3
Crocodylus moreletii;GBR;2
Crocodylus moreletii;BOL;1
Crocodylus moreletii;CHN;1
Crocodylus moreletii;FRA;1
Crocodylus moreletii;IDN;1
Crocodylus moreletii;JPN;1
Crocodylus moreletii;KEN;1
Crocodylus moreletii;MNE;1
Crocodylus moreletii;PHL;1
Crocodylus moreletii;RUS;1
Crocodylus moreletii;THA;1
Crocodylus moreletii;TZA;1
Crocodylus niloticus;ZAF;12
Crocodylus niloticus;KEN;10
Crocodylus niloticus;ZWE;8
Crocodylus niloticus;USA;7
Crocodylus niloticus;AUS;4
Crocodylus niloticus;CHN;4
Crocodylus niloticus;BWA;3
Crocodylus niloticus;ETH;3
Crocodylus niloticus;GBR;3
Crocodylus niloticus;SDN;3
Crocodylus niloticus;TWN;3
Crocodylus niloticus;ZMB;3
Crocodylus niloticus;BRA;2
Crocodylus niloticus;GAB;2
Crocodylus niloticus;GHA;2
Crocodylus niloticus;IND;2
Crocodylus niloticus;MAR;2
Crocodylus niloticus;MWI;2
Crocodylus niloticus;RWA;2
Crocodylus niloticus;BDI;1
Crocodylus niloticus;CAN;1
Crocodylus niloticus;COG;1
Crocodylus niloticus;DEU;1
Crocodylus niloticus;EGY;1
Crocodylus niloticus;ESP;1
Crocodylus niloticus;FRA;1
Crocodylus niloticus;IDN;1
Crocodylus niloticus;JPN;1
Crocodylus niloticus;KOR;1
Crocodylus niloticus;LAO;1
Crocodylus niloticus;MDG;1
Crocodylus niloticus;MEX;1
Crocodylus niloticus;NOR;1
Crocodylus niloticus;SAU;1
Crocodylus niloticus;SGP;1
Crocodylus niloticus;THA;1
Crocodylus niloticus;TUR;1
Crocodylus niloticus;TZA;1
Crocodylus palustris;IND;20
Crocodylus palustris;IRN;11
Crocodylus palustris;LKA;7
Crocodylus palustris;MMR;6
Crocodylus palustris;PAK;6
Crocodylus palustris;BTN;4
Crocodylus palustris;AUS;3
Crocodylus palustris;BGD;3
Crocodylus palustris;USA;3
Crocodylus palustris;GBR;2
Crocodylus palustris;NPL;2
Crocodylus palustris;CUB;1
Crocodylus palustris;PHL;1
Crocodylus palustris;SGP;1
Crocodylus porosus;AUS;18
Crocodylus porosus;SGP;7
Crocodylus porosus;IND;5
Crocodylus porosus;BGD;3
Crocodylus porosus;PHL;3
Crocodylus porosus;IDN;2
Crocodylus porosus;MYS;2
Crocodylus porosus;GBR;1
Crocodylus porosus;NZL;1
Crocodylus porosus;TUR;1
Crocodylus porosus;USA;1
Crocodylus rhombifer;CUB;9
Crocodylus rhombifer;IND;4
Crocodylus rhombifer;USA;3
Crocodylus rhombifer;IDN;2
Crocodylus rhombifer;AUS;1
Crocodylus rhombifer;BEL;1
Crocodylus rhombifer;BRA;1
Crocodylus rhombifer;CHN;1
Crocodylus rhombifer;COL;1
Crocodylus rhombifer;ESP;1
Crocodylus rhombifer;FRA;1
Crocodylus rhombifer;ITA;1
Crocodylus rhombifer;JPN;1
Crocodylus rhombifer;KEN;1
Crocodylus rhombifer;LBN;1
Crocodylus rhombifer;LKA;1
Crocodylus rhombifer;MEX;1
Crocodylus rhombifer;MYS;1
Crocodylus rhombifer;NZL;1
Crocodylus rhombifer;POL;1
Crocodylus rhombifer;THA;1
Crocodylus siamensis;KHM;19
Crocodylus siamensis;IDN;13
Crocodylus siamensis;THA;9
Crocodylus siamensis;VNM;9
Crocodylus siamensis;CHN;7
Crocodylus siamensis;LAO;7
Crocodylus siamensis;MMR;4
Crocodylus siamensis;MYS;4
Crocodylus siamensis;GBR;3
Crocodylus siamensis;AUS;2
Crocodylus siamensis;FRA;2
Crocodylus siamensis;SGP;2
Crocodylus siamensis;CHE;1
Crocodylus siamensis;COL;1
Crocodylus siamensis;DEU;1
Crocodylus siamensis;DNK;1
Crocodylus siamensis;FIN;1
Crocodylus siamensis;IND;1
Crocodylus siamensis;ITA;1
Crocodylus siamensis;MEX;1
Crocodylus siamensis;SDN;1
Crocodylus siamensis;USA;1
Crocodylus siamensis;ZWE;1
Crossoptilon crossoptilon;CHN;1
Cuora bourreti;VNM;4
Cuora bourreti;CHN;2
Cuora bourreti;RUS;1
Cuora bourreti;USA;1
Cyanopsitta spixii;BRA;13
Cyanopsitta spixii;CHN;5
Cyanopsitta spixii;USA;4
Cyanopsitta spixii;AUS;2
Cyanopsitta spixii;CAN;2
Cyanopsitta spixii;DEU;2
Cyanopsitta spixii;IDN;2
Cyanopsitta spixii;KEN;2
Cyanopsitta spixii;MEX;2
Cyanopsitta spixii;PER;2
Cyanopsitta spixii;RUS;2
Cyanopsitta spixii;BEL;1
Cyanopsitta spixii;CHE;1
Cyanopsitta spixii;CMR;1
Cyanopsitta spixii;COG;1
Cyanopsitta spixii;DNK;1
Cyanopsitta spixii;GBR;1
Cyanopsitta spixii;IND;1
Cyanopsitta spixii;JOR;1
Cyanopsitta spixii;KHM;1
Cyanopsitta spixii;LAO;1
Cyanopsitta spixii;LBN;1
Cyanopsitta spixii;MYS;1
Cyanopsitta spixii;NOR;1
Cyanopsitta spixii;PHL;1
Cyanopsitta spixii;PRI;1
Cyanopsitta spixii;THA;1
Cyanopsitta spixii;TUR;1
Cyanopsitta spixii;VNM;1
Cyanoramphus novaezelandiae;NZL;5
Cyanoramphus novaezelandiae;NOR;1
Cyclura carinata;GBR;3
Cyclura carinata;AUS;1
Cyclura carinata;CUB;1
Cyclura carinata;TZA;1
Cyclura collei;JAM;21
Cyclura collei;CHN;4
Cyclura collei;USA;4
Cyclura collei;AUS;3
Cyclura collei;MEX;3
Cyclura collei;NZL;3
Cyclura collei;ESP;2
Cyclura collei;FRA;2
Cyclura collei;IDN;2
Cyclura collei;BGD;1
Cyclura collei;BRA;1
Cyclura collei;CAN;1
Cyclura collei;COL;1
Cyclura collei;DEU;1
Cyclura collei;EST;1
Cyclura collei;ETH;1
Cyclura collei;FIN;1
Cyclura collei;GBR;1
Cyclura collei;HUN;1
Cyclura collei;IND;1
Cyclura collei;IRN;1
Cyclura collei;ISR;1
Cyclura collei;ITA;1
Cyclura collei;KEN;1
Cyclura collei;KOR;1
Cyclura collei;MMR;1
Cyclura collei;NOR;1
Cyclura collei;PRT;1
Cyclura collei;RUS;1
Cyclura collei;SGP;1
Cyclura collei;SVN;1
Cyclura collei;SWE;1
Cyclura collei;ZAF;1
Cyclura cornuta;NZL;2
Cyclura cornuta;ARG;1
Cyclura cornuta;AUS;1
Cyclura cornuta;CAN;1
Cyclura cornuta;CHL;1
Cyclura cornuta;CUB;1
Cyclura cornuta;FRA;1
Cyclura cornuta;GBR;1
Cyclura cornuta;IDN;1
Cyclura cornuta;JPN;1
Cyclura cornuta;LKA;1
Cyclura cornuta;MDG;1
Cyclura cornuta;PLW;1
Cyclura cornuta;PRI;1
Cyclura cornuta;USA;1
Cyclura cychlura;BLZ;1
Cyclura cychlura;GRC;1
Cyclura cychlura;PRI;1
Cyclura cychlura;USA;1
Cyclura lewisi;USA;5
Cyclura lewisi;GBR;3
Cyclura lewisi;MDG;3
Cyclura lewisi;CUB;1
Cyclura lewisi;DNK;1
Cyclura lewisi;IDN;1
Cyclura lewisi;IND;1
Cyclura lewisi;ITA;1
Cyclura lewisi;JAM;1
Cyclura lewisi;KHM;1
Cyclura lewisi;LBN;1
Cyclura lewisi;MEX;1
Cyclura lewisi;MMR;1
Cyclura lewisi;NZL;1
Cyclura lewisi;PRI;1
Cyclura lewisi;RUS;1
Cyclura lewisi;THA;1
Cyclura nubila;CUB;1
Cyclura nubila;USA;1
Cyclura pinguis;USA;2
Cyclura pinguis;CHN;1
Cyclura pinguis;IDN;1
Cyclura pinguis;MMR;1
Cyclura pinguis;PRI;1
Cyclura pinguis;SGP;1
Cyclura pinguis;TWN;1
Cyclura pinguis;VNM;1
Cyclura ricordi;AUT;1
Cyclura ricordi;DEU;1
Cyclura ricordi;USA;1
Cyclura stejnegeri;PRI;3
Cyclura stejnegeri;USA;1
Dalbergia nigra;CHN;8
Dalbergia nigra;USA;6
Dalbergia nigra;AUS;3
Dalbergia nigra;BRA;3
Dalbergia nigra;GBR;3
Dalbergia nigra;IND;3
Dalbergia nigra;MDG;3
Dalbergia nigra;ZAF;3
Dalbergia nigra;DEU;2
Dalbergia nigra;ESP;2
Dalbergia nigra;ITA;2
Dalbergia nigra;MEX;2
Dalbergia nigra;NLD;2
Dalbergia nigra;PHL;2
Dalbergia nigra;RUS;2
Dalbergia nigra;VNM;2
Dalbergia nigra;CAN;1
Dalbergia nigra;CUB;1
Dalbergia nigra;ETH;1
Dalbergia nigra;GHA;1
Dalbergia nigra;IDN;1
Dalbergia nigra;JPN;1
Dalbergia nigra;KEN;1
Dalbergia nigra;MYS;1
Dalbergia nigra;NZL;1
Dalbergia nigra;PRT;1
Dalbergia nigra;SAU;1
Dalbergia nigra;SGP;1
Dalbergia nigra;SWE;1
Dalbergia nigra;TZA;1
Dalbergia nigra;ZMB;1
Dalbergia nigra;ZWE;1
Dama dama mesopotamica;IRN;32
Dama dama mesopotamica;USA;9
Dama dama mesopotamica;GBR;4
Dama dama mesopotamica;JPN;4
Dama dama mesopotamica;DEU;3
Dama dama mesopotamica;IND;3
Dama dama mesopotamica;IRQ;3
Dama dama mesopotamica;AUS;2
Dama dama mesopotamica;CHN;2
Dama dama mesopotamica;KEN;2
Dama dama mesopotamica;RUS;2
Dama dama mesopotamica;TUR;2
Dama dama mesopotamica;BEL;1
Dama dama mesopotamica;BRA;1
Dama dama mesopotamica;CAN;1
Dama dama mesopotamica;CHE;1
Dama dama mesopotamica;COL;1
Dama dama mesopotamica;EGY;1
Dama dama mesopotamica;FRA;1
Dama dama mesopotamica;IDN;1
Dama dama mesopotamica;IRL;1
Dama dama mesopotamica;KGZ;1
Dama dama mesopotamica;PAK;1
Dama dama mesopotamica;PRT;1
Dama dama mesopotamica;SAU;1
Dama dama mesopotamica;TZA;1
Dama dama mesopotamica;ZAF;1
Daubentonia madagascariensis;MDG;14
Daubentonia madagascariensis;SWE;3
Daubentonia madagascariensis;USA;3
Daubentonia madagascariensis;GIN;2
Daubentonia madagascariensis;AFG;1
Daubentonia madagascariensis;AUS;1
Daubentonia madagascariensis;CAN;1
Daubentonia madagascariensis;GRC;1
Daubentonia madagascariensis;MMR;1
Daubentonia madagascariensis;NOR;1
Daubentonia madagascariensis;PRK;1
Dermochelys coriacea;THA;23
Dermochelys coriacea;GBR;9
Dermochelys coriacea;IDN;8
Dermochelys coriacea;IND;8
Dermochelys coriacea;MEX;8
Dermochelys coriacea;CRI;6
Dermochelys coriacea;USA;5
Dermochelys coriacea;BRA;4
Dermochelys coriacea;CAN;4
Dermochelys coriacea;MYS;4
Dermochelys coriacea;ITA;3
Dermochelys coriacea;CHN;2
Dermochelys coriacea;GAB;2
Dermochelys coriacea;ISR;2
Dermochelys coriacea;NZL;2
Dermochelys coriacea;TUR;2
Dermochelys coriacea;VNM;2
Dermochelys coriacea;AFG;1
Dermochelys coriacea;ARG;1
Dermochelys coriacea;AUS;1
Dermochelys coriacea;BEL;1
Dermochelys coriacea;BGD;1
Dermochelys coriacea;CHL;1
Dermochelys coriacea;DNK;1
Dermochelys coriacea;FRA;1
Dermochelys coriacea;IRN;1
Dermochelys coriacea;ISL;1
Dermochelys coriacea;JPN;1
Dermochelys coriacea;KHM;1
Dermochelys coriacea;MDG;1
Dermochelys coriacea;NOR;1
Dermochelys coriacea;OMN;1
Dermochelys coriacea;PRK;1
Dermochelys coriacea;SGP;1
Dermochelys coriacea;TZA;1
Dermochelys coriacea;UKR;1
Dermochelys coriacea;VUT;1
Dermochelys coriacea;ZAF;1
