scientific_name;Countries;Countries
Amazona viridigenalis;macao;1
Amazona viridigenalis;madagascar;1
Amazona viridigenalis;mauritius;1
Amazona viridigenalis;puerto rico;1
Amazona viridigenalis;tanzania;1
Amazona viridigenalis;united states minor outlying islands;1
Amazona vittata;puerto rico;11
Amazona vittata;u.s. virgin islands;8
Amazona vittata;united states;5
Amazona vittata;mexico;4
Amazona vittata;australia;2
Amazona vittata;peru;2
Amazona vittata;bahamas;1
Amazona vittata;bolivia;1
Amazona vittata;canada;1
Amazona vittata;costa rica;1
Amazona vittata;cuba;1
Amazona vittata;egypt;1
Amazona vittata;greece;1
Amazona vittata;guinea;1
Amazona vittata;indonesia;1
Amazona vittata;isle of man;1
Amazona vittata;japan;1
Amazona vittata;new zealand;1
Amazona vittata;papua new guinea;1
Amazona vittata;romania;1
Amazona vittata;saudi arabia;1
Amazona vittata;south africa;1
Amazona vittata;switzerland;1
Amazona vittata;united arab emirates;1
Amazona vittata;united states minor outlying islands;1
Anas aucklandica;new zealand;15
Anas aucklandica;canada;1
Anas aucklandica;japan;1
Anas aucklandica;russia;1
Anas aucklandica;taiwan;1
Anas laysanensis;u.s. virgin islands;4
Anas laysanensis;australia;1
Anas laysanensis;canada;1
Anas laysanensis;colombia;1
Anas laysanensis;cuba;1
Anas laysanensis;ecuador;1
Anas laysanensis;france;1
Anas laysanensis;guam;1
Anas laysanensis;indonesia;1
Anas laysanensis;japan;1
Anas laysanensis;peru;1
Anas laysanensis;switzerland;1
Anas laysanensis;tanzania;1
Anas laysanensis;united arab emirates;1
Anas laysanensis;united kingdom;1
Anas laysanensis;venezuela;1
Anas laysanensis;vietnam;1
Anas nesiotis;new zealand;5
Anas nesiotis;canada;2
Anas nesiotis;georgia;2
Anas nesiotis;south georgia and the south sandwich islands;2
Anas nesiotis;antarctica;1
Anas nesiotis;australia;1
Anas nesiotis;china;1
Anas nesiotis;ecuador;1
Anas nesiotis;north korea;1
Anas nesiotis;russia;1
Anas nesiotis;south korea;1
Anas nesiotis;u.s. virgin islands;1
Andrias davidianus;china;25
Andrias davidianus;japan;7
Andrias davidianus;u.s. virgin islands;6
Andrias davidianus;germany;5
Andrias davidianus;vietnam;5
Andrias davidianus;united states;4
Andrias davidianus;cameroon;3
Andrias davidianus;france;3
Andrias davidianus;laos;3
Andrias davidianus;bahamas;2
Andrias davidianus;cambodia;2
Andrias davidianus;canada;2
Andrias davidianus;democratic republic of the congo;2
Andrias davidianus;hong kong;2
