scientific_name;Countries;Countries
Amazona imperialis;('Saint Lucia', 'LCA');2
Amazona imperialis;('Australia', 'AUS');1
Amazona imperialis;('Brazil', 'BRA');1
Amazona imperialis;('Cuba', 'CUB');1
Amazona imperialis;('Cyprus', 'CYP');1
Amazona imperialis;('Denmark', 'DNK');1
Amazona imperialis;('Israel', 'ISR');1
Amazona imperialis;('Mexico', 'MEX');1
Amazona imperialis;('Montserrat', 'MSR');1
Amazona imperialis;('Puerto Rico', 'PRI');1
Amazona imperialis;('Qatar', 'QAT');1
Amazona imperialis;('South Africa', 'ZAF');1
Amazona imperialis;('Spain', 'ESP');1
Amazona imperialis;('Switzerland', 'CHE');1
Amazona imperialis;('United Kingdom', 'GBR');1
Amazona leucocephala;('Cayman Islands', 'CYM');3
Amazona leucocephala;('India', 'IND');3
Amazona leucocephala;('Mexico', 'MEX');2
Amazona leucocephala;('United States', 'USA');2
Amazona leucocephala;('Australia', 'AUS');1
Amazona leucocephala;('Bahamas', 'BHS');1
Amazona leucocephala;('Bhutan', 'BTN');1
Amazona leucocephala;('Brazil', 'BRA');1
Amazona leucocephala;('Canada', 'CAN');1
Amazona leucocephala;('Greece', 'GRC');1
Amazona leucocephala;('Jordan', 'JOR');1
Amazona leucocephala;('Mozambique', 'MOZ');1
Amazona leucocephala;('Myanmar', 'MMR');1
Amazona leucocephala;('Panama', 'PAN');1
Amazona leucocephala;('Peru', 'PER');1
Amazona leucocephala;('Puerto Rico', 'PRI');1
Amazona leucocephala;('South Africa', 'ZAF');1
Amazona leucocephala;('Spain', 'ESP');1
Amazona leucocephala;('Tanzania, United Republic of', 'TZA');1
Amazona oratrix;('United States', 'USA');8
Amazona oratrix;('Belize', 'BLZ');4
Amazona oratrix;('Mexico', 'MEX');3
Amazona oratrix;('Australia', 'AUS');2
Amazona oratrix;('Canada', 'CAN');2
Amazona oratrix;('New Zealand', 'NZL');2
Amazona oratrix;('China', 'CHN');1
Amazona oratrix;('Guinea', 'GIN');1
Amazona oratrix;('Mongolia', 'MNG');1
Amazona oratrix;('Taiwan, Province of China', 'TWN');1
Amazona oratrix;('Turkey', 'TUR');1
Amazona oratrix;('United Kingdom', 'GBR');1
Amazona pretrei;('Brazil', 'BRA');4
Amazona pretrei;('China', 'CHN');3
Amazona pretrei;('India', 'IND');3
Amazona pretrei;('Australia', 'AUS');2
Amazona pretrei;('Canada', 'CAN');2
Amazona pretrei;('United States', 'USA');2
Amazona pretrei;('Costa Rica', 'CRI');1
Amazona pretrei;('Falkland Islands (Malvinas)', 'FLK');1
Amazona pretrei;('France', 'FRA');1
Amazona pretrei;('Georgia', 'GEO');1
Amazona pretrei;('Germany', 'DEU');1
Amazona pretrei;('Ghana', 'GHA');1
Amazona pretrei;('Indonesia', 'IDN');1
Amazona pretrei;('Japan', 'JPN');1
Amazona pretrei;('Kazakhstan', 'KAZ');1
Amazona pretrei;('Malaysia', 'MYS');1
Amazona pretrei;('Mexico', 'MEX');1
Amazona pretrei;('Mongolia', 'MNG');1
Amazona pretrei;('New Caledonia', 'NCL');1
Amazona pretrei;('New Zealand', 'NZL');1
Amazona pretrei;('Poland', 'POL');1
Amazona pretrei;('Russian Federation', 'RUS');1
Amazona pretrei;('South Africa', 'ZAF');1
Amazona pretrei;('Turkmenistan', 'TKM');1
Amazona pretrei;('Uzbekistan', 'UZB');1
Amazona pretrei;('Venezuela, Bolivarian Republic of', 'VEN');1
Amazona rhodocorytha;('Brazil', 'BRA');1
Amazona rhodocorytha;('Brunei Darussalam', 'BRN');1
