scientific_name;Countries;mentions_country;article_cnt
Buceros bicornis;sri lanka;2;54
Buceros bicornis;afghanistan;1;54
Buceros bicornis;argentina;1;54
Buceros bicornis;cambodia;1;54
Buceros bicornis;canada;1;54
Buceros bicornis;china;1;54
Buceros bicornis;france;1;54
Buceros bicornis;germany;1;54
Buceros bicornis;iraq;1;54
Buceros bicornis;israel;1;54
Buceros bicornis;japan;1;54
Buceros bicornis;malaysia;1;54
Buceros bicornis;mongolia;1;54
Buceros bicornis;nepal;1;54
Buceros bicornis;papua new guinea;1;54
Buceros bicornis;philippines;1;54
Buceros bicornis;russia;1;54
Buceros bicornis;switzerland;1;54
Buceros bicornis;syria;1;54
Buceros bicornis;thailand;1;54
Buceros bicornis;turkey;1;54
Buceros bicornis;vietnam;1;54
Buceros bicornis;yemen;1;54
Bunopithecus hoolock;india;17;28
Bunopithecus hoolock;myanmar;11;28
Bunopithecus hoolock;china;8;28
Bunopithecus hoolock;bangladesh;5;28
Bunopithecus hoolock;indonesia;3;28
Bunopithecus hoolock;australia;2;28
Bunopithecus hoolock;costa rica;2;28
Bunopithecus hoolock;papua new guinea;2;28
Bunopithecus hoolock;peru;2;28
Bunopithecus hoolock;vietnam;2;28
Bunopithecus hoolock;angola;1;28
Bunopithecus hoolock;bolivia;1;28
Bunopithecus hoolock;brazil;1;28
Bunopithecus hoolock;cambodia;1;28
Bunopithecus hoolock;chile;1;28
Bunopithecus hoolock;fiji;1;28
Bunopithecus hoolock;gabon;1;28
Bunopithecus hoolock;laos;1;28
Bunopithecus hoolock;madagascar;1;28
Bunopithecus hoolock;mexico;1;28
Bunopithecus hoolock;nepal;1;28
Bunopithecus hoolock;new zealand;1;28
Bunopithecus hoolock;panama;1;28
Bunopithecus hoolock;philippines;1;28
Bunopithecus hoolock;rwanda;1;28
Bunopithecus hoolock;south africa;1;28
Bunopithecus hoolock;south sudan;1;28
Bunopithecus hoolock;taiwan;1;28
Bunopithecus hoolock;thailand;1;28
Cacajao calvus;peru;8;14
Cacajao calvus;brazil;6;14
Cacajao calvus;colombia;2;14
Cacajao calvus;costa rica;2;14
Cacajao calvus;germany;2;14
Cacajao calvus;indonesia;2;14
Cacajao calvus;madagascar;2;14
Cacajao calvus;south africa;2;14
Cacajao calvus;tanzania;2;14
Cacajao calvus;argentina;1;14
Cacajao calvus;australia;1;14
Cacajao calvus;botswana;1;14
Cacajao calvus;canada;1;14
Cacajao calvus;china;1;14
Cacajao calvus;ecuador;1;14
Cacajao calvus;ethiopia;1;14
Cacajao calvus;finland;1;14
Cacajao calvus;greenland;1;14
Cacajao calvus;guyana;1;14
Cacajao calvus;hong kong;1;14
Cacajao calvus;india;1;14
Cacajao calvus;ireland;1;14
Cacajao calvus;italy;1;14
Cacajao calvus;kenya;1;14
Cacajao calvus;malaysia;1;14
Cacajao calvus;mozambique;1;14
Cacajao calvus;netherlands;1;14
Cacajao calvus;north korea;1;14
Cacajao calvus;norway;1;14
Cacajao calvus;russia;1;14
Cacajao calvus;south sudan;1;14
Cacajao calvus;spain;1;14
Cacajao calvus;thailand;1;14
Cacajao calvus;uganda;1;14
Cacatua goffiniana;australia;3;13
Cacatua goffiniana;indonesia;2;13
Cacatua goffiniana;new zealand;2;13
Cacatua goffiniana;papua new guinea;2;13
Cacatua goffiniana;austria;1;13
Cacatua goffiniana;costa rica;1;13
Cacatua goffiniana;germany;1;13
Cacatua goffiniana;singapore;1;13
Cacatua haematuropygia;philippines;28;31
Cacatua haematuropygia;cambodia;6;31
Cacatua haematuropygia;indonesia;6;31
Cacatua haematuropygia;singapore;6;31
Cacatua haematuropygia;myanmar;5;31
Cacatua haematuropygia;vietnam;5;31
Cacatua haematuropygia;malaysia;4;31
Cacatua haematuropygia;thailand;4;31
Cacatua haematuropygia;australia;3;31
Cacatua haematuropygia;india;3;31
Cacatua haematuropygia;laos;3;31
Cacatua haematuropygia;brunei;2;31
Cacatua haematuropygia;canada;2;31
Cacatua haematuropygia;china;2;31
Cacatua haematuropygia;turkey;2;31
Cacatua haematuropygia;armenia;1;31
Cacatua haematuropygia;bangladesh;1;31
Cacatua haematuropygia;bolivia;1;31
Cacatua haematuropygia;brazil;1;31
Cacatua haematuropygia;bulgaria;1;31
Cacatua haematuropygia;cuba;1;31
Cacatua haematuropygia;ecuador;1;31
Cacatua haematuropygia;greece;1;31
Cacatua haematuropygia;haiti;1;31
Cacatua haematuropygia;hong kong;1;31
Cacatua haematuropygia;kenya;1;31
Cacatua haematuropygia;new caledonia;1;31
Cacatua haematuropygia;new zealand;1;31
Cacatua haematuropygia;panama;1;31
Cacatua haematuropygia;qatar;1;31
Cacatua haematuropygia;russia;1;31
Cacatua haematuropygia;samoa;1;31
Cacatua haematuropygia;south africa;1;31
Cacatua haematuropygia;spain;1;31
Cacatua haematuropygia;switzerland;1;31
Cacatua haematuropygia;ukraine;1;31
Cacatua haematuropygia;venezuela;1;31
Cacatua moluccensis;indonesia;5;31
Cacatua moluccensis;brazil;3;31
Cacatua moluccensis;india;2;31
Cacatua moluccensis;philippines;2;31
Cacatua moluccensis;singapore;2;31
Cacatua moluccensis;argentina;1;31
Cacatua moluccensis;australia;1;31
Cacatua moluccensis;cambodia;1;31
Cacatua moluccensis;china;1;31
Cacatua moluccensis;egypt;1;31
Cacatua moluccensis;greece;1;31
Cacatua moluccensis;guyana;1;31
Cacatua moluccensis;italy;1;31
Cacatua moluccensis;malaysia;1;31
Cacatua moluccensis;mongolia;1;31
Cacatua moluccensis;north korea;1;31
Cacatua moluccensis;south africa;1;31
Cacatua moluccensis;south korea;1;31
Cacatua moluccensis;thailand;1;31
Cacatua sulphurea;indonesia;21;38
Cacatua sulphurea;australia;8;38
Cacatua sulphurea;india;5;38
Cacatua sulphurea;singapore;5;38
Cacatua sulphurea;china;4;38
Cacatua sulphurea;egypt;3;38
Cacatua sulphurea;hong kong;3;38
Cacatua sulphurea;malaysia;3;38
Cacatua sulphurea;thailand;3;38
Cacatua sulphurea;germany;2;38
Cacatua sulphurea;italy;2;38
Cacatua sulphurea;new zealand;2;38
Cacatua sulphurea;papua new guinea;2;38
Cacatua sulphurea;philippines;2;38
Cacatua sulphurea;bangladesh;1;38
Cacatua sulphurea;brazil;1;38
Cacatua sulphurea;cambodia;1;38
Cacatua sulphurea;finland;1;38
Cacatua sulphurea;guam;1;38
Cacatua sulphurea;iran;1;38
Cacatua sulphurea;japan;1;38
Cacatua sulphurea;laos;1;38
Cacatua sulphurea;mexico;1;38
Cacatua sulphurea;nepal;1;38
Cacatua sulphurea;netherlands;1;38
Cacatua sulphurea;panama;1;38
Cacatua sulphurea;paraguay;1;38
Cacatua sulphurea;peru;1;38
Cacatua sulphurea;poland;1;38
Cacatua sulphurea;puerto rico;1;38
Cacatua sulphurea;solomon islands;1;38
Cacatua sulphurea;south africa;1;38
Cacatua sulphurea;sweden;1;38
Cacatua sulphurea;switzerland;1;38
Cacatua sulphurea;taiwan;1;38
Cacatua sulphurea;turkey;1;38
Cacatua sulphurea;vatican;1;38
Cacatua sulphurea;vietnam;1;38
Caiman latirostris;brazil;3;8
Caiman latirostris;australia;2;8
Caiman latirostris;india;2;8
Caiman latirostris;austria;1;8
Caiman latirostris;canada;1;8
Caiman latirostris;guatemala;1;8
Caiman latirostris;hong kong;1;8
Caiman latirostris;japan;1;8
Caiman latirostris;puerto rico;1;8
Caiman latirostris;united states;1;8
Callimico goeldii;peru;8;28
Callimico goeldii;brazil;4;28
Callimico goeldii;united states;4;28
Callimico goeldii;bolivia;3;28
Callimico goeldii;china;3;28
Callimico goeldii;germany;3;28
Callimico goeldii;madagascar;3;28
Callimico goeldii;mexico;3;28
Callimico goeldii;ecuador;2;28
Callimico goeldii;ireland;2;28
Callimico goeldii;netherlands;2;28
Callimico goeldii;norway;2;28
Callimico goeldii;spain;2;28
Callimico goeldii;argentina;1;28
Callimico goeldii;austria;1;28
Callimico goeldii;bahamas;1;28
Callimico goeldii;belgium;1;28
Callimico goeldii;canada;1;28
Callimico goeldii;france;1;28
Callimico goeldii;hong kong;1;28
Callimico goeldii;indonesia;1;28
Callimico goeldii;italy;1;28
Callimico goeldii;japan;1;28
Callimico goeldii;libya;1;28
Callimico goeldii;pakistan;1;28
Callimico goeldii;philippines;1;28
Callimico goeldii;russia;1;28
Callimico goeldii;singapore;1;28
Callimico goeldii;sweden;1;28
Callimico goeldii;switzerland;1;28
Callimico goeldii;vietnam;1;28
Callithrix aurita;brazil;2;3
Callithrix aurita;indonesia;2;3
Callithrix aurita;madagascar;2;3
Callithrix aurita;vietnam;2;3
Callithrix aurita;bolivia;1;3
Callithrix aurita;china;1;3
Callithrix aurita;ecuador;1;3
Callithrix aurita;ghana;1;3
Callithrix aurita;myanmar;1;3
Callithrix aurita;peru;1;3
Caloenas nicobarica;australia;7;29
Caloenas nicobarica;cambodia;3;29
Caloenas nicobarica;india;2;29
Caloenas nicobarica;madagascar;2;29
Caloenas nicobarica;maldives;2;29
Caloenas nicobarica;south africa;2;29
Caloenas nicobarica;turkey;2;29
Caloenas nicobarica;indonesia;1;29
Caloenas nicobarica;malaysia;1;29
Caloenas nicobarica;mauritius;1;29
Caloenas nicobarica;palau;1;29
Caloenas nicobarica;philippines;1;29
Caloenas nicobarica;thailand;1;29
Canis lupus;canada;14;124
Canis lupus;mexico;10;124
Canis lupus;united states;5;124
Canis lupus;france;4;124
Canis lupus;india;4;124
Canis lupus;australia;3;124
Canis lupus;brazil;3;124
Canis lupus;colombia;3;124
Canis lupus;italy;3;124
Canis lupus;lebanon;3;124
Canis lupus;new zealand;3;124
Canis lupus;china;2;124
Canis lupus;germany;2;124
Canis lupus;indonesia;2;124
Canis lupus;kenya;2;124
Canis lupus;norway;2;124
Canis lupus;singapore;2;124
Canis lupus;thailand;2;124
Canis lupus;bangladesh;1;124
Canis lupus;belgium;1;124
Canis lupus;cameroon;1;124
Canis lupus;denmark;1;124
Canis lupus;egypt;1;124
Canis lupus;estonia;1;124
Canis lupus;georgia;1;124
Canis lupus;greenland;1;124
Canis lupus;guatemala;1;124
Canis lupus;iceland;1;124
Canis lupus;ireland;1;124
Canis lupus;israel;1;124
Canis lupus;japan;1;124
Canis lupus;latvia;1;124
Canis lupus;madagascar;1;124
Canis lupus;malaysia;1;124
Canis lupus;nepal;1;124
Canis lupus;philippines;1;124
Canis lupus;poland;1;124
Canis lupus;spain;1;124
Canis lupus;turkey;1;124
Canis lupus;vatican;1;124
Canis lupus;vietnam;1;124
Caperea marginata;australia;3;26
Caperea marginata;japan;2;26
Caperea marginata;argentina;1;26
Caperea marginata;belize;1;26
Caperea marginata;canada;1;26
Caperea marginata;cyprus;1;26
Caperea marginata;iceland;1;26
Caperea marginata;india;1;26
Caperea marginata;indonesia;1;26
Caperea marginata;italy;1;26
Caperea marginata;new zealand;1;26
Caperea marginata;norway;1;26
Caperea marginata;papua new guinea;1;26
Caperea marginata;peru;1;26
Capra falconeri;pakistan;30;48
Capra falconeri;afghanistan;7;48
Capra falconeri;india;5;48
Capra falconeri;tajikistan;3;48
Capra falconeri;china;2;48
Capra falconeri;turkey;2;48
Capra falconeri;uzbekistan;2;48
Capra falconeri;argentina;1;48
Capra falconeri;australia;1;48
Capra falconeri;bahrain;1;48
Capra falconeri;chile;1;48
Capra falconeri;denmark;1;48
Capra falconeri;france;1;48
Capra falconeri;kenya;1;48
Capra falconeri;nepal;1;48
Capra falconeri;new zealand;1;48
Capra falconeri;singapore;1;48
Capra falconeri;south africa;1;48
Capra falconeri;spain;1;48
Capra falconeri;switzerland;1;48
Capra falconeri;turkmenistan;1;48
Capra falconeri;united states;1;48
Capricornis milneedwardsii;china;5;7
Capricornis milneedwardsii;cambodia;4;7
Capricornis milneedwardsii;kenya;3;7
Capricornis milneedwardsii;ecuador;1;7
Capricornis milneedwardsii;laos;1;7
Capricornis milneedwardsii;myanmar;1;7
Capricornis milneedwardsii;nepal;1;7
Capricornis milneedwardsii;new zealand;1;7
Capricornis milneedwardsii;singapore;1;7
Capricornis milneedwardsii;spain;1;7
Capricornis milneedwardsii;thailand;1;7
Capricornis milneedwardsii;vietnam;1;7
Capricornis rubidus;india;3;3
Capricornis rubidus;myanmar;2;3
Capricornis sumatraensis;thailand;8;35
Capricornis sumatraensis;malaysia;7;35
Capricornis sumatraensis;indonesia;6;35
Capricornis sumatraensis;china;5;35
Capricornis sumatraensis;vietnam;4;35
Capricornis sumatraensis;australia;3;35
Capricornis sumatraensis;cambodia;3;35
Capricornis sumatraensis;india;3;35
Capricornis sumatraensis;japan;3;35
Capricornis sumatraensis;laos;2;35
Capricornis sumatraensis;myanmar;2;35
Capricornis sumatraensis;bangladesh;1;35
Capricornis sumatraensis;bhutan;1;35
Capricornis sumatraensis;brazil;1;35
Capricornis sumatraensis;canada;1;35
Capricornis sumatraensis;france;1;35
Capricornis sumatraensis;georgia;1;35
Capricornis sumatraensis;germany;1;35
Capricornis sumatraensis;iraq;1;35
Capricornis sumatraensis;madagascar;1;35
Capricornis sumatraensis;nepal;1;35
Capricornis sumatraensis;nigeria;1;35
Capricornis sumatraensis;syria;1;35
Capricornis sumatraensis;taiwan;1;35
Capricornis thar;bhutan;4;7
Capricornis thar;bangladesh;2;7
Capricornis thar;india;2;7
Capricornis thar;myanmar;2;7
Capricornis thar;nepal;2;7
Capricornis thar;afghanistan;1;7
Capricornis thar;china;1;7
Capricornis thar;pakistan;1;7
Caprolagus hispidus;india;10;18
Caprolagus hispidus;bhutan;4;18
Caprolagus hispidus;nepal;3;18
Caprolagus hispidus;bangladesh;2;18
Caprolagus hispidus;canada;1;18
Caprolagus hispidus;madagascar;1;18
Caprolagus hispidus;mauritius;1;18
Caprolagus hispidus;qatar;1;18
Caprolagus hispidus;singapore;1;18
Caracal caracal;india;11;35
Caracal caracal;south africa;7;35
Caracal caracal;iran;4;35
Caracal caracal;australia;3;35
Caracal caracal;pakistan;3;35
Caracal caracal;botswana;2;35
Caracal caracal;oman;2;35
Caracal caracal;tanzania;2;35
Caracal caracal;canada;1;35
Caracal caracal;croatia;1;35
Caracal caracal;germany;1;35
Caracal caracal;kenya;1;35
Caracal caracal;madagascar;1;35
Caracal caracal;namibia;1;35
Caracal caracal;romania;1;35
Caracal caracal;slovenia;1;35
Caracal caracal;turkmenistan;1;35
Caracal caracal;uzbekistan;1;35
Carduelis cucullata;venezuela;7;16
Carduelis cucullata;guyana;5;16
Carduelis cucullata;australia;2;16
Carduelis cucullata;brazil;2;16
Carduelis cucullata;chad;2;16
Carduelis cucullata;china;2;16
Carduelis cucullata;mongolia;2;16
Carduelis cucullata;portugal;2;16
Carduelis cucullata;canada;1;16
Carduelis cucullata;chile;1;16
Carduelis cucullata;colombia;1;16
Carduelis cucullata;costa rica;1;16
Carduelis cucullata;ecuador;1;16
Carduelis cucullata;germany;1;16
Carduelis cucullata;guatemala;1;16
Carduelis cucullata;honduras;1;16
Carduelis cucullata;malaysia;1;16
Carduelis cucullata;papua new guinea;1;16
Carduelis cucullata;peru;1;16
Carduelis cucullata;south africa;1;16
Carduelis cucullata;suriname;1;16
Caretta caretta;georgia;4;42
Caretta caretta;india;3;42
Caretta caretta;australia;2;42
Caretta caretta;brazil;2;42
Caretta caretta;malta;2;42
Caretta caretta;mexico;2;42
Caretta caretta;turkey;2;42
Caretta caretta;angola;1;42
Caretta caretta;argentina;1;42
Caretta caretta;bahamas;1;42
Caretta caretta;china;1;42
Caretta caretta;costa rica;1;42
Caretta caretta;cuba;1;42
Caretta caretta;cyprus;1;42
Caretta caretta;greece;1;42
Caretta caretta;israel;1;42
Caretta caretta;italy;1;42
Caretta caretta;japan;1;42
Caretta caretta;lebanon;1;42
Caretta caretta;libya;1;42
Caretta caretta;oman;1;42
Caretta caretta;spain;1;42
Caretta caretta;thailand;1;42
Caretta caretta;united states;1;42
Casarea dussumieri;madagascar;2;2
Casarea dussumieri;australia;1;2
Casarea dussumieri;mauritius;1;2
Catagonus wagneri;bolivia;11;36
Catagonus wagneri;chile;9;36
Catagonus wagneri;paraguay;9;36
Catagonus wagneri;argentina;8;36
Catagonus wagneri;israel;8;36
Catagonus wagneri;kenya;8;36
Catagonus wagneri;colombia;5;36
Catagonus wagneri;ecuador;5;36
Catagonus wagneri;brazil;4;36
Catagonus wagneri;germany;4;36
Catagonus wagneri;mexico;4;36
Catagonus wagneri;australia;3;36
Catagonus wagneri;indonesia;3;36
Catagonus wagneri;italy;3;36
Catagonus wagneri;peru;3;36
Catagonus wagneri;venezuela;3;36
Catagonus wagneri;canada;2;36
Catagonus wagneri;china;2;36
Catagonus wagneri;france;2;36
Catagonus wagneri;india;2;36
Catagonus wagneri;japan;2;36
Catagonus wagneri;panama;2;36
Catagonus wagneri;austria;1;36
Catagonus wagneri;belarus;1;36
Catagonus wagneri;belgium;1;36
Catagonus wagneri;botswana;1;36
Catagonus wagneri;costa rica;1;36
Catagonus wagneri;egypt;1;36
Catagonus wagneri;el salvador;1;36
Catagonus wagneri;guyana;1;36
Catagonus wagneri;hong kong;1;36
Catagonus wagneri;hungary;1;36
Catagonus wagneri;maldives;1;36
Catagonus wagneri;namibia;1;36
Catagonus wagneri;nepal;1;36
Catagonus wagneri;new caledonia;1;36
Catagonus wagneri;nigeria;1;36
Catagonus wagneri;norway;1;36
Catagonus wagneri;philippines;1;36
Catagonus wagneri;portugal;1;36
Catagonus wagneri;saudi arabia;1;36
Catagonus wagneri;singapore;1;36
Catagonus wagneri;south africa;1;36
Catagonus wagneri;spain;1;36
Catagonus wagneri;sweden;1;36
Catagonus wagneri;thailand;1;36
Catagonus wagneri;united kingdom;1;36
Catagonus wagneri;yemen;1;36
Catagonus wagneri;zambia;1;36
Catopuma temminckii;india;13;49
Catopuma temminckii;thailand;13;49
Catopuma temminckii;indonesia;8;49
Catopuma temminckii;china;7;49
Catopuma temminckii;myanmar;7;49
Catopuma temminckii;vietnam;6;49
Catopuma temminckii;uganda;5;49
Catopuma temminckii;gabon;4;49
Catopuma temminckii;malaysia;4;49
Catopuma temminckii;canada;3;49
Catopuma temminckii;tanzania;3;49
Catopuma temminckii;angola;2;49
Catopuma temminckii;cambodia;2;49
Catopuma temminckii;cameroon;2;49
Catopuma temminckii;finland;2;49
Catopuma temminckii;ghana;2;49
Catopuma temminckii;greenland;2;49
Catopuma temminckii;laos;2;49
Catopuma temminckii;liberia;2;49
Catopuma temminckii;mexico;2;49
Catopuma temminckii;mozambique;2;49
Catopuma temminckii;namibia;2;49
Catopuma temminckii;nepal;2;49
Catopuma temminckii;pakistan;2;49
Catopuma temminckii;south africa;2;49
Catopuma temminckii;spain;2;49
Catopuma temminckii;taiwan;2;49
Catopuma temminckii;zimbabwe;2;49
Catopuma temminckii;bangladesh;1;49
Catopuma temminckii;brazil;1;49
Catopuma temminckii;chile;1;49
Catopuma temminckii;ecuador;1;49
Catopuma temminckii;france;1;49
Catopuma temminckii;guinea;1;49
Catopuma temminckii;guyana;1;49
Catopuma temminckii;japan;1;49
Catopuma temminckii;kenya;1;49
Catopuma temminckii;nicaragua;1;49
Catopuma temminckii;philippines;1;49
Catopuma temminckii;singapore;1;49
Catopuma temminckii;zambia;1;49
Catreus wallichii;india;8;17
Catreus wallichii;nepal;6;17
Catreus wallichii;pakistan;5;17
Catreus wallichii;qatar;2;17
Catreus wallichii;afghanistan;1;17
Catreus wallichii;china;1;17
Catreus wallichii;netherlands;1;17
Cephalophus jentinki;angola;1;3
Cephalophus jentinki;brazil;1;3
Cephalophus jentinki;ghana;1;3
Cephalophus jentinki;liberia;1;3
Cephalophus jentinki;madagascar;1;3
Cephalophus jentinki;nigeria;1;3
Cephalophus jentinki;sierra leone;1;3
Cephalophus jentinki;south africa;1;3
Cephalophus jentinki;vietnam;1;3
Ceratotherium simum;kenya;34;73
Ceratotherium simum;sudan;24;73
Ceratotherium simum;south africa;20;73
Ceratotherium simum;germany;7;73
Ceratotherium simum;vietnam;7;73
Ceratotherium simum;china;6;73
Ceratotherium simum;indonesia;6;73
Ceratotherium simum;italy;6;73
Ceratotherium simum;namibia;5;73
Ceratotherium simum;uganda;5;73
Ceratotherium simum;botswana;4;73
Ceratotherium simum;chad;4;73
Ceratotherium simum;zimbabwe;4;73
Ceratotherium simum;australia;3;73
Ceratotherium simum;india;3;73
Ceratotherium simum;tanzania;3;73
Ceratotherium simum;canada;2;73
Ceratotherium simum;ireland;2;73
Ceratotherium simum;israel;2;73
Ceratotherium simum;japan;2;73
Ceratotherium simum;nepal;2;73
Ceratotherium simum;south korea;2;73
Ceratotherium simum;thailand;2;73
Ceratotherium simum;argentina;1;73
Ceratotherium simum;belgium;1;73
Ceratotherium simum;cambodia;1;73
Ceratotherium simum;central african republic;1;73
Ceratotherium simum;colombia;1;73
Ceratotherium simum;france;1;73
Ceratotherium simum;malaysia;1;73
Ceratotherium simum;mexico;1;73
Ceratotherium simum;mozambique;1;73
Ceratotherium simum;rwanda;1;73
Ceratotherium simum;singapore;1;73
Ceratotherium simum;switzerland;1;73
Ceratotherium simum;yemen;1;73
Ceratotherium simum;zambia;1;73
Ceratotherium simum simum;kenya;9;21
Ceratotherium simum simum;south africa;9;21
Ceratotherium simum simum;sudan;9;21
Ceratotherium simum simum;uganda;4;21
Ceratotherium simum simum;chad;3;21
Ceratotherium simum simum;china;3;21
Ceratotherium simum simum;malaysia;3;21
Ceratotherium simum simum;vietnam;3;21
Ceratotherium simum simum;namibia;2;21
Ceratotherium simum simum;canada;1;21
Ceratotherium simum simum;central african republic;1;21
Ceratotherium simum simum;colombia;1;21
Ceratotherium simum simum;democratic republic of the congo;1;21
Ceratotherium simum simum;france;1;21
Ceratotherium simum simum;india;1;21
Ceratotherium simum simum;italy;1;21
Ceratotherium simum simum;japan;1;21
Ceratotherium simum simum;madagascar;1;21
Ceratotherium simum simum;mozambique;1;21
Ceratotherium simum simum;nepal;1;21
Ceratotherium simum simum;singapore;1;21
Ceratotherium simum simum;south sudan;1;21
Ceratotherium simum simum;yemen;1;21
Ceratotherium simum simum;zimbabwe;1;21
Cercocebus galeritus;ethiopia;1;1
Cercocebus galeritus;kenya;1;1
Cercocebus galeritus;mozambique;1;1
Cercocebus galeritus;somalia;1;1
Cercocebus galeritus;south sudan;1;1
Cercocebus galeritus;tanzania;1;1
Cercopithecus diana;ghana;6;19
Cercopithecus diana;ivory coast;4;19
Cercopithecus diana;liberia;3;19
Cercopithecus diana;france;2;19
Cercopithecus diana;indonesia;2;19
Cercopithecus diana;nigeria;2;19
Cercopithecus diana;brazil;1;19
Cercopithecus diana;germany;1;19
Cercopithecus diana;guinea;1;19
Cercopithecus diana;madagascar;1;19
Cercopithecus diana;malaysia;1;19
Cercopithecus diana;netherlands;1;19
Cercopithecus diana;norway;1;19
Cercopithecus diana;pakistan;1;19
Cercopithecus diana;russia;1;19
Cercopithecus diana;singapore;1;19
Cercopithecus diana;south africa;1;19
Cercopithecus diana;switzerland;1;19
Cercopithecus roloway;madagascar;6;10
Cercopithecus roloway;ghana;5;10
Cercopithecus roloway;brazil;3;10
Cercopithecus roloway;uganda;3;10
Cercopithecus roloway;china;2;10
Cercopithecus roloway;colombia;2;10
Cercopithecus roloway;indonesia;2;10
Cercopithecus roloway;japan;2;10
Cercopithecus roloway;mexico;2;10
Cercopithecus roloway;rwanda;2;10
Cercopithecus roloway;vietnam;2;10
Cercopithecus roloway;australia;1;10
Cercopithecus roloway;cameroon;1;10
Cercopithecus roloway;germany;1;10
Cercopithecus roloway;mauritius;1;10
Cercopithecus roloway;new zealand;1;10
Cercopithecus roloway;philippines;1;10
Cercopithecus roloway;singapore;1;10
Cercopithecus roloway;south africa;1;10
Cercopithecus roloway;venezuela;1;10
Cervus elaphus hanglu;india;16;46
Cervus elaphus hanglu;pakistan;9;46
Cervus elaphus hanglu;china;8;46
Cervus elaphus hanglu;south korea;4;46
Cervus elaphus hanglu;nepal;3;46
Cervus elaphus hanglu;afghanistan;2;46
Cervus elaphus hanglu;bhutan;2;46
Cervus elaphus hanglu;japan;2;46
Cervus elaphus hanglu;australia;1;46
Cervus elaphus hanglu;bangladesh;1;46
Cervus elaphus hanglu;costa rica;1;46
Cervus elaphus hanglu;ecuador;1;46
Cervus elaphus hanglu;hong kong;1;46
Cervus elaphus hanglu;kazakhstan;1;46
Cervus elaphus hanglu;kenya;1;46
Cervus elaphus hanglu;kyrgyzstan;1;46
Cervus elaphus hanglu;mexico;1;46
Cervus elaphus hanglu;mongolia;1;46
Cervus elaphus hanglu;north korea;1;46
Cervus elaphus hanglu;norway;1;46
Cervus elaphus hanglu;russia;1;46
Cervus elaphus hanglu;taiwan;1;46
Cervus elaphus hanglu;tajikistan;1;46
Cervus elaphus hanglu;uzbekistan;1;46
Chasmistes cujus;brazil;1;7
Chasmistes cujus;cameroon;1;7
Chasmistes cujus;canada;1;7
Chasmistes cujus;united states;1;7
Cheirogaleus crossleyi;madagascar;2;2
Cheirogaleus crossleyi;austria;1;2
Cheirogaleus crossleyi;vietnam;1;2
Cheirogaleus major;madagascar;1;1
Cheirogaleus medius;madagascar;10;15
Cheirogaleus medius;china;2;15
Cheirogaleus medius;denmark;2;15
Cheirogaleus medius;germany;2;15
Cheirogaleus medius;mexico;2;15
Cheirogaleus medius;south africa;2;15
Cheirogaleus medius;australia;1;15
Cheirogaleus medius;austria;1;15
Cheirogaleus medius;bhutan;1;15
Cheirogaleus medius;cambodia;1;15
Cheirogaleus medius;canada;1;15
Cheirogaleus medius;cook islands;1;15
Cheirogaleus medius;egypt;1;15
Cheirogaleus medius;fiji;1;15
Cheirogaleus medius;greece;1;15
Cheirogaleus medius;iceland;1;15
Cheirogaleus medius;india;1;15
Cheirogaleus medius;japan;1;15
Cheirogaleus medius;maldives;1;15
Cheirogaleus medius;peru;1;15
Cheirogaleus medius;poland;1;15
Cheirogaleus medius;puerto rico;1;15
Cheirogaleus medius;samoa;1;15
Cheirogaleus medius;singapore;1;15
Cheirogaleus medius;spain;1;15
Cheirogaleus medius;sri lanka;1;15
Cheirogaleus medius;tonga;1;15
Cheirogaleus medius;turkey;1;15
Cheirogaleus medius;zimbabwe;1;15
Chelonia mydas;argentina;1;9
Chelonia mydas;costa rica;1;9
Chelonia mydas;indonesia;1;9
Chelonia mydas;malaysia;1;9
Chelonia mydas;mexico;1;9
Chelonia mydas;pakistan;1;9
Chelonia mydas;thailand;1;9
Chelonoidis niger;ecuador;22;41
Chelonoidis niger;tanzania;3;41
Chelonoidis niger;australia;2;41
Chelonoidis niger;canada;2;41
Chelonoidis niger;china;2;41
Chelonoidis niger;india;2;41
Chelonoidis niger;norway;2;41
Chelonoidis niger;vietnam;2;41
Chelonoidis niger;bangladesh;1;41
Chelonoidis niger;belgium;1;41
Chelonoidis niger;greece;1;41
Chelonoidis niger;guatemala;1;41
Chelonoidis niger;italy;1;41
Chelonoidis niger;kenya;1;41
Chelonoidis niger;madagascar;1;41
Chelonoidis niger;mauritius;1;41
Chelonoidis niger;mexico;1;41
Chelonoidis niger;nepal;1;41
Chelonoidis niger;netherlands;1;41
Chelonoidis niger;new zealand;1;41
Chelonoidis niger;pakistan;1;41
Chelonoidis niger;peru;1;41
Chelonoidis niger;romania;1;41
Chelonoidis niger;rwanda;1;41
Chelonoidis niger;seychelles;1;41
Chelonoidis niger;south korea;1;41
Chelonoidis niger;spain;1;41
Chelonoidis niger;uganda;1;41
Chelonoidis niger;united states;1;41
Chinchilla chinchilla;argentina;2;3
Chinchilla chinchilla;bolivia;2;3
Chinchilla chinchilla;chile;2;3
Chinchilla chinchilla;peru;2;3
Chinchilla chinchilla;australia;1;3
Chinchilla lanigera;australia;1;9
Chinchilla lanigera;costa rica;1;9
Chinchilla lanigera;mexico;1;9
Chinchilla lanigera;netherlands;1;9
Chinchilla lanigera;taiwan;1;9
