scientific_name;Countries;mentions_country;article_cnt
Harpia harpyja;venezuela;4;24
Harpia harpyja;colombia;2;24
Harpia harpyja;ecuador;2;24
Harpia harpyja;guyana;2;24
Harpia harpyja;bangladesh;1;24
Harpia harpyja;belize;1;24
Harpia harpyja;bolivia;1;24
Harpia harpyja;canada;1;24
Harpia harpyja;china;1;24
Harpia harpyja;el salvador;1;24
Harpia harpyja;georgia;1;24
Harpia harpyja;guatemala;1;24
Harpia harpyja;honduras;1;24
Harpia harpyja;india;1;24
Harpia harpyja;indonesia;1;24
Harpia harpyja;new caledonia;1;24
Harpia harpyja;nicaragua;1;24
Harpia harpyja;nigeria;1;24
Harpia harpyja;paraguay;1;24
Harpia harpyja;turkey;1;24
Helarctos malayanus;malaysia;31;67
Helarctos malayanus;china;14;67
Helarctos malayanus;cambodia;9;67
Helarctos malayanus;vietnam;8;67
Helarctos malayanus;thailand;6;67
Helarctos malayanus;indonesia;5;67
Helarctos malayanus;laos;4;67
Helarctos malayanus;australia;3;67
Helarctos malayanus;bangladesh;3;67
Helarctos malayanus;india;3;67
Helarctos malayanus;canada;2;67
Helarctos malayanus;russia;2;67
Helarctos malayanus;singapore;2;67
Helarctos malayanus;tanzania;2;67
Helarctos malayanus;brunei;1;67
Helarctos malayanus;finland;1;67
Helarctos malayanus;guinea;1;67
Helarctos malayanus;japan;1;67
Helarctos malayanus;kuwait;1;67
Helarctos malayanus;mongolia;1;67
Helarctos malayanus;myanmar;1;67
Helarctos malayanus;netherlands;1;67
Helarctos malayanus;new zealand;1;67
Helarctos malayanus;south africa;1;67
Helarctos malayanus;sri lanka;1;67
Herpailurus yagouaroundi;mexico;20;42
Herpailurus yagouaroundi;argentina;9;42
Herpailurus yagouaroundi;brazil;6;42
Herpailurus yagouaroundi;peru;3;42
Herpailurus yagouaroundi;bolivia;2;42
Herpailurus yagouaroundi;iran;2;42
Herpailurus yagouaroundi;panama;2;42
Herpailurus yagouaroundi;united states;2;42
Herpailurus yagouaroundi;australia;1;42
Herpailurus yagouaroundi;canada;1;42
Herpailurus yagouaroundi;cuba;1;42
Herpailurus yagouaroundi;georgia;1;42
Herpailurus yagouaroundi;kenya;1;42
Herpailurus yagouaroundi;malaysia;1;42
Herpailurus yagouaroundi;paraguay;1;42
Herpailurus yagouaroundi;portugal;1;42
Herpailurus yagouaroundi;qatar;1;42
Herpailurus yagouaroundi;russia;1;42
Herpailurus yagouaroundi;vietnam;1;42
Heteroglaux blewitti;india;24;30
Heteroglaux blewitti;china;3;30
Heteroglaux blewitti;nepal;2;30
Heteroglaux blewitti;vietnam;2;30
Heteroglaux blewitti;bangladesh;1;30
Heteroglaux blewitti;bhutan;1;30
Heteroglaux blewitti;cambodia;1;30
Heteroglaux blewitti;indonesia;1;30
Heteroglaux blewitti;myanmar;1;30
Heteroglaux blewitti;north korea;1;30
Heteroglaux blewitti;pakistan;1;30
Heteroglaux blewitti;portugal;1;30
Heteroglaux blewitti;russia;1;30
Heteroglaux blewitti;thailand;1;30
Hippocamelus bisulcus;chile;8;10
Hippocamelus bisulcus;argentina;4;10
Hippocamelus bisulcus;brazil;2;10
Hippocamelus bisulcus;ecuador;2;10
Hippocamelus bisulcus;mexico;2;10
Hippocamelus bisulcus;peru;2;10
Hippocamelus bisulcus;china;1;10
Hippocamelus bisulcus;colombia;1;10
Hippocamelus bisulcus;costa rica;1;10
Hippocamelus bisulcus;fiji;1;10
Hippocamelus bisulcus;greenland;1;10
Hippocamelus bisulcus;guatemala;1;10
Hippocamelus bisulcus;japan;1;10
Hippocamelus bisulcus;switzerland;1;10
Hippocamelus bisulcus;zambia;1;10
Hippotragus niger variani;angola;8;10
Hippotragus niger variani;south africa;4;10
Hippotragus niger variani;kenya;2;10
Hippotragus niger variani;botswana;1;10
Hippotragus niger variani;cameroon;1;10
Hippotragus niger variani;canada;1;10
Hippotragus niger variani;china;1;10
Hippotragus niger variani;denmark;1;10
Hippotragus niger variani;egypt;1;10
Hippotragus niger variani;germany;1;10
Hippotragus niger variani;iceland;1;10
Hippotragus niger variani;india;1;10
Hippotragus niger variani;malawi;1;10
Hippotragus niger variani;mexico;1;10
Hippotragus niger variani;namibia;1;10
Hippotragus niger variani;new zealand;1;10
Hippotragus niger variani;portugal;1;10
Hippotragus niger variani;russia;1;10
Hippotragus niger variani;south sudan;1;10
Hippotragus niger variani;spain;1;10
Hippotragus niger variani;sweden;1;10
Hippotragus niger variani;thailand;1;10
Hippotragus niger variani;united states;1;10
Hippotragus niger variani;yemen;1;10
Hippotragus niger variani;zambia;1;10
Hippotragus niger variani;zimbabwe;1;10
Houbaropsis bengalensis;india;15;23
Houbaropsis bengalensis;cambodia;8;23
Houbaropsis bengalensis;nepal;7;23
Houbaropsis bengalensis;bhutan;4;23
Houbaropsis bengalensis;pakistan;4;23
Houbaropsis bengalensis;china;3;23
Houbaropsis bengalensis;germany;3;23
Houbaropsis bengalensis;vietnam;3;23
Houbaropsis bengalensis;australia;2;23
Houbaropsis bengalensis;bangladesh;2;23
Houbaropsis bengalensis;canada;2;23
Houbaropsis bengalensis;japan;2;23
Houbaropsis bengalensis;myanmar;2;23
Houbaropsis bengalensis;namibia;2;23
Houbaropsis bengalensis;new zealand;2;23
Houbaropsis bengalensis;afghanistan;1;23
Houbaropsis bengalensis;barbados;1;23
Houbaropsis bengalensis;benin;1;23
Houbaropsis bengalensis;brazil;1;23
Houbaropsis bengalensis;egypt;1;23
Houbaropsis bengalensis;ghana;1;23
Houbaropsis bengalensis;greenland;1;23
Houbaropsis bengalensis;guinea;1;23
Houbaropsis bengalensis;indonesia;1;23
Houbaropsis bengalensis;israel;1;23
Houbaropsis bengalensis;malaysia;1;23
Houbaropsis bengalensis;mexico;1;23
Houbaropsis bengalensis;mongolia;1;23
Houbaropsis bengalensis;russia;1;23
Houbaropsis bengalensis;south africa;1;23
Houbaropsis bengalensis;spain;1;23
Houbaropsis bengalensis;switzerland;1;23
Houbaropsis bengalensis;thailand;1;23
Houbaropsis bengalensis;united states;1;23
Hylobates agilis;indonesia;3;7
Hylobates agilis;malaysia;2;7
Hylobates agilis;australia;1;7
Hylobates agilis;brunei;1;7
Hylobates agilis;france;1;7
Hylobates agilis;germany;1;7
Hylobates agilis;monaco;1;7
Hylobates agilis;netherlands;1;7
Hylobates agilis;poland;1;7
Hylobates agilis;singapore;1;7
Hylobates agilis;thailand;1;7
Hylobates albibarbis;indonesia;2;2
Hylobates albibarbis;china;1;2
Hylobates albibarbis;malaysia;1;2
Hylobates albibarbis;singapore;1;2
Hylobates klossii;china;1;1
Hylobates klossii;indonesia;1;1
Hylobates klossii;laos;1;1
Hylobates klossii;mongolia;1;1
Hylobates klossii;myanmar;1;1
Hylobates klossii;new zealand;1;1
Hylobates lar;thailand;4;28
Hylobates lar;china;3;28
Hylobates lar;indonesia;3;28
Hylobates lar;australia;2;28
Hylobates lar;laos;2;28
Hylobates lar;bangladesh;1;28
Hylobates lar;brazil;1;28
Hylobates lar;cambodia;1;28
Hylobates lar;canada;1;28
Hylobates lar;georgia;1;28
Hylobates lar;hong kong;1;28
Hylobates lar;india;1;28
Hylobates lar;japan;1;28
Hylobates lar;malaysia;1;28
Hylobates lar;myanmar;1;28
Hylobates lar;united states;1;28
Hylobates lar;vietnam;1;28
Hylobates moloch;indonesia;13;34
Hylobates moloch;kenya;3;34
Hylobates moloch;australia;2;34
Hylobates moloch;china;2;34
Hylobates moloch;germany;2;34
Hylobates moloch;malaysia;2;34
Hylobates moloch;cambodia;1;34
Hylobates moloch;georgia;1;34
Hylobates moloch;greece;1;34
Hylobates moloch;hungary;1;34
Hylobates moloch;india;1;34
Hylobates moloch;iran;1;34
Hylobates moloch;liberia;1;34
Hylobates moloch;myanmar;1;34
Hylobates moloch;peru;1;34
Hylobates moloch;poland;1;34
Hylobates moloch;singapore;1;34
Hylobates moloch;sudan;1;34
Hylobates moloch;switzerland;1;34
Hylobates moloch;tanzania;1;34
Hylobates moloch;thailand;1;34
Hylobates moloch;vietnam;1;34
Hylobates moloch;zimbabwe;1;34
Hylobates muelleri;indonesia;6;8
Hylobates muelleri;malaysia;4;8
Hylobates muelleri;brunei;2;8
Hylobates muelleri;thailand;2;8
Hylobates muelleri;brazil;1;8
Hylobates muelleri;canada;1;8
Hylobates muelleri;china;1;8
Hylobates muelleri;hong kong;1;8
Hylobates muelleri;india;1;8
Hylobates muelleri;japan;1;8
Hylobates muelleri;myanmar;1;8
Hylobates muelleri;netherlands;1;8
Hylobates muelleri;singapore;1;8
Hylobates muelleri;tanzania;1;8
Hylobates pileatus;cambodia;6;7
Hylobates pileatus;laos;4;7
Hylobates pileatus;vietnam;4;7
Hylobates pileatus;thailand;3;7
Hylobates pileatus;belgium;2;7
Hylobates pileatus;china;2;7
Hylobates pileatus;india;2;7
Hylobates pileatus;belarus;1;7
Hylobates pileatus;indonesia;1;7
Hylobates pileatus;malaysia;1;7
Hylobates pileatus;myanmar;1;7
Hylobates pileatus;sri lanka;1;7
Hyperoodon ampullatus;canada;3;33
Hyperoodon ampullatus;iceland;3;33
Hyperoodon ampullatus;greenland;2;33
Hyperoodon ampullatus;ireland;2;33
Hyperoodon ampullatus;norway;2;33
Hyperoodon ampullatus;bahamas;1;33
Hyperoodon ampullatus;france;1;33
Hyperoodon ampullatus;germany;1;33
Hyperoodon ampullatus;greece;1;33
Hyperoodon ampullatus;japan;1;33
Hyperoodon ampullatus;mexico;1;33
Hyperoodon ampullatus;netherlands;1;33
Hyperoodon ampullatus;new zealand;1;33
Hyperoodon ampullatus;pakistan;1;33
Incilius periglenes;costa rica;9;25
Incilius periglenes;australia;5;25
Incilius periglenes;china;3;25
Incilius periglenes;germany;3;25
Incilius periglenes;india;3;25
Incilius periglenes;canada;2;25
Incilius periglenes;ecuador;2;25
Incilius periglenes;france;2;25
Incilius periglenes;israel;2;25
Incilius periglenes;madagascar;2;25
Incilius periglenes;malaysia;2;25
Incilius periglenes;mexico;2;25
Incilius periglenes;new zealand;2;25
Incilius periglenes;panama;2;25
Incilius periglenes;spain;2;25
Incilius periglenes;thailand;2;25
Incilius periglenes;argentina;1;25
Incilius periglenes;bangladesh;1;25
Incilius periglenes;brazil;1;25
Incilius periglenes;colombia;1;25
Incilius periglenes;ethiopia;1;25
Incilius periglenes;guatemala;1;25
Incilius periglenes;haiti;1;25
Incilius periglenes;honduras;1;25
Incilius periglenes;indonesia;1;25
Incilius periglenes;ireland;1;25
Incilius periglenes;italy;1;25
Incilius periglenes;japan;1;25
Incilius periglenes;kenya;1;25
Incilius periglenes;mauritius;1;25
Incilius periglenes;myanmar;1;25
Incilius periglenes;russia;1;25
Incilius periglenes;south africa;1;25
Incilius periglenes;sudan;1;25
Incilius periglenes;switzerland;1;25
Incilius periglenes;tanzania;1;25
Indri indri;ethiopia;4;14
Indri indri;madagascar;4;14
Indri indri;canada;3;14
Indri indri;france;3;14
Indri indri;indonesia;3;14
Indri indri;malaysia;2;14
Indri indri;switzerland;2;14
Indri indri;afghanistan;1;14
Indri indri;australia;1;14
Indri indri;brazil;1;14
Indri indri;brunei;1;14
Indri indri;china;1;14
Indri indri;eritrea;1;14
Indri indri;germany;1;14
Indri indri;gibraltar;1;14
Indri indri;guinea;1;14
Indri indri;italy;1;14
Indri indri;liberia;1;14
Indri indri;namibia;1;14
Indri indri;qatar;1;14
Indri indri;rwanda;1;14
Indri indri;saudi arabia;1;14
Indri indri;singapore;1;14
Indri indri;somalia;1;14
Indri indri;sudan;1;14
Indri indri;sweden;1;14
Indri indri;tanzania;1;14
Indri indri;uganda;1;14
Indri indri;yemen;1;14
Jabiru mycteria;australia;7;26
Lagorchestes hirsutus;australia;9;22
Lagorchestes hirsutus;china;1;22
Lagorchestes hirsutus;ecuador;1;22
Lagorchestes hirsutus;hong kong;1;22
Lagorchestes hirsutus;india;1;22
Lagorchestes hirsutus;japan;1;22
Lagorchestes hirsutus;singapore;1;22
Lagorchestes hirsutus;vietnam;1;22
Lagostrophus fasciatus;australia;4;12
Lagostrophus fasciatus;philippines;2;12
Lagostrophus fasciatus;france;1;12
Lagostrophus fasciatus;jersey;1;12
Lampsilis virescens;india;1;1
Lampsilis virescens;russia;1;1
Lampsilis virescens;turkey;1;1
Larus relictus;mongolia;2;2
Larus relictus;argentina;1;2
Larus relictus;australia;1;2
Larus relictus;bolivia;1;2
Larus relictus;china;1;2
Larus relictus;france;1;2
Larus relictus;india;1;2
Larus relictus;iran;1;2
Larus relictus;kazakhstan;1;2
Larus relictus;nepal;1;2
Larus relictus;russia;1;2
Larus relictus;tunisia;1;2
Lasiorhinus krefftii;australia;27;44
Lasiorhinus krefftii;china;1;44
Lasiorhinus krefftii;kazakhstan;1;44
Lasiorhinus krefftii;madagascar;1;44
Lasiorhinus krefftii;mexico;1;44
Lasiorhinus krefftii;mongolia;1;44
Lasiorhinus krefftii;myanmar;1;44
Lasiorhinus krefftii;panama;1;44
Lasiorhinus krefftii;papua new guinea;1;44
Lasiorhinus krefftii;philippines;1;44
Lasiorhinus krefftii;zimbabwe;1;44
Latimeria chalumnae;south africa;21;52
Latimeria chalumnae;indonesia;10;52
Latimeria chalumnae;china;6;52
Latimeria chalumnae;germany;6;52
Latimeria chalumnae;australia;5;52
Latimeria chalumnae;madagascar;4;52
Latimeria chalumnae;tanzania;4;52
Latimeria chalumnae;mozambique;3;52
Latimeria chalumnae;singapore;3;52
Latimeria chalumnae;canada;2;52
Latimeria chalumnae;kenya;2;52
Latimeria chalumnae;philippines;2;52
Latimeria chalumnae;bahrain;1;52
Latimeria chalumnae;brazil;1;52
Latimeria chalumnae;comoros;1;52
Latimeria chalumnae;cuba;1;52
Latimeria chalumnae;ecuador;1;52
Latimeria chalumnae;ethiopia;1;52
Latimeria chalumnae;india;1;52
Latimeria chalumnae;japan;1;52
Latimeria chalumnae;myanmar;1;52
Latimeria chalumnae;new caledonia;1;52
Latimeria chalumnae;new zealand;1;52
Latimeria chalumnae;poland;1;52
Latimeria chalumnae;russia;1;52
Latimeria chalumnae;sri lanka;1;52
Latimeria chalumnae;turkey;1;52
Latimeria chalumnae;united kingdom;1;52
Latimeria chalumnae;vietnam;1;52
Latimeria chalumnae;yemen;1;52
Latimeria chalumnae;zimbabwe;1;52
Lemur catta;madagascar;17;29
Lemur catta;canada;1;29
Lemur catta;france;1;29
Lemur catta;kuwait;1;29
Lemur catta;new zealand;1;29
Lemur catta;oman;1;29
Leontopithecus chrysomelas;brazil;9;13
Leontopithecus chrysomelas;argentina;2;13
Leontopithecus chrysomelas;india;2;13
Leontopithecus chrysomelas;madagascar;2;13
Leontopithecus chrysomelas;belgium;1;13
Leontopithecus chrysomelas;bolivia;1;13
Leontopithecus chrysomelas;canada;1;13
Leontopithecus chrysomelas;kenya;1;13
Leontopithecus chrysomelas;paraguay;1;13
Leontopithecus chrysomelas;philippines;1;13
Leontopithecus chrysomelas;south africa;1;13
Leontopithecus chrysopygus;australia;1;2
Leontopithecus chrysopygus;brazil;1;2
Leontopithecus rosalia;brazil;15;25
Leontopithecus rosalia;peru;3;25
Leontopithecus rosalia;canada;2;25
Leontopithecus rosalia;germany;2;25
Leontopithecus rosalia;malaysia;2;25
Leontopithecus rosalia;netherlands;2;25
Leontopithecus rosalia;singapore;2;25
Leontopithecus rosalia;argentina;1;25
Leontopithecus rosalia;bolivia;1;25
Leontopithecus rosalia;chile;1;25
Leontopithecus rosalia;ecuador;1;25
Leontopithecus rosalia;france;1;25
Leontopithecus rosalia;india;1;25
Leontopithecus rosalia;portugal;1;25
Leontopithecus rosalia;slovakia;1;25
Leopardus geoffroyi;argentina;3;6
Leopardus geoffroyi;brazil;3;6
Leopardus geoffroyi;bolivia;2;6
Leopardus geoffroyi;paraguay;2;6
Leopardus geoffroyi;china;1;6
Leopardus geoffroyi;hong kong;1;6
Leopardus geoffroyi;vietnam;1;6
Leopardus jacobita;peru;6;25
Leopardus jacobita;argentina;5;25
Leopardus jacobita;china;5;25
Leopardus jacobita;bolivia;4;25
Leopardus jacobita;chile;3;25
Leopardus jacobita;kenya;3;25
Leopardus jacobita;south africa;3;25
Leopardus jacobita;thailand;3;25
Leopardus jacobita;colombia;2;25
Leopardus jacobita;cuba;2;25
Leopardus jacobita;hong kong;2;25
Leopardus jacobita;india;2;25
Leopardus jacobita;japan;2;25
Leopardus jacobita;switzerland;2;25
Leopardus jacobita;albania;1;25
Leopardus jacobita;australia;1;25
Leopardus jacobita;botswana;1;25
Leopardus jacobita;brazil;1;25
Leopardus jacobita;ecuador;1;25
Leopardus jacobita;georgia;1;25
Leopardus jacobita;guam;1;25
Leopardus jacobita;guatemala;1;25
Leopardus jacobita;iraq;1;25
Leopardus jacobita;mongolia;1;25
Leopardus jacobita;morocco;1;25
Leopardus jacobita;myanmar;1;25
Leopardus jacobita;new zealand;1;25
Leopardus jacobita;nigeria;1;25
Leopardus jacobita;philippines;1;25
Leopardus jacobita;puerto rico;1;25
Leopardus jacobita;russia;1;25
Leopardus jacobita;rwanda;1;25
Leopardus jacobita;singapore;1;25
Leopardus jacobita;south korea;1;25
Leopardus jacobita;spain;1;25
Leopardus jacobita;taiwan;1;25
Leopardus jacobita;turkey;1;25
Leopardus jacobita;united states;1;25
Leopardus jacobita;uruguay;1;25
Leopardus pardalis;mexico;12;35
Leopardus pardalis;colombia;5;35
Leopardus pardalis;botswana;3;35
Leopardus pardalis;brazil;3;35
Leopardus pardalis;cambodia;3;35
Leopardus pardalis;argentina;2;35
Leopardus pardalis;chile;2;35
Leopardus pardalis;costa rica;2;35
Leopardus pardalis;united states;2;35
Leopardus pardalis;bolivia;1;35
Leopardus pardalis;canada;1;35
Leopardus pardalis;france;1;35
Leopardus pardalis;french guiana;1;35
Leopardus pardalis;georgia;1;35
Leopardus pardalis;guatemala;1;35
Leopardus pardalis;guinea;1;35
Leopardus pardalis;honduras;1;35
Leopardus pardalis;india;1;35
Leopardus pardalis;kenya;1;35
Leopardus pardalis;new caledonia;1;35
Leopardus pardalis;nicaragua;1;35
Leopardus pardalis;panama;1;35
Leopardus pardalis;paraguay;1;35
Leopardus pardalis;peru;1;35
Leopardus pardalis;south africa;1;35
Leopardus pardalis;suriname;1;35
Leopardus pardalis;uruguay;1;35
Leopardus pardalis;venezuela;1;35
Leopardus tigrinus;brazil;11;31
Leopardus tigrinus;peru;5;31
Leopardus tigrinus;china;4;31
Leopardus tigrinus;bolivia;3;31
Leopardus tigrinus;costa rica;3;31
Leopardus tigrinus;mexico;3;31
Leopardus tigrinus;argentina;2;31
Leopardus tigrinus;colombia;2;31
Leopardus tigrinus;germany;2;31
Leopardus tigrinus;netherlands;2;31
Leopardus tigrinus;norway;2;31
Leopardus tigrinus;panama;2;31
Leopardus tigrinus;australia;1;31
Leopardus tigrinus;bahamas;1;31
Leopardus tigrinus;belgium;1;31
Leopardus tigrinus;belize;1;31
Leopardus tigrinus;cuba;1;31
Leopardus tigrinus;ecuador;1;31
Leopardus tigrinus;guyana;1;31
Leopardus tigrinus;haiti;1;31
Leopardus tigrinus;honduras;1;31
Leopardus tigrinus;india;1;31
Leopardus tigrinus;indonesia;1;31
Leopardus tigrinus;kenya;1;31
Leopardus tigrinus;laos;1;31
Leopardus tigrinus;liberia;1;31
Leopardus tigrinus;mozambique;1;31
Leopardus tigrinus;paraguay;1;31
Leopardus tigrinus;saudi arabia;1;31
Leopardus tigrinus;tanzania;1;31
Leopardus tigrinus;united states;1;31
Leopardus tigrinus;vietnam;1;31
Leopardus wiedii;brazil;3;16
Leopardus wiedii;peru;3;16
Leopardus wiedii;colombia;2;16
Leopardus wiedii;costa rica;1;16
Leopardus wiedii;guatemala;1;16
Leopardus wiedii;india;1;16
Leopardus wiedii;madagascar;1;16
Lepidochelys kempii;mexico;8;36
Lepidochelys kempii;united states;2;36
Lepidochelys kempii;ireland;1;36
Lepidochelys olivacea;india;12;34
Lepidochelys olivacea;mexico;8;34
Lepidochelys olivacea;costa rica;4;34
Lepidochelys olivacea;nicaragua;2;34
Lepidochelys olivacea;australia;1;34
Lepidochelys olivacea;bangladesh;1;34
Lepidochelys olivacea;canada;1;34
Lepidochelys olivacea;maldives;1;34
Lepidochelys olivacea;philippines;1;34
Lepidochelys olivacea;south africa;1;34
Lepidochelys olivacea;sri lanka;1;34
Lepidochelys olivacea;turkey;1;34
Lepidochelys olivacea;united states;1;34
Lepidochelys olivacea;venezuela;1;34
Lepilemur ankaranensis;china;1;1
Lepilemur ankaranensis;hong kong;1;1
Lepilemur ankaranensis;madagascar;1;1
Lepilemur ankaranensis;singapore;1;1
Lepilemur leucopus;brazil;1;1
Lepilemur leucopus;china;1;1
Lepilemur leucopus;madagascar;1;1
Lepilemur septentrionalis;madagascar;10;11
Lepilemur septentrionalis;mongolia;3;11
Lepilemur septentrionalis;china;2;11
Lepilemur septentrionalis;vietnam;2;11
Lepilemur septentrionalis;australia;1;11
Lepilemur septentrionalis;botswana;1;11
Lepilemur septentrionalis;brunei;1;11
Lepilemur septentrionalis;chile;1;11
Lepilemur septentrionalis;colombia;1;11
Lepilemur septentrionalis;costa rica;1;11
Lepilemur septentrionalis;egypt;1;11
Lepilemur septentrionalis;ethiopia;1;11
Lepilemur septentrionalis;germany;1;11
Lepilemur septentrionalis;ghana;1;11
Lepilemur septentrionalis;india;1;11
Lepilemur septentrionalis;indonesia;1;11
Lepilemur septentrionalis;iran;1;11
Lepilemur septentrionalis;ivory coast;1;11
Lepilemur septentrionalis;malaysia;1;11
Lepilemur septentrionalis;mozambique;1;11
Lepilemur septentrionalis;namibia;1;11
Lepilemur septentrionalis;new caledonia;1;11
Lepilemur septentrionalis;nicaragua;1;11
Lepilemur septentrionalis;papua new guinea;1;11
Lepilemur septentrionalis;peru;1;11
Lepilemur septentrionalis;venezuela;1;11
Lepilemur septentrionalis;zambia;1;11
Leucopsar rothschildi;indonesia;17;92
Leucopsar rothschildi;malaysia;6;92
Leucopsar rothschildi;vietnam;6;92
Leucopsar rothschildi;australia;5;92
Leucopsar rothschildi;brazil;4;92
Leucopsar rothschildi;china;4;92
Leucopsar rothschildi;italy;4;92
Leucopsar rothschildi;singapore;4;92
Leucopsar rothschildi;thailand;4;92
Leucopsar rothschildi;hong kong;2;92
Leucopsar rothschildi;ireland;2;92
Leucopsar rothschildi;philippines;2;92
Leucopsar rothschildi;spain;2;92
Leucopsar rothschildi;belgium;1;92
Leucopsar rothschildi;bulgaria;1;92
Leucopsar rothschildi;ecuador;1;92
Leucopsar rothschildi;finland;1;92
Leucopsar rothschildi;germany;1;92
Leucopsar rothschildi;iceland;1;92
Leucopsar rothschildi;india;1;92
Leucopsar rothschildi;laos;1;92
Leucopsar rothschildi;new zealand;1;92
Leucopsar rothschildi;norway;1;92
Leucopsar rothschildi;romania;1;92
Leucopsar rothschildi;somalia;1;92
Leucopsar rothschildi;sri lanka;1;92
Leucopsar rothschildi;taiwan;1;92
Leucopsar rothschildi;united states;1;92
Lipotes vexillifer;china;20;28
Lipotes vexillifer;iraq;2;28
Lipotes vexillifer;japan;2;28
Lipotes vexillifer;australia;1;28
Lipotes vexillifer;bahamas;1;28
Lipotes vexillifer;bangladesh;1;28
Lipotes vexillifer;bolivia;1;28
Lipotes vexillifer;canada;1;28
Lipotes vexillifer;france;1;28
Lipotes vexillifer;hong kong;1;28
Lipotes vexillifer;iceland;1;28
Lipotes vexillifer;india;1;28
Lipotes vexillifer;ireland;1;28
Lipotes vexillifer;mexico;1;28
Lipotes vexillifer;norway;1;28
Lipotes vexillifer;vietnam;1;28
Lontra felina;india;3;14
Lontra felina;chile;2;14
Lontra felina;argentina;1;14
Lontra felina;bahamas;1;14
Lontra felina;bangladesh;1;14
Lontra felina;brazil;1;14
Lontra felina;christmas island;1;14
Lontra felina;cuba;1;14
Lontra felina;falkland islands;1;14
Lontra felina;fiji;1;14
Lontra felina;grenada;1;14
Lontra felina;martinique;1;14
Lontra felina;mauritius;1;14
Lontra felina;myanmar;1;14
Lontra felina;niue;1;14
Lontra felina;pakistan;1;14
Lontra felina;panama;1;14
Lontra felina;peru;1;14
Lontra felina;reunion;1;14
Lontra felina;south africa;1;14
Lontra felina;tonga;1;14
Lontra felina;united states;1;14
Lontra longicaudis;guyana;4;6
Lontra longicaudis;brazil;1;6
Lontra longicaudis;canada;1;6
Lontra longicaudis;cyprus;1;6
Lontra longicaudis;ecuador;1;6
Lontra longicaudis;peru;1;6
Lophophorus impejanus;india;11;33
Lophophorus impejanus;bhutan;5;33
Lophophorus impejanus;nepal;5;33
Lophophorus impejanus;china;4;33
Lophophorus impejanus;pakistan;3;33
Lophophorus impejanus;afghanistan;2;33
Lophophorus impejanus;canada;2;33
Lophophorus impejanus;kenya;2;33
Lophophorus impejanus;mongolia;2;33
Lophophorus impejanus;bangladesh;1;33
Lophophorus impejanus;belize;1;33
Lophophorus impejanus;france;1;33
Lophophorus impejanus;germany;1;33
Lophophorus impejanus;indonesia;1;33
Lophophorus impejanus;myanmar;1;33
Lophophorus impejanus;russia;1;33
Lophophorus impejanus;singapore;1;33
Lophophorus impejanus;thailand;1;33
Lophophorus impejanus;vietnam;1;33
Lophophorus lhuysii;china;2;2
Lophophorus sclateri;india;5;5
Lophophorus sclateri;china;1;5
Lophophorus sclateri;pakistan;1;5
Lophura edwardsi;vietnam;2;4
Lophura edwardsi;australia;1;4
Lophura edwardsi;bolivia;1;4
Lophura edwardsi;indonesia;1;4
Lophura edwardsi;madagascar;1;4
Lophura edwardsi;singapore;1;4
Lophura edwardsi;sudan;1;4
Lophura swinhoii;taiwan;3;4
Lophura swinhoii;australia;1;4
Lophura swinhoii;china;1;4
Lophura swinhoii;turkey;1;4
Loxodonta africana;botswana;18;73
Loxodonta africana;kenya;16;73
Loxodonta africana;south africa;14;73
Loxodonta africana;china;10;73
Loxodonta africana;zimbabwe;10;73
Loxodonta africana;namibia;9;73
Loxodonta africana;tanzania;9;73
Loxodonta africana;zambia;7;73
Loxodonta africana;canada;6;73
Loxodonta africana;germany;6;73
Loxodonta africana;mozambique;6;73
Loxodonta africana;uganda;6;73
Loxodonta africana;india;4;73
Loxodonta africana;nigeria;4;73
Loxodonta africana;brazil;3;73
Loxodonta africana;chad;3;73
Loxodonta africana;malawi;3;73
Loxodonta africana;malaysia;3;73
Loxodonta africana;russia;3;73
Loxodonta africana;switzerland;3;73
Loxodonta africana;angola;2;73
Loxodonta africana;cameroon;2;73
Loxodonta africana;chile;2;73
Loxodonta africana;france;2;73
Loxodonta africana;georgia;2;73
Loxodonta africana;indonesia;2;73
Loxodonta africana;australia;1;73
Loxodonta africana;belgium;1;73
Loxodonta africana;belize;1;73
Loxodonta africana;bulgaria;1;73
Loxodonta africana;cambodia;1;73
Loxodonta africana;colombia;1;73
Loxodonta africana;cuba;1;73
Loxodonta africana;ethiopia;1;73
Loxodonta africana;gabon;1;73
Loxodonta africana;ghana;1;73
Loxodonta africana;greenland;1;73
Loxodonta africana;hong kong;1;73
Loxodonta africana;iran;1;73
Loxodonta africana;israel;1;73
Loxodonta africana;japan;1;73
Loxodonta africana;jordan;1;73
Loxodonta africana;laos;1;73
Loxodonta africana;libya;1;73
Loxodonta africana;mauritius;1;73
Loxodonta africana;mexico;1;73
Loxodonta africana;myanmar;1;73
Loxodonta africana;nepal;1;73
Loxodonta africana;new zealand;1;73
Loxodonta africana;niger;1;73
Loxodonta africana;philippines;1;73
Loxodonta africana;portugal;1;73
Loxodonta africana;puerto rico;1;73
Loxodonta africana;somalia;1;73
Loxodonta africana;spain;1;73
Loxodonta africana;taiwan;1;73
Loxodonta africana;thailand;1;73
Loxodonta africana;united kingdom;1;73
Loxodonta africana;united states;1;73
Loxodonta africana;venezuela;1;73
Loxodonta africana;vietnam;1;73
Loxodonta africana;yemen;1;73
Lutra lutra;china;11;72
