scientific_name;iso3;mentions_country;article_cnt
Cervus elaphus hanglu;CHN;8;46
Cervus elaphus hanglu;USA;5;46
Cervus elaphus hanglu;KOR;4;46
Cervus elaphus hanglu;PRK;4;46
Cervus elaphus hanglu;NPL;3;46
Cervus elaphus hanglu;AFG;2;46
Cervus elaphus hanglu;BTN;2;46
Cervus elaphus hanglu;JPN;2;46
Cervus elaphus hanglu;AUS;1;46
Cervus elaphus hanglu;BGD;1;46
Cervus elaphus hanglu;CRI;1;46
Cervus elaphus hanglu;GBR;1;46
Cervus elaphus hanglu;KAZ;1;46
Cervus elaphus hanglu;KEN;1;46
Cervus elaphus hanglu;KGZ;1;46
Cervus elaphus hanglu;MEX;1;46
Cervus elaphus hanglu;MMR;1;46
Cervus elaphus hanglu;NOR;1;46
Cervus elaphus hanglu;RUS;1;46
Cervus elaphus hanglu;TWN;1;46
Chasmistes cujus;USA;3;7
Chasmistes cujus;BRA;1;7
Chasmistes cujus;CAN;1;7
Chasmistes cujus;CMR;1;7
Cheirogaleus crossleyi;MDG;2;2
Cheirogaleus crossleyi;AUT;1;2
Cheirogaleus crossleyi;VNM;1;2
Cheirogaleus major;MDG;1;1
Cheirogaleus medius;MDG;10;15
Cheirogaleus medius;CHN;2;15
Cheirogaleus medius;DEU;2;15
Cheirogaleus medius;DNK;2;15
Cheirogaleus medius;MEX;2;15
Cheirogaleus medius;ZAF;2;15
Cheirogaleus medius;AUS;1;15
Cheirogaleus medius;AUT;1;15
Cheirogaleus medius;BTN;1;15
Cheirogaleus medius;CAN;1;15
Cheirogaleus medius;EGY;1;15
Cheirogaleus medius;ESP;1;15
Cheirogaleus medius;GBR;1;15
Cheirogaleus medius;GRC;1;15
Cheirogaleus medius;IND;1;15
Cheirogaleus medius;ISL;1;15
Cheirogaleus medius;JPN;1;15
Cheirogaleus medius;KHM;1;15
Cheirogaleus medius;LKA;1;15
Cheirogaleus medius;MDV;1;15
Cheirogaleus medius;PER;1;15
Cheirogaleus medius;POL;1;15
Cheirogaleus medius;PRI;1;15
Cheirogaleus medius;SGP;1;15
Cheirogaleus medius;TUR;1;15
Cheirogaleus medius;USA;1;15
Cheirogaleus medius;ZWE;1;15
Chelonia mydas;ARG;1;9
Chelonia mydas;CRI;1;9
Chelonia mydas;IDN;1;9
Chelonia mydas;MEX;1;9
Chelonia mydas;MYS;1;9
Chelonia mydas;PAK;1;9
Chelonia mydas;THA;1;9
Chelonia mydas;USA;1;9
Chelonoidis niger;USA;11;41
Chelonoidis niger;TZA;3;41
Chelonoidis niger;AUS;2;41
Chelonoidis niger;CAN;2;41
Chelonoidis niger;CHN;2;41
Chelonoidis niger;GBR;2;41
Chelonoidis niger;IND;2;41
Chelonoidis niger;NOR;2;41
Chelonoidis niger;VNM;2;41
Chelonoidis niger;BEL;1;41
Chelonoidis niger;BGD;1;41
Chelonoidis niger;ESP;1;41
Chelonoidis niger;GRC;1;41
Chelonoidis niger;ITA;1;41
Chelonoidis niger;KEN;1;41
Chelonoidis niger;KOR;1;41
Chelonoidis niger;MDG;1;41
Chelonoidis niger;MEX;1;41
Chelonoidis niger;NLD;1;41
Chelonoidis niger;NPL;1;41
Chelonoidis niger;NZL;1;41
Chelonoidis niger;PAK;1;41
Chelonoidis niger;PER;1;41
Chelonoidis niger;ROU;1;41
Chelonoidis niger;RWA;1;41
Chinchilla chinchilla;ARG;2;3
Chinchilla chinchilla;BOL;2;3
Chinchilla chinchilla;CHL;2;3
Chinchilla chinchilla;PER;2;3
Chinchilla chinchilla;AUS;1;3
Chinchilla lanigera;USA;2;9
Chinchilla lanigera;AUS;1;9
Chinchilla lanigera;CRI;1;9
Chinchilla lanigera;MEX;1;9
Chinchilla lanigera;NLD;1;9
Chinchilla lanigera;TWN;1;9
Chiropotes albinasus;BRA;1;2
Chiropotes albinasus;COG;1;2
Chiropotes albinasus;COL;1;2
Chiropotes albinasus;CRI;1;2
Chiropotes albinasus;GBR;1;2
Chiropotes albinasus;MDG;1;2
Chiropotes albinasus;PER;1;2
Chiropotes albinasus;USA;1;2
Chitra chitra;CHN;1;2
Chitra chitra;IND;1;2
Chitra chitra;THA;1;2
Chitra chitra;VNM;1;2
Chlamydotis macqueenii;PAK;13;39
Chlamydotis macqueenii;IND;10;39
Chlamydotis macqueenii;MAR;5;39
Chlamydotis macqueenii;IRN;4;39
Chlamydotis macqueenii;KAZ;4;39
Chlamydotis macqueenii;SAU;4;39
Chlamydotis macqueenii;USA;4;39
Chlamydotis macqueenii;CHN;3;39
Chlamydotis macqueenii;IRQ;3;39
Chlamydotis macqueenii;BHR;2;39
Chlamydotis macqueenii;JOR;2;39
Chlamydotis macqueenii;PER;2;39
Chlamydotis macqueenii;RUS;2;39
Chlamydotis macqueenii;TUR;2;39
Chlamydotis macqueenii;AFG;1;39
Chlamydotis macqueenii;ARE;1;39
Chlamydotis macqueenii;BGR;1;39
Chlamydotis macqueenii;BRA;1;39
Chlamydotis macqueenii;CHE;1;39
Chlamydotis macqueenii;CIV;1;39
Chlamydotis macqueenii;COL;1;39
Chlamydotis macqueenii;DNK;1;39
Chlamydotis macqueenii;DZA;1;39
Chlamydotis macqueenii;EGY;1;39
Chlamydotis macqueenii;IDN;1;39
Chlamydotis macqueenii;ISR;1;39
Chlamydotis macqueenii;KGZ;1;39
Chlamydotis macqueenii;LBN;1;39
Chlamydotis macqueenii;LKA;1;39
Chlamydotis macqueenii;MEX;1;39
Chlamydotis macqueenii;OMN;1;39
Chlamydotis undulata;PAK;25;40
Chlamydotis undulata;SAU;9;40
Chlamydotis undulata;ARE;6;40
Chlamydotis undulata;BHR;3;40
Chlamydotis undulata;IRN;3;40
Chlamydotis undulata;IND;2;40
Chlamydotis undulata;IRQ;2;40
Chlamydotis undulata;MAR;2;40
Chlamydotis undulata;AFG;1;40
Chlamydotis undulata;ALB;1;40
Chlamydotis undulata;CHN;1;40
Chlamydotis undulata;EGY;1;40
Chlamydotis undulata;ESP;1;40
Chlamydotis undulata;FRA;1;40
Chlamydotis undulata;GBR;1;40
Chlamydotis undulata;GRC;1;40
Chlamydotis undulata;HRV;1;40
Chlamydotis undulata;ITA;1;40
Chlamydotis undulata;KAZ;1;40
Chlamydotis undulata;LBN;1;40
Chlamydotis undulata;OMN;1;40
Chlamydotis undulata;USA;1;40
Ciconia boyciana;CHN;7;11
Ciconia boyciana;JPN;3;11
Ciconia boyciana;RUS;2;11
Ciconia boyciana;KOR;1;11
Ciconia boyciana;PRK;1;11
Ciconia boyciana;SGP;1;11
Cnemaspis psychedelica;CAN;2;4
Cnemaspis psychedelica;USA;2;4
Cnemaspis psychedelica;CHN;1;4
Cnemaspis psychedelica;CMR;1;4
Cnemaspis psychedelica;ETH;1;4
Cnemaspis psychedelica;GAB;1;4
Cnemaspis psychedelica;MYS;1;4
Cnemaspis psychedelica;VNM;1;4
Colinus virginianus ridgwayi;USA;4;5
Colinus virginianus ridgwayi;CAN;1;5
Colinus virginianus ridgwayi;GBR;1;5
Colinus virginianus ridgwayi;TUR;1;5
Cophotis ceylanica;LKA;3;3
Cophotis ceylanica;IND;2;3
Cophotis ceylanica;AUS;1;3
Cophotis ceylanica;BWA;1;3
Cophotis ceylanica;CHN;1;3
Cophotis ceylanica;CIV;1;3
Cophotis ceylanica;DEU;1;3
Cophotis ceylanica;GAB;1;3
Cophotis ceylanica;ISR;1;3
Cophotis ceylanica;KEN;1;3
Cophotis ceylanica;SDN;1;3
Cophotis ceylanica;ZAF;1;3
Cophotis ceylanica;ZMB;1;3
Cophotis ceylanica;ZWE;1;3
Cotinga maculata;ARG;1;2
Cotinga maculata;BRA;1;2
Cotinga maculata;USA;1;2
Crax blumenbachii;BRA;1;1
Crax blumenbachii;CHN;1;1
Crax blumenbachii;COL;1;1
Crax blumenbachii;MDG;1;1
Crax blumenbachii;MEX;1;1
Crocodylus acutus;CUB;6;26
Crocodylus acutus;USA;4;26
Crocodylus acutus;ARG;2;26
Crocodylus acutus;AUS;2;26
Crocodylus acutus;CRI;2;26
Crocodylus acutus;JAM;2;26
Crocodylus acutus;ZAF;2;26
Crocodylus acutus;CAN;1;26
Crocodylus acutus;COG;1;26
Crocodylus acutus;FIN;1;26
Crocodylus acutus;IDN;1;26
Crocodylus acutus;MDG;1;26
Crocodylus acutus;SWE;1;26
Crocodylus acutus;TUR;1;26
Crocodylus cataphractus;USA;4;15
Crocodylus cataphractus;CIV;2;15
Crocodylus cataphractus;CMR;2;15
Crocodylus cataphractus;GHA;2;15
Crocodylus cataphractus;IND;1;15
Crocodylus cataphractus;IRL;1;15
Crocodylus cataphractus;TZA;1;15
Crocodylus intermedius;COL;5;5
Crocodylus intermedius;BRA;1;5
Crocodylus intermedius;CAN;1;5
Crocodylus intermedius;CZE;1;5
Crocodylus intermedius;GBR;1;5
Crocodylus intermedius;IND;1;5
Crocodylus intermedius;PER;1;5
Crocodylus mindorensis;PHL;18;32
Crocodylus mindorensis;AUS;5;32
Crocodylus mindorensis;IND;5;32
Crocodylus mindorensis;MYS;4;32
Crocodylus mindorensis;USA;4;32
Crocodylus mindorensis;CHE;3;32
Crocodylus mindorensis;CHN;3;32
Crocodylus mindorensis;IDN;3;32
Crocodylus mindorensis;THA;3;32
Crocodylus mindorensis;BRA;2;32
Crocodylus mindorensis;KEN;2;32
Crocodylus mindorensis;LAO;2;32
Crocodylus mindorensis;LKA;2;32
Crocodylus mindorensis;MEX;2;32
Crocodylus mindorensis;NZL;2;32
Crocodylus mindorensis;RUS;2;32
Crocodylus mindorensis;VNM;2;32
Crocodylus mindorensis;BTN;1;32
Crocodylus mindorensis;CAN;1;32
Crocodylus mindorensis;CMR;1;32
Crocodylus mindorensis;COD;1;32
Crocodylus mindorensis;COL;1;32
Crocodylus mindorensis;CZE;1;32
Crocodylus mindorensis;GBR;1;32
Crocodylus mindorensis;JPN;1;32
Crocodylus mindorensis;KHM;1;32
Crocodylus mindorensis;KOR;1;32
Crocodylus mindorensis;MDG;1;32
Crocodylus mindorensis;NOR;1;32
Crocodylus mindorensis;NPL;1;32
Crocodylus mindorensis;SDN;1;32
Crocodylus mindorensis;TZA;1;32
Crocodylus mindorensis;UKR;1;32
Crocodylus mindorensis;ZAF;1;32
Crocodylus moreletii;MEX;11;18
Crocodylus moreletii;USA;9;18
Crocodylus moreletii;BLZ;7;18
Crocodylus moreletii;AUS;5;18
Crocodylus moreletii;CAN;3;18
Crocodylus moreletii;GBR;2;18
Crocodylus moreletii;BOL;1;18
Crocodylus moreletii;CHN;1;18
Crocodylus moreletii;FRA;1;18
Crocodylus moreletii;IDN;1;18
Crocodylus moreletii;JPN;1;18
Crocodylus moreletii;KEN;1;18
Crocodylus moreletii;MNE;1;18
Crocodylus moreletii;PHL;1;18
Crocodylus moreletii;RUS;1;18
Crocodylus moreletii;THA;1;18
Crocodylus moreletii;TZA;1;18
Crocodylus niloticus;ZAF;12;45
Crocodylus niloticus;KEN;10;45
Crocodylus niloticus;ZWE;8;45
Crocodylus niloticus;USA;7;45
Crocodylus niloticus;AUS;4;45
Crocodylus niloticus;CHN;4;45
Crocodylus niloticus;BWA;3;45
Crocodylus niloticus;ETH;3;45
Crocodylus niloticus;GBR;3;45
Crocodylus niloticus;SDN;3;45
Crocodylus niloticus;TWN;3;45
Crocodylus niloticus;ZMB;3;45
Crocodylus niloticus;BRA;2;45
Crocodylus niloticus;GAB;2;45
Crocodylus niloticus;GHA;2;45
Crocodylus niloticus;IND;2;45
Crocodylus niloticus;MAR;2;45
Crocodylus niloticus;MWI;2;45
Crocodylus niloticus;RWA;2;45
Crocodylus niloticus;BDI;1;45
Crocodylus niloticus;CAN;1;45
Crocodylus niloticus;COG;1;45
Crocodylus niloticus;DEU;1;45
Crocodylus niloticus;EGY;1;45
Crocodylus niloticus;ESP;1;45
Crocodylus niloticus;FRA;1;45
Crocodylus niloticus;IDN;1;45
Crocodylus niloticus;JPN;1;45
Crocodylus niloticus;KOR;1;45
Crocodylus niloticus;LAO;1;45
Crocodylus niloticus;MDG;1;45
Crocodylus niloticus;MEX;1;45
Crocodylus niloticus;NOR;1;45
Crocodylus niloticus;SAU;1;45
Crocodylus niloticus;SGP;1;45
Crocodylus niloticus;THA;1;45
Crocodylus niloticus;TUR;1;45
Crocodylus niloticus;TZA;1;45
Crocodylus palustris;IND;20;69
Crocodylus palustris;IRN;11;69
Crocodylus palustris;LKA;7;69
Crocodylus palustris;MMR;6;69
Crocodylus palustris;PAK;6;69
Crocodylus palustris;BTN;4;69
Crocodylus palustris;AUS;3;69
Crocodylus palustris;BGD;3;69
Crocodylus palustris;USA;3;69
Crocodylus palustris;GBR;2;69
Crocodylus palustris;NPL;2;69
Crocodylus palustris;CUB;1;69
Crocodylus palustris;PHL;1;69
Crocodylus palustris;SGP;1;69
Crocodylus porosus;AUS;18;73
Crocodylus porosus;SGP;7;73
Crocodylus porosus;IND;5;73
Crocodylus porosus;BGD;3;73
Crocodylus porosus;PHL;3;73
Crocodylus porosus;IDN;2;73
Crocodylus porosus;MYS;2;73
Crocodylus porosus;GBR;1;73
Crocodylus porosus;NZL;1;73
Crocodylus porosus;TUR;1;73
Crocodylus porosus;USA;1;73
Crocodylus rhombifer;CUB;9;20
Crocodylus rhombifer;IND;4;20
Crocodylus rhombifer;USA;3;20
Crocodylus rhombifer;IDN;2;20
Crocodylus rhombifer;AUS;1;20
Crocodylus rhombifer;BEL;1;20
Crocodylus rhombifer;BRA;1;20
Crocodylus rhombifer;CHN;1;20
Crocodylus rhombifer;COL;1;20
Crocodylus rhombifer;ESP;1;20
Crocodylus rhombifer;FRA;1;20
Crocodylus rhombifer;ITA;1;20
Crocodylus rhombifer;JPN;1;20
Crocodylus rhombifer;KEN;1;20
Crocodylus rhombifer;LBN;1;20
Crocodylus rhombifer;LKA;1;20
Crocodylus rhombifer;MEX;1;20
Crocodylus rhombifer;MYS;1;20
Crocodylus rhombifer;NZL;1;20
Crocodylus rhombifer;POL;1;20
Crocodylus rhombifer;THA;1;20
Crocodylus siamensis;KHM;19;36
Crocodylus siamensis;IDN;13;36
Crocodylus siamensis;THA;9;36
Crocodylus siamensis;VNM;9;36
Crocodylus siamensis;CHN;7;36
Crocodylus siamensis;LAO;7;36
Crocodylus siamensis;MMR;4;36
Crocodylus siamensis;MYS;4;36
Crocodylus siamensis;GBR;3;36
Crocodylus siamensis;AUS;2;36
Crocodylus siamensis;FRA;2;36
Crocodylus siamensis;SGP;2;36
Crocodylus siamensis;CHE;1;36
Crocodylus siamensis;COL;1;36
Crocodylus siamensis;DEU;1;36
Crocodylus siamensis;DNK;1;36
Crocodylus siamensis;FIN;1;36
Crocodylus siamensis;IND;1;36
Crocodylus siamensis;ITA;1;36
Crocodylus siamensis;MEX;1;36
Crocodylus siamensis;SDN;1;36
Crocodylus siamensis;USA;1;36
Crocodylus siamensis;ZWE;1;36
Crossoptilon crossoptilon;CHN;1;1
Cuora bourreti;VNM;4;4
Cuora bourreti;CHN;2;4
Cuora bourreti;RUS;1;4
Cuora bourreti;USA;1;4
Cyanopsitta spixii;BRA;13;20
Cyanopsitta spixii;CHN;5;20
Cyanopsitta spixii;USA;4;20
Cyanopsitta spixii;AUS;2;20
Cyanopsitta spixii;CAN;2;20
Cyanopsitta spixii;DEU;2;20
Cyanopsitta spixii;IDN;2;20
Cyanopsitta spixii;KEN;2;20
Cyanopsitta spixii;MEX;2;20
Cyanopsitta spixii;PER;2;20
Cyanopsitta spixii;RUS;2;20
Cyanopsitta spixii;BEL;1;20
Cyanopsitta spixii;CHE;1;20
Cyanopsitta spixii;CMR;1;20
Cyanopsitta spixii;COG;1;20
Cyanopsitta spixii;DNK;1;20
Cyanopsitta spixii;GBR;1;20
Cyanopsitta spixii;IND;1;20
Cyanopsitta spixii;JOR;1;20
Cyanopsitta spixii;KHM;1;20
Cyanopsitta spixii;LAO;1;20
Cyanopsitta spixii;LBN;1;20
Cyanopsitta spixii;MYS;1;20
Cyanopsitta spixii;NOR;1;20
Cyanopsitta spixii;PHL;1;20
Cyanopsitta spixii;PRI;1;20
Cyanopsitta spixii;THA;1;20
Cyanopsitta spixii;TUR;1;20
Cyanopsitta spixii;VNM;1;20
Cyanoramphus novaezelandiae;NZL;5;5
Cyanoramphus novaezelandiae;NOR;1;5
Cyclura carinata;GBR;3;5
Cyclura carinata;AUS;1;5
Cyclura carinata;CUB;1;5
Cyclura carinata;TZA;1;5
Cyclura collei;JAM;21;29
Cyclura collei;CHN;4;29
Cyclura collei;USA;4;29
Cyclura collei;AUS;3;29
Cyclura collei;MEX;3;29
Cyclura collei;NZL;3;29
Cyclura collei;ESP;2;29
Cyclura collei;FRA;2;29
Cyclura collei;IDN;2;29
Cyclura collei;BGD;1;29
Cyclura collei;BRA;1;29
Cyclura collei;CAN;1;29
Cyclura collei;COL;1;29
Cyclura collei;DEU;1;29
Cyclura collei;EST;1;29
Cyclura collei;ETH;1;29
Cyclura collei;FIN;1;29
Cyclura collei;GBR;1;29
Cyclura collei;HUN;1;29
Cyclura collei;IND;1;29
Cyclura collei;IRN;1;29
Cyclura collei;ISR;1;29
Cyclura collei;ITA;1;29
Cyclura collei;KEN;1;29
Cyclura collei;KOR;1;29
Cyclura collei;MMR;1;29
Cyclura collei;NOR;1;29
Cyclura collei;PRT;1;29
Cyclura collei;RUS;1;29
Cyclura collei;SGP;1;29
Cyclura collei;SVN;1;29
Cyclura collei;SWE;1;29
Cyclura collei;ZAF;1;29
Cyclura cornuta;NZL;2;12
Cyclura cornuta;ARG;1;12
Cyclura cornuta;AUS;1;12
Cyclura cornuta;CAN;1;12
Cyclura cornuta;CHL;1;12
Cyclura cornuta;CUB;1;12
Cyclura cornuta;FRA;1;12
Cyclura cornuta;GBR;1;12
Cyclura cornuta;IDN;1;12
Cyclura cornuta;JPN;1;12
Cyclura cornuta;LKA;1;12
Cyclura cornuta;MDG;1;12
Cyclura cornuta;PLW;1;12
Cyclura cornuta;PRI;1;12
Cyclura cornuta;USA;1;12
Cyclura cychlura;BLZ;1;3
Cyclura cychlura;GRC;1;3
Cyclura cychlura;PRI;1;3
Cyclura cychlura;USA;1;3
Cyclura lewisi;USA;5;46
Cyclura lewisi;GBR;3;46
Cyclura lewisi;MDG;3;46
Cyclura lewisi;CUB;1;46
Cyclura lewisi;DNK;1;46
Cyclura lewisi;IDN;1;46
Cyclura lewisi;IND;1;46
Cyclura lewisi;ITA;1;46
Cyclura lewisi;JAM;1;46
Cyclura lewisi;KHM;1;46
Cyclura lewisi;LBN;1;46
Cyclura lewisi;MEX;1;46
Cyclura lewisi;MMR;1;46
Cyclura lewisi;NZL;1;46
Cyclura lewisi;PRI;1;46
Cyclura lewisi;RUS;1;46
Cyclura lewisi;THA;1;46
Cyclura nubila;CUB;1;1
Cyclura nubila;USA;1;1
Cyclura pinguis;USA;2;12
Cyclura pinguis;CHN;1;12
Cyclura pinguis;IDN;1;12
Cyclura pinguis;MMR;1;12
Cyclura pinguis;PRI;1;12
Cyclura pinguis;SGP;1;12
Cyclura pinguis;TWN;1;12
Cyclura pinguis;VNM;1;12
Cyclura ricordi;AUT;1;1
Cyclura ricordi;DEU;1;1
Cyclura ricordi;USA;1;1
Cyclura stejnegeri;PRI;3;3
Cyclura stejnegeri;USA;1;3
Dalbergia nigra;CHN;8;43
Dalbergia nigra;USA;6;43
Dalbergia nigra;AUS;3;43
Dalbergia nigra;BRA;3;43
Dalbergia nigra;GBR;3;43
Dalbergia nigra;IND;3;43
Dalbergia nigra;MDG;3;43
Dalbergia nigra;ZAF;3;43
Dalbergia nigra;DEU;2;43
Dalbergia nigra;ESP;2;43
Dalbergia nigra;ITA;2;43
Dalbergia nigra;MEX;2;43
Dalbergia nigra;NLD;2;43
Dalbergia nigra;PHL;2;43
Dalbergia nigra;RUS;2;43
Dalbergia nigra;VNM;2;43
Dalbergia nigra;CAN;1;43
Dalbergia nigra;CUB;1;43
Dalbergia nigra;ETH;1;43
Dalbergia nigra;GHA;1;43
Dalbergia nigra;IDN;1;43
Dalbergia nigra;JPN;1;43
Dalbergia nigra;KEN;1;43
Dalbergia nigra;MYS;1;43
Dalbergia nigra;NZL;1;43
Dalbergia nigra;PRT;1;43
Dalbergia nigra;SAU;1;43
Dalbergia nigra;SGP;1;43
Dalbergia nigra;SWE;1;43
Dalbergia nigra;TZA;1;43
Dalbergia nigra;ZMB;1;43
Dalbergia nigra;ZWE;1;43
Dama dama mesopotamica;IRN;32;44
Dama dama mesopotamica;USA;9;44
Dama dama mesopotamica;GBR;4;44
Dama dama mesopotamica;JPN;4;44
Dama dama mesopotamica;DEU;3;44
Dama dama mesopotamica;IND;3;44
Dama dama mesopotamica;IRQ;3;44
Dama dama mesopotamica;AUS;2;44
Dama dama mesopotamica;CHN;2;44
Dama dama mesopotamica;KEN;2;44
Dama dama mesopotamica;RUS;2;44
Dama dama mesopotamica;TUR;2;44
Dama dama mesopotamica;BEL;1;44
Dama dama mesopotamica;BRA;1;44
Dama dama mesopotamica;CAN;1;44
Dama dama mesopotamica;CHE;1;44
Dama dama mesopotamica;COL;1;44
Dama dama mesopotamica;EGY;1;44
Dama dama mesopotamica;FRA;1;44
Dama dama mesopotamica;IDN;1;44
Dama dama mesopotamica;IRL;1;44
Dama dama mesopotamica;KGZ;1;44
Dama dama mesopotamica;PAK;1;44
Dama dama mesopotamica;PRT;1;44
Dama dama mesopotamica;SAU;1;44
Dama dama mesopotamica;TZA;1;44
Dama dama mesopotamica;ZAF;1;44
Daubentonia madagascariensis;MDG;14;22
Daubentonia madagascariensis;SWE;3;22
Daubentonia madagascariensis;USA;3;22
Daubentonia madagascariensis;GIN;2;22
Daubentonia madagascariensis;AFG;1;22
Daubentonia madagascariensis;AUS;1;22
Daubentonia madagascariensis;CAN;1;22
Daubentonia madagascariensis;GRC;1;22
Daubentonia madagascariensis;MMR;1;22
Daubentonia madagascariensis;NOR;1;22
Daubentonia madagascariensis;PRK;1;22
Dermochelys coriacea;THA;23;93
Dermochelys coriacea;GBR;9;93
Dermochelys coriacea;IDN;8;93
Dermochelys coriacea;IND;8;93
Dermochelys coriacea;MEX;8;93
Dermochelys coriacea;CRI;6;93
Dermochelys coriacea;USA;5;93
Dermochelys coriacea;BRA;4;93
Dermochelys coriacea;CAN;4;93
Dermochelys coriacea;MYS;4;93
Dermochelys coriacea;ITA;3;93
Dermochelys coriacea;CHN;2;93
Dermochelys coriacea;GAB;2;93
Dermochelys coriacea;ISR;2;93
Dermochelys coriacea;NZL;2;93
Dermochelys coriacea;TUR;2;93
Dermochelys coriacea;VNM;2;93
Dermochelys coriacea;AFG;1;93
Dermochelys coriacea;ARG;1;93
Dermochelys coriacea;AUS;1;93
Dermochelys coriacea;BEL;1;93
Dermochelys coriacea;BGD;1;93
Dermochelys coriacea;CHL;1;93
Dermochelys coriacea;DNK;1;93
Dermochelys coriacea;FRA;1;93
Dermochelys coriacea;IRN;1;93
Dermochelys coriacea;ISL;1;93
Dermochelys coriacea;JPN;1;93
Dermochelys coriacea;KHM;1;93
Dermochelys coriacea;MDG;1;93
Dermochelys coriacea;NOR;1;93
Dermochelys coriacea;OMN;1;93
Dermochelys coriacea;PRK;1;93
Dermochelys coriacea;SGP;1;93
Dermochelys coriacea;TZA;1;93
Dermochelys coriacea;UKR;1;93
Dermochelys coriacea;VUT;1;93
Dermochelys coriacea;ZAF;1;93
Dicerorhinus sumatrensis;IDN;33;46
Dicerorhinus sumatrensis;MYS;30;46
Dicerorhinus sumatrensis;USA;10;46
Dicerorhinus sumatrensis;IND;9;46
Dicerorhinus sumatrensis;SGP;6;46
Dicerorhinus sumatrensis;MMR;5;46
Dicerorhinus sumatrensis;VNM;5;46
Dicerorhinus sumatrensis;BTN;4;46
Dicerorhinus sumatrensis;DEU;3;46
Dicerorhinus sumatrensis;GBR;3;46
Dicerorhinus sumatrensis;THA;3;46
Dicerorhinus sumatrensis;ZAF;3;46
Dicerorhinus sumatrensis;BGD;2;46
Dicerorhinus sumatrensis;CHN;2;46
Dicerorhinus sumatrensis;KHM;2;46
Dicerorhinus sumatrensis;AFG;1;46
Dicerorhinus sumatrensis;AUS;1;46
Dicerorhinus sumatrensis;BRN;1;46
Dicerorhinus sumatrensis;FRA;1;46
Dicerorhinus sumatrensis;IRN;1;46
Dicerorhinus sumatrensis;ITA;1;46
Dicerorhinus sumatrensis;KEN;1;46
Dicerorhinus sumatrensis;LAO;1;46
Dicerorhinus sumatrensis;NPL;1;46
Dicerorhinus sumatrensis;NZL;1;46
Dicerorhinus sumatrensis;POL;1;46
Dicerorhinus sumatrensis;RWA;1;46
Dicerorhinus sumatrensis;SDN;1;46
Dicerorhinus sumatrensis;SVN;1;46
Dicerorhinus sumatrensis;ZMB;1;46
Diceros bicornis;ZAF;9;39
Diceros bicornis;KEN;8;39
Diceros bicornis;USA;8;39
Diceros bicornis;CHN;7;39
Diceros bicornis;VNM;7;39
Diceros bicornis;RWA;5;39
Diceros bicornis;TZA;4;39
Diceros bicornis;ZWE;4;39
Diceros bicornis;BWA;2;39
Diceros bicornis;MWI;2;39
Diceros bicornis;AFG;1;39
Diceros bicornis;AUS;1;39
Diceros bicornis;CZE;1;39
Diceros bicornis;DNK;1;39
Diceros bicornis;FRA;1;39
Diceros bicornis;GBR;1;39
Diceros bicornis;GIN;1;39
Diceros bicornis;IND;1;39
Diceros bicornis;IRQ;1;39
Diceros bicornis;JPN;1;39
Diceros bicornis;RUS;1;39
Diceros bicornis;SGP;1;39
Diceros bicornis;TCD;1;39
Diceros bicornis;TWN;1;39
Diceros bicornis;ZMB;1;39
Ducula mindorensis;PHL;2;3
Ducula mindorensis;USA;1;3
Dugong dugon;THA;16;58
Dugong dugon;AUS;11;58
Dugong dugon;IND;4;58
Dugong dugon;JPN;4;58
Dugong dugon;MYS;4;58
Dugong dugon;USA;4;58
Dugong dugon;EGY;3;58
Dugong dugon;IDN;3;58
Dugong dugon;KEN;3;58
Dugong dugon;MEX;3;58
Dugong dugon;FRA;2;58
Dugong dugon;JAM;2;58
Dugong dugon;MDG;2;58
Dugong dugon;NZL;2;58
Dugong dugon;RUS;2;58
Dugong dugon;ZAF;2;58
Dugong dugon;ARE;1;58
Dugong dugon;BRA;1;58
Dugong dugon;CAN;1;58
Dugong dugon;CHE;1;58
Dugong dugon;CHN;1;58
Dugong dugon;ESP;1;58
Dugong dugon;GBR;1;58
Dugong dugon;GEO;1;58
Dugong dugon;HUN;1;58
Dugong dugon;IRN;1;58
Dugong dugon;IRQ;1;58
Dugong dugon;LKA;1;58
Dugong dugon;MDV;1;58
Dugong dugon;NLD;1;58
Dugong dugon;NOR;1;58
Dugong dugon;OMN;1;58
Dugong dugon;PAK;1;58
Dugong dugon;PHL;1;58
Dugong dugon;TWN;1;58
Dugong dugon;TZA;1;58
Dugong dugon;ZWE;1;58
Dypsis decipiens;MDG;2;8
Dypsis decipiens;USA;2;8
Echinocereus schmollii;CHL;1;1
Echinocereus schmollii;DEU;1;1
Echinocereus schmollii;USA;1;1
Elephas maximus;IND;35;71
Elephas maximus;THA;14;71
Elephas maximus;MMR;11;71
Elephas maximus;CHN;8;71
Elephas maximus;LKA;8;71
Elephas maximus;NPL;7;71
Elephas maximus;USA;7;71
Elephas maximus;BGD;6;71
Elephas maximus;KHM;6;71
Elephas maximus;PAK;6;71
Elephas maximus;BTN;5;71
Elephas maximus;GBR;4;71
Elephas maximus;LAO;4;71
Elephas maximus;BEL;3;71
Elephas maximus;BWA;3;71
Elephas maximus;MYS;3;71
Elephas maximus;IDN;2;71
Elephas maximus;KEN;2;71
Elephas maximus;ZAF;2;71
Elephas maximus;ARG;1;71
Elephas maximus;AUS;1;71
Elephas maximus;BRA;1;71
Elephas maximus;CAN;1;71
Elephas maximus;COL;1;71
Elephas maximus;DEU;1;71
