scientific_name;iso3;mentions_country;article_cnt
Hippotragus niger variani;SWZ;1;10
Hippotragus niger variani;THA;1;10
Hippotragus niger variani;ZMB;1;10
Hippotragus niger variani;ZWE;1;10
Houbaropsis bengalensis;IND;15;23
Houbaropsis bengalensis;KHM;8;23
Houbaropsis bengalensis;NPL;7;23
Houbaropsis bengalensis;BTN;4;23
Houbaropsis bengalensis;PAK;4;23
Houbaropsis bengalensis;CHN;3;23
Houbaropsis bengalensis;DEU;3;23
Houbaropsis bengalensis;VNM;3;23
Houbaropsis bengalensis;AUS;2;23
Houbaropsis bengalensis;BGD;2;23
Houbaropsis bengalensis;CAN;2;23
Houbaropsis bengalensis;GBR;2;23
Houbaropsis bengalensis;JPN;2;23
Houbaropsis bengalensis;MMR;2;23
Houbaropsis bengalensis;NZL;2;23
Houbaropsis bengalensis;RUS;2;23
Houbaropsis bengalensis;USA;2;23
Houbaropsis bengalensis;AFG;1;23
Houbaropsis bengalensis;BEN;1;23
Houbaropsis bengalensis;BRA;1;23
Houbaropsis bengalensis;BRB;1;23
Houbaropsis bengalensis;CHE;1;23
Houbaropsis bengalensis;EGY;1;23
Houbaropsis bengalensis;ESP;1;23
Houbaropsis bengalensis;GHA;1;23
Houbaropsis bengalensis;GIN;1;23
Houbaropsis bengalensis;IDN;1;23
Houbaropsis bengalensis;ISR;1;23
Houbaropsis bengalensis;KOR;1;23
Houbaropsis bengalensis;MEX;1;23
Houbaropsis bengalensis;MYS;1;23
Houbaropsis bengalensis;THA;1;23
Houbaropsis bengalensis;ZAF;1;23
Hylobates agilis;IDN;3;7
Hylobates agilis;MYS;2;7
Hylobates agilis;AUS;1;7
Hylobates agilis;BRN;1;7
Hylobates agilis;DEU;1;7
Hylobates agilis;FRA;1;7
Hylobates agilis;NLD;1;7
Hylobates agilis;POL;1;7
Hylobates agilis;SGP;1;7
Hylobates agilis;THA;1;7
Hylobates agilis;USA;1;7
Hylobates albibarbis;IDN;2;2
Hylobates albibarbis;CHN;1;2
Hylobates albibarbis;MYS;1;2
Hylobates albibarbis;SGP;1;2
Hylobates albibarbis;USA;1;2
Hylobates klossii;CHN;1;1
Hylobates klossii;GBR;1;1
Hylobates klossii;IDN;1;1
Hylobates klossii;LAO;1;1
Hylobates klossii;MMR;1;1
Hylobates klossii;NZL;1;1
Hylobates lar;THA;4;28
Hylobates lar;CHN;3;28
Hylobates lar;IDN;3;28
Hylobates lar;USA;3;28
Hylobates lar;AUS;2;28
Hylobates lar;LAO;2;28
Hylobates lar;BGD;1;28
Hylobates lar;BRA;1;28
Hylobates lar;CAN;1;28
Hylobates lar;GEO;1;28
Hylobates lar;IND;1;28
Hylobates lar;JPN;1;28
Hylobates lar;KHM;1;28
Hylobates lar;MMR;1;28
Hylobates lar;MYS;1;28
Hylobates lar;VNM;1;28
Hylobates moloch;IDN;13;34
Hylobates moloch;GBR;4;34
Hylobates moloch;CZE;3;34
Hylobates moloch;KEN;3;34
Hylobates moloch;AUS;2;34
Hylobates moloch;CHN;2;34
Hylobates moloch;DEU;2;34
Hylobates moloch;MYS;2;34
Hylobates moloch;USA;2;34
Hylobates moloch;CHE;1;34
Hylobates moloch;GEO;1;34
Hylobates moloch;GRC;1;34
Hylobates moloch;HUN;1;34
Hylobates moloch;IND;1;34
Hylobates moloch;IRN;1;34
Hylobates moloch;KHM;1;34
Hylobates moloch;MMR;1;34
Hylobates moloch;PER;1;34
Hylobates moloch;POL;1;34
Hylobates moloch;SDN;1;34
Hylobates moloch;SGP;1;34
Hylobates moloch;THA;1;34
Hylobates moloch;TZA;1;34
Hylobates moloch;VNM;1;34
Hylobates moloch;ZWE;1;34
Hylobates muelleri;IDN;6;8
Hylobates muelleri;MYS;4;8
Hylobates muelleri;BRN;2;8
Hylobates muelleri;THA;2;8
Hylobates muelleri;BRA;1;8
Hylobates muelleri;CAN;1;8
Hylobates muelleri;CHN;1;8
Hylobates muelleri;GBR;1;8
Hylobates muelleri;IND;1;8
Hylobates muelleri;JPN;1;8
Hylobates muelleri;MMR;1;8
Hylobates muelleri;NLD;1;8
Hylobates muelleri;SGP;1;8
Hylobates muelleri;TZA;1;8
Hylobates muelleri;USA;1;8
Hylobates pileatus;KHM;6;7
Hylobates pileatus;LAO;4;7
Hylobates pileatus;VNM;4;7
Hylobates pileatus;THA;3;7
Hylobates pileatus;BEL;2;7
Hylobates pileatus;CHN;2;7
Hylobates pileatus;IND;2;7
Hylobates pileatus;BLR;1;7
Hylobates pileatus;GBR;1;7
Hylobates pileatus;IDN;1;7
Hylobates pileatus;LKA;1;7
Hylobates pileatus;MMR;1;7
Hylobates pileatus;MYS;1;7
Hylobates pileatus;USA;1;7
Hyperoodon ampullatus;GBR;16;33
Hyperoodon ampullatus;CAN;3;33
Hyperoodon ampullatus;ISL;3;33
Hyperoodon ampullatus;IRL;2;33
Hyperoodon ampullatus;NOR;2;33
Hyperoodon ampullatus;USA;2;33
Hyperoodon ampullatus;DEU;1;33
Hyperoodon ampullatus;FRA;1;33
Hyperoodon ampullatus;GRC;1;33
Hyperoodon ampullatus;JPN;1;33
Hyperoodon ampullatus;MEX;1;33
Hyperoodon ampullatus;NLD;1;33
Hyperoodon ampullatus;NZL;1;33
Hyperoodon ampullatus;PAK;1;33
Incilius periglenes;CRI;9;25
Incilius periglenes;AUS;5;25
Incilius periglenes;GBR;5;25
Incilius periglenes;USA;4;25
Incilius periglenes;CHN;3;25
Incilius periglenes;DEU;3;25
Incilius periglenes;IND;3;25
Incilius periglenes;CAN;2;25
Incilius periglenes;ESP;2;25
Incilius periglenes;FRA;2;25
Incilius periglenes;ISR;2;25
Incilius periglenes;MDG;2;25
Incilius periglenes;MEX;2;25
Incilius periglenes;MYS;2;25
Incilius periglenes;NZL;2;25
Incilius periglenes;THA;2;25
Incilius periglenes;ARG;1;25
Incilius periglenes;BGD;1;25
Incilius periglenes;BRA;1;25
Incilius periglenes;CHE;1;25
Incilius periglenes;COL;1;25
Incilius periglenes;CZE;1;25
Incilius periglenes;ETH;1;25
Incilius periglenes;IDN;1;25
Incilius periglenes;IRL;1;25
Incilius periglenes;ITA;1;25
Incilius periglenes;JPN;1;25
Incilius periglenes;KEN;1;25
Incilius periglenes;MMR;1;25
Incilius periglenes;RUS;1;25
Incilius periglenes;SDN;1;25
Incilius periglenes;TZA;1;25
Incilius periglenes;ZAF;1;25
Indri indri;ETH;4;14
Indri indri;MDG;4;14
Indri indri;CAN;3;14
Indri indri;FRA;3;14
Indri indri;IDN;3;14
Indri indri;USA;3;14
Indri indri;CHE;2;14
Indri indri;GBR;2;14
Indri indri;MYS;2;14
Indri indri;AFG;1;14
Indri indri;AUS;1;14
Indri indri;BRA;1;14
Indri indri;BRN;1;14
Indri indri;CHN;1;14
Indri indri;DEU;1;14
Indri indri;GIN;1;14
Indri indri;ITA;1;14
Indri indri;RWA;1;14
Indri indri;SAU;1;14
Indri indri;SDN;1;14
Indri indri;SGP;1;14
Indri indri;SWE;1;14
Indri indri;TZA;1;14
Jabiru mycteria;AUS;7;26
Lagorchestes hirsutus;AUS;9;22
Lagorchestes hirsutus;CHN;1;22
Lagorchestes hirsutus;IND;1;22
Lagorchestes hirsutus;JPN;1;22
Lagorchestes hirsutus;SGP;1;22
Lagorchestes hirsutus;VNM;1;22
Lagostrophus fasciatus;AUS;4;12
Lagostrophus fasciatus;PHL;2;12
Lagostrophus fasciatus;FRA;1;12
Lampsilis higginsii;USA;1;1
Lampsilis virescens;IND;1;1
Lampsilis virescens;RUS;1;1
Lampsilis virescens;TUR;1;1
Larus relictus;ARG;1;2
Larus relictus;AUS;1;2
Larus relictus;BOL;1;2
Larus relictus;CHN;1;2
Larus relictus;FRA;1;2
Larus relictus;IND;1;2
Larus relictus;IRN;1;2
Larus relictus;KAZ;1;2
Larus relictus;NPL;1;2
Larus relictus;RUS;1;2
Larus relictus;TUN;1;2
Larus relictus;USA;1;2
Lasiorhinus krefftii;AUS;27;44
Lasiorhinus krefftii;USA;2;44
Lasiorhinus krefftii;CHN;1;44
Lasiorhinus krefftii;GBR;1;44
Lasiorhinus krefftii;KAZ;1;44
Lasiorhinus krefftii;MDG;1;44
Lasiorhinus krefftii;MEX;1;44
Lasiorhinus krefftii;MMR;1;44
Lasiorhinus krefftii;PHL;1;44
Lasiorhinus krefftii;ZWE;1;44
Latimeria chalumnae;ZAF;21;52
Latimeria chalumnae;IDN;10;52
Latimeria chalumnae;CHN;6;52
Latimeria chalumnae;DEU;6;52
Latimeria chalumnae;AUS;5;52
Latimeria chalumnae;MDG;4;52
Latimeria chalumnae;TZA;4;52
Latimeria chalumnae;SGP;3;52
Latimeria chalumnae;USA;3;52
Latimeria chalumnae;CAN;2;52
Latimeria chalumnae;GBR;2;52
Latimeria chalumnae;KEN;2;52
Latimeria chalumnae;PHL;2;52
Latimeria chalumnae;BHR;1;52
Latimeria chalumnae;BRA;1;52
Latimeria chalumnae;COM;1;52
Latimeria chalumnae;CUB;1;52
Latimeria chalumnae;ETH;1;52
Latimeria chalumnae;IND;1;52
Latimeria chalumnae;JPN;1;52
Latimeria chalumnae;LKA;1;52
Latimeria chalumnae;MMR;1;52
Latimeria chalumnae;NZL;1;52
Latimeria chalumnae;POL;1;52
Latimeria chalumnae;RUS;1;52
Latimeria chalumnae;TUR;1;52
Latimeria chalumnae;VNM;1;52
Latimeria chalumnae;ZWE;1;52
Lemur catta;MDG;17;29
Lemur catta;USA;8;29
Lemur catta;GBR;3;29
Lemur catta;CAN;1;29
Lemur catta;FRA;1;29
Lemur catta;NZL;1;29
Lemur catta;OMN;1;29
Leontopithecus chrysomelas;BRA;9;13
Leontopithecus chrysomelas;ARG;2;13
Leontopithecus chrysomelas;IND;2;13
Leontopithecus chrysomelas;MDG;2;13
Leontopithecus chrysomelas;BEL;1;13
Leontopithecus chrysomelas;BOL;1;13
Leontopithecus chrysomelas;CAN;1;13
Leontopithecus chrysomelas;GBR;1;13
Leontopithecus chrysomelas;KEN;1;13
Leontopithecus chrysomelas;PHL;1;13
Leontopithecus chrysomelas;USA;1;13
Leontopithecus chrysomelas;ZAF;1;13
Leontopithecus chrysopygus;AUS;1;2
Leontopithecus chrysopygus;BRA;1;2
Leontopithecus rosalia;BRA;15;25
Leontopithecus rosalia;USA;7;25
Leontopithecus rosalia;PER;3;25
Leontopithecus rosalia;CAN;2;25
Leontopithecus rosalia;COG;2;25
Leontopithecus rosalia;DEU;2;25
Leontopithecus rosalia;MYS;2;25
Leontopithecus rosalia;NLD;2;25
Leontopithecus rosalia;SGP;2;25
Leontopithecus rosalia;ARG;1;25
Leontopithecus rosalia;BOL;1;25
Leontopithecus rosalia;CHL;1;25
Leontopithecus rosalia;FRA;1;25
Leontopithecus rosalia;IND;1;25
Leontopithecus rosalia;PRT;1;25
Leontopithecus rosalia;SVK;1;25
Leopardus geoffroyi;ARG;3;6
Leopardus geoffroyi;BRA;3;6
Leopardus geoffroyi;BOL;2;6
Leopardus geoffroyi;CHN;1;6
Leopardus geoffroyi;GBR;1;6
Leopardus geoffroyi;USA;1;6
Leopardus geoffroyi;VNM;1;6
Leopardus jacobita;USA;14;25
Leopardus jacobita;PER;6;25
Leopardus jacobita;ARG;5;25
Leopardus jacobita;CHN;5;25
Leopardus jacobita;BOL;4;25
Leopardus jacobita;CHL;3;25
Leopardus jacobita;KEN;3;25
Leopardus jacobita;THA;3;25
Leopardus jacobita;ZAF;3;25
Leopardus jacobita;CHE;2;25
Leopardus jacobita;COL;2;25
Leopardus jacobita;CUB;2;25
Leopardus jacobita;IND;2;25
Leopardus jacobita;JPN;2;25
Leopardus jacobita;ALB;1;25
Leopardus jacobita;AUS;1;25
Leopardus jacobita;BRA;1;25
Leopardus jacobita;BWA;1;25
Leopardus jacobita;ESP;1;25
Leopardus jacobita;GEO;1;25
Leopardus jacobita;IRQ;1;25
Leopardus jacobita;KOR;1;25
Leopardus jacobita;MAR;1;25
Leopardus jacobita;MMR;1;25
Leopardus jacobita;NZL;1;25
Leopardus jacobita;PHL;1;25
Leopardus jacobita;PRI;1;25
Leopardus jacobita;PSE;1;25
Leopardus jacobita;RUS;1;25
Leopardus jacobita;RWA;1;25
Leopardus jacobita;SGP;1;25
Leopardus jacobita;TUR;1;25
Leopardus jacobita;TWN;1;25
Leopardus pardalis;USA;17;35
Leopardus pardalis;MEX;12;35
Leopardus pardalis;COL;5;35
Leopardus pardalis;BRA;3;35
Leopardus pardalis;BWA;3;35
Leopardus pardalis;KHM;3;35
Leopardus pardalis;ARG;2;35
Leopardus pardalis;CHL;2;35
Leopardus pardalis;CRI;2;35
Leopardus pardalis;GBR;2;35
Leopardus pardalis;BOL;1;35
Leopardus pardalis;CAN;1;35
Leopardus pardalis;COG;1;35
Leopardus pardalis;FRA;1;35
Leopardus pardalis;GEO;1;35
Leopardus pardalis;GIN;1;35
Leopardus pardalis;IND;1;35
Leopardus pardalis;KEN;1;35
Leopardus pardalis;PER;1;35
Leopardus pardalis;SUR;1;35
Leopardus pardalis;ZAF;1;35
Leopardus tigrinus;BRA;11;31
Leopardus tigrinus;USA;6;31
Leopardus tigrinus;PER;5;31
Leopardus tigrinus;CHN;4;31
Leopardus tigrinus;GBR;4;31
Leopardus tigrinus;BOL;3;31
Leopardus tigrinus;CRI;3;31
Leopardus tigrinus;MEX;3;31
Leopardus tigrinus;ARG;2;31
Leopardus tigrinus;COL;2;31
Leopardus tigrinus;DEU;2;31
Leopardus tigrinus;NLD;2;31
Leopardus tigrinus;NOR;2;31
Leopardus tigrinus;AUS;1;31
Leopardus tigrinus;BEL;1;31
Leopardus tigrinus;BLZ;1;31
Leopardus tigrinus;COG;1;31
Leopardus tigrinus;CUB;1;31
Leopardus tigrinus;IDN;1;31
Leopardus tigrinus;IND;1;31
Leopardus tigrinus;KEN;1;31
Leopardus tigrinus;LAO;1;31
Leopardus tigrinus;SAU;1;31
Leopardus tigrinus;TZA;1;31
Leopardus tigrinus;VNM;1;31
Leopardus wiedii;BRA;3;16
Leopardus wiedii;PER;3;16
Leopardus wiedii;COL;2;16
Leopardus wiedii;GBR;2;16
Leopardus wiedii;USA;2;16
Leopardus wiedii;CRI;1;16
Leopardus wiedii;IND;1;16
Leopardus wiedii;MDG;1;16
Lepidochelys kempii;USA;11;36
Lepidochelys kempii;MEX;8;36
Lepidochelys kempii;GBR;1;36
Lepidochelys kempii;IRL;1;36
Lepidochelys olivacea;IND;12;34
Lepidochelys olivacea;MEX;8;34
Lepidochelys olivacea;CRI;4;34
Lepidochelys olivacea;GBR;2;34
Lepidochelys olivacea;USA;2;34
Lepidochelys olivacea;AUS;1;34
Lepidochelys olivacea;BGD;1;34
Lepidochelys olivacea;CAN;1;34
Lepidochelys olivacea;LKA;1;34
Lepidochelys olivacea;MDV;1;34
Lepidochelys olivacea;PHL;1;34
Lepidochelys olivacea;TUR;1;34
Lepidochelys olivacea;ZAF;1;34
Lepilemur ankaranensis;CHN;1;1
Lepilemur ankaranensis;MDG;1;1
Lepilemur ankaranensis;SGP;1;1
Lepilemur leucopus;BRA;1;1
Lepilemur leucopus;CHN;1;1
Lepilemur leucopus;MDG;1;1
Lepilemur leucopus;USA;1;1
Lepilemur septentrionalis;MDG;10;11
Lepilemur septentrionalis;USA;3;11
Lepilemur septentrionalis;CHN;2;11
Lepilemur septentrionalis;GBR;2;11
Lepilemur septentrionalis;VNM;2;11
Lepilemur septentrionalis;AUS;1;11
Lepilemur septentrionalis;BRN;1;11
Lepilemur septentrionalis;BWA;1;11
Lepilemur septentrionalis;CHL;1;11
Lepilemur septentrionalis;CIV;1;11
Lepilemur septentrionalis;COG;1;11
Lepilemur septentrionalis;COL;1;11
Lepilemur septentrionalis;CRI;1;11
Lepilemur septentrionalis;DEU;1;11
Lepilemur septentrionalis;EGY;1;11
Lepilemur septentrionalis;ETH;1;11
Lepilemur septentrionalis;GHA;1;11
Lepilemur septentrionalis;IDN;1;11
Lepilemur septentrionalis;IND;1;11
Lepilemur septentrionalis;IRN;1;11
Lepilemur septentrionalis;MYS;1;11
Lepilemur septentrionalis;PER;1;11
Lepilemur septentrionalis;ZMB;1;11
Leucopsar rothschildi;GBR;29;92
Leucopsar rothschildi;IDN;17;92
Leucopsar rothschildi;USA;8;92
Leucopsar rothschildi;MYS;6;92
Leucopsar rothschildi;VNM;6;92
Leucopsar rothschildi;AUS;5;92
Leucopsar rothschildi;BRA;4;92
Leucopsar rothschildi;CHN;4;92
Leucopsar rothschildi;ITA;4;92
Leucopsar rothschildi;SGP;4;92
Leucopsar rothschildi;THA;4;92
Leucopsar rothschildi;ESP;2;92
Leucopsar rothschildi;IRL;2;92
Leucopsar rothschildi;PHL;2;92
Leucopsar rothschildi;BEL;1;92
Leucopsar rothschildi;BGR;1;92
Leucopsar rothschildi;DEU;1;92
Leucopsar rothschildi;FIN;1;92
Leucopsar rothschildi;IND;1;92
Leucopsar rothschildi;ISL;1;92
Leucopsar rothschildi;LAO;1;92
Leucopsar rothschildi;LKA;1;92
Leucopsar rothschildi;NOR;1;92
Leucopsar rothschildi;NZL;1;92
Leucopsar rothschildi;ROU;1;92
Leucopsar rothschildi;TWN;1;92
Lipotes vexillifer;CHN;20;28
Lipotes vexillifer;GBR;2;28
Lipotes vexillifer;IRQ;2;28
Lipotes vexillifer;JPN;2;28
Lipotes vexillifer;USA;2;28
Lipotes vexillifer;AUS;1;28
Lipotes vexillifer;BGD;1;28
Lipotes vexillifer;BOL;1;28
Lipotes vexillifer;CAN;1;28
Lipotes vexillifer;FRA;1;28
Lipotes vexillifer;IND;1;28
Lipotes vexillifer;IRL;1;28
Lipotes vexillifer;ISL;1;28
Lipotes vexillifer;MEX;1;28
Lipotes vexillifer;NOR;1;28
Lipotes vexillifer;PRK;1;28
Lipotes vexillifer;VNM;1;28
Lontra felina;IND;3;14
Lontra felina;CHL;2;14
Lontra felina;USA;2;14
Lontra felina;ARG;1;14
Lontra felina;BGD;1;14
Lontra felina;BRA;1;14
Lontra felina;CUB;1;14
Lontra felina;GBR;1;14
Lontra felina;MMR;1;14
Lontra felina;PAK;1;14
Lontra felina;PER;1;14
Lontra felina;ZAF;1;14
Lontra longicaudis;BRA;1;6
Lontra longicaudis;CAN;1;6
Lontra longicaudis;PER;1;6
Lontra longicaudis;USA;1;6
Lophophorus impejanus;IND;11;33
Lophophorus impejanus;BTN;5;33
Lophophorus impejanus;NPL;5;33
Lophophorus impejanus;CHN;4;33
Lophophorus impejanus;PAK;3;33
Lophophorus impejanus;AFG;2;33
Lophophorus impejanus;CAN;2;33
Lophophorus impejanus;KEN;2;33
Lophophorus impejanus;USA;2;33
Lophophorus impejanus;BGD;1;33
Lophophorus impejanus;BLZ;1;33
Lophophorus impejanus;COG;1;33
Lophophorus impejanus;CZE;1;33
Lophophorus impejanus;DEU;1;33
Lophophorus impejanus;FRA;1;33
Lophophorus impejanus;GBR;1;33
Lophophorus impejanus;IDN;1;33
Lophophorus impejanus;MMR;1;33
Lophophorus impejanus;RUS;1;33
Lophophorus impejanus;SGP;1;33
Lophophorus impejanus;THA;1;33
Lophophorus impejanus;VNM;1;33
Lophophorus lhuysii;CHN;2;2
Lophophorus sclateri;IND;5;5
Lophophorus sclateri;CHN;1;5
Lophophorus sclateri;PAK;1;5
Lophura edwardsi;VNM;2;4
Lophura edwardsi;AUS;1;4
Lophura edwardsi;BOL;1;4
Lophura edwardsi;CZE;1;4
Lophura edwardsi;GBR;1;4
Lophura edwardsi;IDN;1;4
Lophura edwardsi;MDG;1;4
Lophura edwardsi;SDN;1;4
Lophura edwardsi;SGP;1;4
Lophura swinhoii;TWN;3;4
Lophura swinhoii;AUS;1;4
Lophura swinhoii;CHN;1;4
Lophura swinhoii;GBR;1;4
Lophura swinhoii;TUR;1;4
Lophura swinhoii;USA;1;4
Loxodonta africana;BWA;18;73
Loxodonta africana;KEN;16;73
Loxodonta africana;ZAF;14;73
Loxodonta africana;USA;12;73
Loxodonta africana;GBR;11;73
Loxodonta africana;CHN;10;73
Loxodonta africana;ZWE;10;73
Loxodonta africana;TZA;9;73
Loxodonta africana;ZMB;7;73
Loxodonta africana;CAN;6;73
Loxodonta africana;DEU;6;73
Loxodonta africana;COG;4;73
Loxodonta africana;IND;4;73
Loxodonta africana;BRA;3;73
Loxodonta africana;CHE;3;73
Loxodonta africana;MWI;3;73
Loxodonta africana;MYS;3;73
Loxodonta africana;RUS;3;73
Loxodonta africana;SWZ;3;73
Loxodonta africana;TCD;3;73
Loxodonta africana;CHL;2;73
Loxodonta africana;CMR;2;73
Loxodonta africana;FRA;2;73
Loxodonta africana;GEO;2;73
Loxodonta africana;IDN;2;73
Loxodonta africana;AUS;1;73
Loxodonta africana;BEL;1;73
Loxodonta africana;BGR;1;73
Loxodonta africana;BLZ;1;73
Loxodonta africana;COL;1;73
Loxodonta africana;CUB;1;73
Loxodonta africana;ESP;1;73
Loxodonta africana;ETH;1;73
Loxodonta africana;GAB;1;73
Loxodonta africana;GHA;1;73
Loxodonta africana;IRN;1;73
Loxodonta africana;ISR;1;73
Loxodonta africana;JOR;1;73
Loxodonta africana;JPN;1;73
Loxodonta africana;KHM;1;73
Loxodonta africana;LAO;1;73
Loxodonta africana;MEX;1;73
Loxodonta africana;MMR;1;73
Loxodonta africana;NPL;1;73
Loxodonta africana;NZL;1;73
Loxodonta africana;PHL;1;73
Loxodonta africana;PRI;1;73
Loxodonta africana;PRT;1;73
Loxodonta africana;THA;1;73
Loxodonta africana;TWN;1;73
Loxodonta africana;VNM;1;73
Lutra lutra;GBR;21;72
Lutra lutra;CHN;11;72
Lutra lutra;IND;10;72
Lutra lutra;JPN;8;72
Lutra lutra;IDN;7;72
Lutra lutra;THA;7;72
Lutra lutra;IRL;5;72
Lutra lutra;NOR;5;72
Lutra lutra;PHL;5;72
Lutra lutra;RUS;5;72
Lutra lutra;DEU;4;72
Lutra lutra;FRA;4;72
Lutra lutra;ISR;4;72
Lutra lutra;MYS;4;72
Lutra lutra;USA;4;72
Lutra lutra;AUS;3;72
Lutra lutra;LBN;3;72
Lutra lutra;NPL;3;72
Lutra lutra;VNM;3;72
Lutra lutra;BEL;2;72
Lutra lutra;CAN;2;72
Lutra lutra;CZE;2;72
Lutra lutra;EST;2;72
Lutra lutra;IRN;2;72
Lutra lutra;LKA;2;72
Lutra lutra;LTU;2;72
Lutra lutra;LUX;2;72
Lutra lutra;MEX;2;72
Lutra lutra;MMR;2;72
Lutra lutra;PAK;2;72
Lutra lutra;POL;2;72
Lutra lutra;ROU;2;72
Lutra lutra;SGP;2;72
Lutra lutra;TWN;2;72
Lutra lutra;AFG;1;72
Lutra lutra;AUT;1;72
Lutra lutra;BGD;1;72
Lutra lutra;BLR;1;72
Lutra lutra;BRA;1;72
Lutra lutra;BTN;1;72
Lutra lutra;BWA;1;72
Lutra lutra;CHE;1;72
Lutra lutra;COG;1;72
Lutra lutra;CRI;1;72
Lutra lutra;DNK;1;72
Lutra lutra;ETH;1;72
Lutra lutra;FIN;1;72
Lutra lutra;GAB;1;72
Lutra lutra;ISL;1;72
Lutra lutra;KAZ;1;72
Lutra lutra;KEN;1;72
Lutra lutra;KHM;1;72
Lutra lutra;LVA;1;72
Lutra lutra;MDG;1;72
Lutra lutra;NLD;1;72
Lutra lutra;PER;1;72
Lutra lutra;SRB;1;72
Lutra lutra;SWE;1;72
Lutra lutra;SWZ;1;72
Lutra lutra;TUR;1;72
Lutra lutra;UKR;1;72
Lutra lutra;ZAF;1;72
Lutra lutra;ZWE;1;72
Lutrogale perspicillata;IND;13;29
Lutrogale perspicillata;SGP;7;29
Lutrogale perspicillata;BGD;5;29
Lutrogale perspicillata;MYS;5;29
Lutrogale perspicillata;NPL;4;29
Lutrogale perspicillata;PHL;4;29
Lutrogale perspicillata;THA;4;29
Lutrogale perspicillata;IDN;3;29
Lutrogale perspicillata;JPN;3;29
Lutrogale perspicillata;LKA;3;29
Lutrogale perspicillata;MMR;3;29
Lutrogale perspicillata;CHN;2;29
Lutrogale perspicillata;KHM;2;29
Lutrogale perspicillata;TWN;2;29
Lutrogale perspicillata;VNM;2;29
Lutrogale perspicillata;AUS;1;29
Lutrogale perspicillata;BRA;1;29
Lutrogale perspicillata;BRN;1;29
Lutrogale perspicillata;BTN;1;29
Lutrogale perspicillata;BWA;1;29
Lutrogale perspicillata;CHE;1;29
Lutrogale perspicillata;GBR;1;29
Lutrogale perspicillata;IRN;1;29
Lutrogale perspicillata;IRQ;1;29
Lutrogale perspicillata;KOR;1;29
Lutrogale perspicillata;PAK;1;29
Lutrogale perspicillata;USA;1;29
Lutrogale perspicillata;ZAF;1;29
Lutrogale perspicillata;ZWE;1;29
Lygodactylus williamsi;MDG;1;3
Lygodactylus williamsi;USA;1;3
Lygodactylus williamsi;ZAF;1;3
Lynx pardinus;ESP;23;34
Lynx pardinus;PRT;23;34
Lynx pardinus;CHN;4;34
Lynx pardinus;FRA;4;34
Lynx pardinus;GBR;3;34
Lynx pardinus;USA;3;34
Lynx pardinus;AUS;2;34
Lynx pardinus;ITA;2;34
Lynx pardinus;MEX;2;34
Lynx pardinus;ROU;2;34
Lynx pardinus;ARG;1;34
Lynx pardinus;BEN;1;34
Lynx pardinus;CAN;1;34
Lynx pardinus;CHL;1;34
Lynx pardinus;DEU;1;34
Lynx pardinus;DZA;1;34
Lynx pardinus;EGY;1;34
Lynx pardinus;EST;1;34
Lynx pardinus;IDN;1;34
Lynx pardinus;MAR;1;34
Lynx pardinus;MYS;1;34
Lynx pardinus;POL;1;34
Lynx pardinus;RUS;1;34
Lynx pardinus;TUN;1;34
Macaca silenus;IND;20;36
Macaca silenus;CHN;2;36
Macaca silenus;LKA;2;36
Macaca silenus;ARE;1;36
Macaca silenus;ARG;1;36
Macaca silenus;AUS;1;36
Macaca silenus;BEL;1;36
Macaca silenus;BGD;1;36
Macaca silenus;BTN;1;36
Macaca silenus;CHE;1;36
Macaca silenus;COG;1;36
Macaca silenus;DEU;1;36
Macaca silenus;FRA;1;36
Macaca silenus;IDN;1;36
Macaca silenus;ITA;1;36
Macaca silenus;JPN;1;36
Macaca silenus;PAK;1;36
Macaca silenus;PHL;1;36
Macaca silenus;THA;1;36
Macaca silenus;USA;1;36
Macaca sylvanus;MAR;21;40
Macaca sylvanus;DZA;15;40
Macaca sylvanus;GBR;15;40
Macaca sylvanus;ESP;7;40
Macaca sylvanus;DEU;5;40
Macaca sylvanus;CHN;4;40
Macaca sylvanus;FRA;4;40
Macaca sylvanus;RUS;4;40
Macaca sylvanus;GEO;3;40
Macaca sylvanus;IDN;3;40
Macaca sylvanus;ZAF;3;40
Macaca sylvanus;AUS;2;40
Macaca sylvanus;BRA;2;40
Macaca sylvanus;CAN;2;40
Macaca sylvanus;IND;2;40
Macaca sylvanus;IRL;2;40
Macaca sylvanus;MDG;2;40
Macaca sylvanus;NPL;2;40
Macaca sylvanus;TUN;2;40
Macaca sylvanus;TUR;2;40
Macaca sylvanus;VNM;2;40
Macaca sylvanus;BRB;1;40
Macaca sylvanus;CHL;1;40
Macaca sylvanus;CIV;1;40
Macaca sylvanus;CMR;1;40
Macaca sylvanus;COL;1;40
Macaca sylvanus;EGY;1;40
Macaca sylvanus;FIN;1;40
Macaca sylvanus;GIN;1;40
Macaca sylvanus;GRC;1;40
Macaca sylvanus;IRN;1;40
Macaca sylvanus;ISL;1;40
Macaca sylvanus;ISR;1;40
Macaca sylvanus;JPN;1;40
Macaca sylvanus;KEN;1;40
Macaca sylvanus;LAO;1;40
Macaca sylvanus;MRT;1;40
Macaca sylvanus;MYS;1;40
Macaca sylvanus;NOR;1;40
Macaca sylvanus;PER;1;40
Macaca sylvanus;PHL;1;40
Macaca sylvanus;POL;1;40
Macaca sylvanus;PRI;1;40
Macaca sylvanus;SDN;1;40
