title;views;scientific_name;datetime
Mandrill;23384;Mandrillus sphinx;2017-04-01
Mandrill;23147;Mandrillus sphinx;2017-05-01
Mandrill;18659;Mandrillus sphinx;2017-06-01
Mandrill;20424;Mandrillus sphinx;2017-07-01
Mandrill;20813;Mandrillus sphinx;2017-08-01
Mandrill;18556;Mandrillus sphinx;2017-09-01
Mandrill;28348;Mandrillus sphinx;2017-10-01
Mandrill;25072;Mandrillus sphinx;2017-11-01
Mandrill;20336;Mandrillus sphinx;2017-12-01
Mandrill;25195;Mandrillus sphinx;2018-01-01
Mandrill;21753;Mandrillus sphinx;2018-02-01
Mandrill;25575;Mandrillus sphinx;2018-03-01
Mandrill;22954;Mandrillus sphinx;2018-04-01
Mandrill;21400;Mandrillus sphinx;2018-05-01
Mandrill;21469;Mandrillus sphinx;2018-06-01
Mandrill;19765;Mandrillus sphinx;2018-07-01
Mandrill;19903;Mandrillus sphinx;2018-08-01
Mandrill;17550;Mandrillus sphinx;2018-09-01
Mandrill;19967;Mandrillus sphinx;2018-10-01
Mandrill;350692;Mandrillus sphinx;2018-11-01
Mandrill;21945;Mandrillus sphinx;2018-12-01
Mandrill;24161;Mandrillus sphinx;2019-01-01
Mandrill;20099;Mandrillus sphinx;2019-02-01
Mandrill;22432;Mandrillus sphinx;2019-03-01
Mandrill;24837;Mandrillus sphinx;2019-04-01
Mandrill;22207;Mandrillus sphinx;2019-05-01
Mandrill;21391;Mandrillus sphinx;2019-06-01
Mandrill;70437;Mandrillus sphinx;2019-07-01
Mandrill;37824;Mandrillus sphinx;2019-08-01
Mandrill;24396;Mandrillus sphinx;2019-09-01
Mandrill;28584;Mandrillus sphinx;2019-10-01
Mandrill;27584;Mandrillus sphinx;2019-11-01
Mandrill;49873;Mandrillus sphinx;2019-12-01
Mandrill;35562;Mandrillus sphinx;2020-01-01
Mandrill;55582;Mandrillus sphinx;2020-02-01
Mandrill;64171;Mandrillus sphinx;2020-03-01
Mandrill;55427;Mandrillus sphinx;2020-04-01
Mandrill;41927;Mandrillus sphinx;2020-05-01
Mandrill;33132;Mandrillus sphinx;2020-06-01
Mandrill;41908;Mandrillus sphinx;2020-07-01
Mandrill;40794;Mandrillus sphinx;2020-08-01
Mandrill;29263;Mandrillus sphinx;2020-09-01
Mandrill;30592;Mandrillus sphinx;2020-10-01
Mandrill;29695;Mandrillus sphinx;2020-11-01
Mandrill;30487;Mandrillus sphinx;2020-12-01
Jaguar;109315;Panthera onca;2015-07-01
Jaguar;115569;Panthera onca;2015-08-01
Jaguar;112056;Panthera onca;2015-09-01
Jaguar;129419;Panthera onca;2015-10-01
Jaguar;120113;Panthera onca;2015-11-01
Jaguar;105382;Panthera onca;2015-12-01
Jaguar;149242;Panthera onca;2016-01-01
Jaguar;166859;Panthera onca;2016-02-01
Jaguar;129453;Panthera onca;2016-03-01
Jaguar;140305;Panthera onca;2016-04-01
Jaguar;170910;Panthera onca;2016-05-01
Jaguar;128347;Panthera onca;2016-06-01
Jaguar;95399;Panthera onca;2016-07-01
Jaguar;97740;Panthera onca;2016-08-01
Jaguar;110384;Panthera onca;2016-09-01
Jaguar;120773;Panthera onca;2016-10-01
Jaguar;128647;Panthera onca;2016-11-01
Jaguar;131572;Panthera onca;2016-12-01
Jaguar;127581;Panthera onca;2017-01-01
Jaguar;353949;Panthera onca;2017-02-01
Jaguar;145540;Panthera onca;2017-03-01
Jaguar;120365;Panthera onca;2017-04-01
Jaguar;125637;Panthera onca;2017-05-01
Jaguar;115080;Panthera onca;2017-06-01
Jaguar;94355;Panthera onca;2017-07-01
Jaguar;93007;Panthera onca;2017-08-01
Jaguar;103529;Panthera onca;2017-09-01
Jaguar;111106;Panthera onca;2017-10-01
Jaguar;107886;Panthera onca;2017-11-01
Jaguar;117591;Panthera onca;2017-12-01
Jaguar;154867;Panthera onca;2018-01-01
Jaguar;127507;Panthera onca;2018-02-01
Jaguar;151967;Panthera onca;2018-03-01
Jaguar;129668;Panthera onca;2018-04-01
Jaguar;144698;Panthera onca;2018-05-01
Jaguar;113868;Panthera onca;2018-06-01
Jaguar;126293;Panthera onca;2018-07-01
Jaguar;104136;Panthera onca;2018-08-01
Jaguar;104409;Panthera onca;2018-09-01
Jaguar;116268;Panthera onca;2018-10-01
Jaguar;113404;Panthera onca;2018-11-01
Jaguar;117962;Panthera onca;2018-12-01
Jaguar;122071;Panthera onca;2019-01-01
Jaguar;154052;Panthera onca;2019-02-01
Jaguar;131148;Panthera onca;2019-03-01
Jaguar;101083;Panthera onca;2019-04-01
Jaguar;100914;Panthera onca;2019-05-01
Jaguar;92172;Panthera onca;2019-06-01
Jaguar;101477;Panthera onca;2019-07-01
Jaguar;101662;Panthera onca;2019-08-01
Jaguar;94657;Panthera onca;2019-09-01
Jaguar;98787;Panthera onca;2019-10-01
Jaguar;97522;Panthera onca;2019-11-01
Jaguar;88147;Panthera onca;2019-12-01
Jaguar;99532;Panthera onca;2020-01-01
Jaguar;98114;Panthera onca;2020-02-01
Jaguar;110905;Panthera onca;2020-03-01
Jaguar;142634;Panthera onca;2020-04-01
Jaguar;109916;Panthera onca;2020-05-01
Jaguar;87629;Panthera onca;2020-06-01
Jaguar;91908;Panthera onca;2020-07-01
Jaguar;89737;Panthera onca;2020-08-01
Jaguar;91892;Panthera onca;2020-09-01
Jaguar;101422;Panthera onca;2020-10-01
Jaguar;88098;Panthera onca;2020-11-01
Jaguar;90327;Panthera onca;2020-12-01
