scientific_name;Countries;mentions_country;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution
Batagur affinis;cambodia;44;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;singapore;28;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;malaysia;7;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;myanmar;5;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;thailand;4;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;china;3;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;vietnam;3;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;argentina;1;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;australia;1;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;belgium;1;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;bolivia;1;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;japan;1;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur affinis;paraguay;1;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam
Batagur baska;india;29;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;bangladesh;28;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;myanmar;27;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;cambodia;12;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;malaysia;6;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;indonesia;5;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;china;3;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;thailand;3;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;vietnam;3;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;canada;2;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;australia;1;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;brazil;1;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;singapore;1;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Batagur baska;yemen;1;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
Berardius arnuxii;new zealand;4;65.0;5;9760;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;arnuxii;I;Antarctica,Argentina,Australia,Brazil,Chile,Falkland Islands (Malvinas),New Zealand,South Africa;
Berardius arnuxii;australia;2;65.0;5;9760;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;arnuxii;I;Antarctica,Argentina,Australia,Brazil,Chile,Falkland Islands (Malvinas),New Zealand,South Africa;
Berardius arnuxii;japan;1;65.0;5;9760;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;arnuxii;I;Antarctica,Argentina,Australia,Brazil,Chile,Falkland Islands (Malvinas),New Zealand,South Africa;
Berardius bairdii;japan;58;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;australia;5;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;india;5;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;costa rica;2;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;new zealand;2;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;argentina;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;brazil;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;cambodia;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;china;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;colombia;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;france;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;guyana;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;indonesia;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;myanmar;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;netherlands;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;norway;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;thailand;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Berardius bairdii;vietnam;1;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
Bettongia gaimardi;australia;40;438.0;25;15100;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;gaimardi;I;Australia;
Bettongia gaimardi;new zealand;6;438.0;25;15100;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;gaimardi;I;Australia;
Bettongia gaimardi;china;1;438.0;25;15100;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;gaimardi;I;Australia;
Bettongia lesueur;australia;88;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;indonesia;9;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;jamaica;8;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;new zealand;7;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;turkey;5;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;barbados;3;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;china;3;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;brazil;2;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;guam;2;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;guyana;2;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;belgium;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;cuba;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;egypt;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;france;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;georgia;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;greece;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;guatemala;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;india;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;israel;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;japan;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;kenya;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;lebanon;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;south africa;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia lesueur;south korea;1;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;
Bettongia penicillata;australia;55;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
Bettongia penicillata;china;2;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
Bettongia penicillata;ecuador;1;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
Bettongia penicillata;india;1;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
Bettongia penicillata;malaysia;1;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
Bettongia penicillata;mauritius;1;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
Bettongia penicillata;singapore;1;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
Bettongia penicillata;sri lanka;1;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;
Bettongia tropica;australia;16;650.0;8;15700;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;tropica;I;Australia;
Blastocerus dichotomus;brazil;45;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
Blastocerus dichotomus;argentina;13;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
Blastocerus dichotomus;bolivia;10;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
Blastocerus dichotomus;indonesia;3;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
Blastocerus dichotomus;china;2;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
Blastocerus dichotomus;france;1;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
Blastocerus dichotomus;mexico;1;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
Blastocerus dichotomus;singapore;1;405.0;20;63100;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
Boa constrictor occidentalis;peru;2;54.0;2;17800;0;Animalia;Reptilia;Serpentes;Boidae;Boa;constrictor;I;Argentina,Paraguay;
Boa constrictor occidentalis;bolivia;1;54.0;2;17800;0;Animalia;Reptilia;Serpentes;Boidae;Boa;constrictor;I;Argentina,Paraguay;
Boa constrictor occidentalis;brazil;1;54.0;2;17800;0;Animalia;Reptilia;Serpentes;Boidae;Boa;constrictor;I;Argentina,Paraguay;
Boa constrictor occidentalis;mauritius;1;54.0;2;17800;0;Animalia;Reptilia;Serpentes;Boidae;Boa;constrictor;I;Argentina,Paraguay;
Boa constrictor occidentalis;venezuela;1;54.0;2;17800;0;Animalia;Reptilia;Serpentes;Boidae;Boa;constrictor;I;Argentina,Paraguay;
Bos gaurus;cambodia;24;844.0;34;172000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka
Bos gaurus;india;12;844.0;34;172000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka
Bos gaurus;china;9;844.0;34;172000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka
Bos gaurus;thailand;4;844.0;34;172000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka
Bos gaurus;south korea;2;844.0;34;172000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka
Bos gaurus;myanmar;1;844.0;34;172000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka
Bos gaurus;turkey;1;844.0;34;172000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka
Bos mutus;china;54;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;india;6;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;pakistan;6;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;brazil;2;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;mongolia;2;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;afghanistan;1;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;australia;1;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;canada;1;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;iran;1;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;mexico;1;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos mutus;russia;1;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
Bos sauveli;cambodia;18;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;indonesia;6;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;thailand;6;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;iran;5;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;malaysia;5;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;myanmar;5;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;vietnam;5;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;iraq;4;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;bahrain;3;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;hong kong;3;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;india;2;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;australia;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;brunei;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;canada;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;japan;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;philippines;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;poland;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;qatar;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;rwanda;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;south africa;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;tanzania;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Bos sauveli;uganda;1;6101.0;13;20500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;sauveli;I;;
Brachylophus fasciatus;south africa;1;276.0;2;28200;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;fasciatus;I;Fiji;
Brachylophus vitiensis;guyana;6;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;australia;2;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;canada;2;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;fiji;2;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;brazil;1;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;indonesia;1;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;ireland;1;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;kenya;1;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;malaysia;1;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachylophus vitiensis;new zealand;1;173.0;11;12800;0;Animalia;Reptilia;Sauria;Iguanidae;Brachylophus;vitiensis;I;Fiji;
Brachyteles arachnoides;brazil;51;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;china;4;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;indonesia;3;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;malaysia;2;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;argentina;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;canada;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;egypt;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;india;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;japan;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;new zealand;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;peru;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;portugal;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
Brachyteles arachnoides;russia;1;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
