scientific_name;mentions;shares;country;iso3
Lepilemur septentrionalis;1;3539.0;Ethiopia;ETH
Lepilemur septentrionalis;1;3539.0;India;IND
Lepilemur septentrionalis;1;3539.0;Indonesia;IDN
Lepilemur septentrionalis;1;3539.0;Iran, Islamic Republic of;IRN
Lepilemur septentrionalis;1;3539.0;Jersey;JEY
Lepilemur septentrionalis;1;3539.0;Malaysia;MYS
Lepilemur septentrionalis;1;3539.0;Mozambique;MOZ
Lepilemur septentrionalis;1;3539.0;Namibia;NAM
Lepilemur septentrionalis;1;3539.0;New Caledonia;NCL
Lepilemur septentrionalis;1;3539.0;Nicaragua;NIC
Lepilemur septentrionalis;1;3539.0;Papua New Guinea;PNG
Lepilemur septentrionalis;1;3539.0;Peru;PER
Lepilemur septentrionalis;1;3539.0;United Kingdom;GBR
Lepilemur septentrionalis;1;3539.0;Venezuela, Bolivarian Republic of;VEN
Lepilemur septentrionalis;1;3539.0;Viet Nam;VNM
Lepilemur septentrionalis;1;3539.0;Zambia;ZMB
Leucopsar rothschildi;1;1313.0;Brazil;BRA
Leucopsar rothschildi;1;1313.0;Indonesia;IDN
Leucopsar rothschildi;1;1313.0;Malaysia;MYS
Leucopsar rothschildi;1;1313.0;Singapore;SGP
Leucopsar rothschildi;1;1313.0;Thailand;THA
Lipotes vexillifer;4;2427.0;China;CHN
Lipotes vexillifer;2;2427.0;United Kingdom;GBR
Lipotes vexillifer;1;2427.0;Australia;AUS
Lipotes vexillifer;1;2427.0;Bahamas;BHS
Lipotes vexillifer;1;2427.0;Canada;CAN
Lipotes vexillifer;1;2427.0;Iceland;ISL
Lipotes vexillifer;1;2427.0;Ireland;IRL
Lipotes vexillifer;1;2427.0;Japan;JPN
Lipotes vexillifer;1;2427.0;Mexico;MEX
Lipotes vexillifer;1;2427.0;Norway;NOR
Lipotes vexillifer;1;2427.0;United States;USA
Lipotes vexillifer;1;2427.0;Viet Nam;VNM
Lophura edwardsi;1;2183.0;Australia;AUS
Lophura edwardsi;1;2183.0;Bolivia, Plurinational State of;BOL
Lophura edwardsi;1;2183.0;Czechia;CZE
Lophura edwardsi;1;2183.0;Indonesia;IDN
Lophura edwardsi;1;2183.0;Madagascar;MDG
Lophura edwardsi;1;2183.0;Singapore;SGP
Lophura edwardsi;1;2183.0;Sudan;SDN
Lophura edwardsi;1;2183.0;United Kingdom;GBR
Lophura edwardsi;1;2183.0;Viet Nam;VNM
Loxodonta africana;4;9441.0;China;CHN
Loxodonta africana;4;9441.0;United States;USA
Loxodonta africana;3;9441.0;Botswana;BWA
Loxodonta africana;3;9441.0;Kenya;KEN
Loxodonta africana;3;9441.0;South Africa;ZAF
Loxodonta africana;2;9441.0;Canada;CAN
Loxodonta africana;2;9441.0;Georgia;GEO
Loxodonta africana;2;9441.0;Germany;DEU
Loxodonta africana;2;9441.0;United Kingdom;GBR
Loxodonta africana;2;9441.0;Zimbabwe;ZWE
Loxodonta africana;1;9441.0;Brazil;BRA
Loxodonta africana;1;9441.0;Bulgaria;BGR
Loxodonta africana;1;9441.0;Cuba;CUB
Loxodonta africana;1;9441.0;India;IND
Loxodonta africana;1;9441.0;Jersey;JEY
Loxodonta africana;1;9441.0;Mozambique;MOZ
Loxodonta africana;1;9441.0;Namibia;NAM
Loxodonta africana;1;9441.0;Nepal;NPL
Loxodonta africana;1;9441.0;Puerto Rico;PRI
Loxodonta africana;1;9441.0;Russian Federation;RUS
Loxodonta africana;1;9441.0;Switzerland;CHE
Loxodonta africana;1;9441.0;Thailand;THA
Lutra lutra;2;2236.0;United Kingdom;GBR
Lutra lutra;1;2236.0;China;CHN
Lutra lutra;1;2236.0;Hong Kong;HKG
Lutra lutra;1;2236.0;Ireland;IRL
Lutra lutra;1;2236.0;Malaysia;MYS
Lutra lutra;1;2236.0;Singapore;SGP
Lutrogale perspicillata;1;2101.0;Singapore;SGP
Lygodactylus williamsi;1;538.0;Madagascar;MDG
Lynx pardinus;4;5512.0;Portugal;PRT
Lynx pardinus;4;5512.0;Spain;ESP
Lynx pardinus;2;5512.0;Australia;AUS
Lynx pardinus;2;5512.0;China;CHN
Lynx pardinus;2;5512.0;France;FRA
Lynx pardinus;2;5512.0;Mexico;MEX
Lynx pardinus;1;5512.0;Canada;CAN
Lynx pardinus;1;5512.0;United States;USA
Macaca silenus;1;1792.0;India;IND
Macaca sylvanus;2;3232.0;Gibraltar;GIB
Macaca sylvanus;1;3232.0;Algeria;DZA
Macaca sylvanus;1;3232.0;China;CHN
Macaca sylvanus;1;3232.0;Georgia;GEO
Macaca sylvanus;1;3232.0;Hong Kong;HKG
Macaca sylvanus;1;3232.0;Indonesia;IDN
Macaca sylvanus;1;3232.0;Lao People's Democratic Republic;LAO
Macaca sylvanus;1;3232.0;Morocco;MAR
Macaca sylvanus;1;3232.0;Philippines;PHL
Macaca sylvanus;1;3232.0;Russian Federation;RUS
Macaca sylvanus;1;3232.0;South Africa;ZAF
Macaca sylvanus;1;3232.0;Viet Nam;VNM
Macrotis lagotis;3;3080.0;Australia;AUS
Macrotis lagotis;1;3080.0;Brazil;BRA
Malacochersus tornieri;1;3079.0;Cameroon;CMR
Malacochersus tornieri;1;3079.0;Canada;CAN
Malacochersus tornieri;1;3079.0;Guinea;GIN
Malacochersus tornieri;1;3079.0;Japan;JPN
Malacochersus tornieri;1;3079.0;Mauritania;MRT
Malacochersus tornieri;1;3079.0;Mexico;MEX
Malacochersus tornieri;1;3079.0;United States;USA
Manis crassicaudata;8;17159.0;China;CHN
Manis crassicaudata;4;17159.0;Viet Nam;VNM
Manis crassicaudata;3;17159.0;India;IND
Manis crassicaudata;3;17159.0;Myanmar;MMR
Manis crassicaudata;3;17159.0;United States;USA
Manis crassicaudata;2;17159.0;Malaysia;MYS
Manis crassicaudata;2;17159.0;Nigeria;NGA
Manis crassicaudata;2;17159.0;Sri Lanka;LKA
Manis crassicaudata;2;17159.0;Zimbabwe;ZWE
Manis crassicaudata;1;17159.0;Angola;AGO
Manis crassicaudata;1;17159.0;Bangladesh;BGD
Manis crassicaudata;1;17159.0;Bhutan;BTN
Manis crassicaudata;1;17159.0;Botswana;BWA
Manis crassicaudata;1;17159.0;Cambodia;KHM
Manis crassicaudata;1;17159.0;Cameroon;CMR
Manis crassicaudata;1;17159.0;Congo;COG
Manis crassicaudata;1;17159.0;Ghana;GHA
Manis crassicaudata;1;17159.0;Hong Kong;HKG
Manis crassicaudata;1;17159.0;Indonesia;IDN
Manis crassicaudata;1;17159.0;Korea, Republic of;KOR
Manis crassicaudata;1;17159.0;Lao People's Democratic Republic;LAO
Manis crassicaudata;1;17159.0;Mozambique;MOZ
Manis crassicaudata;1;17159.0;Namibia;NAM
Manis crassicaudata;1;17159.0;Nepal;NPL
Manis crassicaudata;1;17159.0;Pakistan;PAK
Manis crassicaudata;1;17159.0;Singapore;SGP
Manis crassicaudata;1;17159.0;South Africa;ZAF
Manis crassicaudata;1;17159.0;Switzerland;CHE
Manis crassicaudata;1;17159.0;Thailand;THA
Manis crassicaudata;1;17159.0;Uganda;UGA
Manis crassicaudata;1;17159.0;United Kingdom;GBR
Manis crassicaudata;1;17159.0;Zambia;ZMB
Manis culionensis;1;2223.0;Bangladesh;BGD
Manis culionensis;1;2223.0;Cambodia;KHM
Manis culionensis;1;2223.0;China;CHN
Manis culionensis;1;2223.0;Colombia;COL
Manis culionensis;1;2223.0;India;IND
Manis culionensis;1;2223.0;Indonesia;IDN
Manis culionensis;1;2223.0;Lao People's Democratic Republic;LAO
Manis culionensis;1;2223.0;Malaysia;MYS
Manis culionensis;1;2223.0;Myanmar;MMR
Manis culionensis;1;2223.0;Nepal;NPL
Manis culionensis;1;2223.0;Philippines;PHL
Manis culionensis;1;2223.0;Sri Lanka;LKA
Manis culionensis;1;2223.0;Thailand;THA
Manis culionensis;1;2223.0;Viet Nam;VNM
Manis gigantea;7;7820.0;China;CHN
Manis gigantea;6;7820.0;Nigeria;NGA
Manis gigantea;6;7820.0;Viet Nam;VNM
Manis gigantea;4;7820.0;Singapore;SGP
Manis gigantea;4;7820.0;South Africa;ZAF
Manis gigantea;3;7820.0;Gabon;GAB
Manis gigantea;3;7820.0;Uganda;UGA
Manis gigantea;3;7820.0;Zimbabwe;ZWE
Manis gigantea;2;7820.0;Cameroon;CMR
Manis gigantea;2;7820.0;Ghana;GHA
Manis gigantea;2;7820.0;Hong Kong;HKG
Manis gigantea;2;7820.0;Malaysia;MYS
Manis gigantea;2;7820.0;Tanzania, United Republic of;TZA
Manis gigantea;2;7820.0;United Kingdom;GBR
Manis gigantea;1;7820.0;Central African Republic;CAF
Manis gigantea;1;7820.0;Congo;COG
Manis gigantea;1;7820.0;Congo, The Democratic Republic of the;COD
Manis gigantea;1;7820.0;Kenya;KEN
Manis gigantea;1;7820.0;Philippines;PHL
Manis gigantea;1;7820.0;Thailand;THA
Manis gigantea;1;7820.0;Venezuela, Bolivarian Republic of;VEN
Manis javanica;4;7866.0;China;CHN
Manis javanica;1;7866.0;United Kingdom;GBR
Manis javanica;1;7866.0;United States;USA
Manis javanica;1;7866.0;Viet Nam;VNM
Manis pentadactyla;2;1870.0;China;CHN
Manis pentadactyla;2;1870.0;United States;USA
Manis pentadactyla;2;1870.0;Viet Nam;VNM
Manis pentadactyla;1;1870.0;Indonesia;IDN
Manis pentadactyla;1;1870.0;Taiwan, Province of China;TWN
Manis pentadactyla;1;1870.0;Zimbabwe;ZWE
Manis temminckii;9;8225.0;China;CHN
Manis temminckii;4;8225.0;United States;USA
Manis temminckii;3;8225.0;Australia;AUS
Manis temminckii;3;8225.0;Viet Nam;VNM
Manis temminckii;2;8225.0;Hong Kong;HKG
Manis temminckii;2;8225.0;Kenya;KEN
Manis temminckii;2;8225.0;United Kingdom;GBR
Manis temminckii;1;8225.0;Cameroon;CMR
Manis temminckii;1;8225.0;Canada;CAN
Manis temminckii;1;8225.0;Equatorial Guinea;GNQ
Manis temminckii;1;8225.0;Ethiopia;ETH
Manis temminckii;1;8225.0;Gabon;GAB
Manis temminckii;1;8225.0;Germany;DEU
Manis temminckii;1;8225.0;Guinea;GIN
Manis temminckii;1;8225.0;India;IND
Manis temminckii;1;8225.0;Japan;JPN
Manis temminckii;1;8225.0;Liberia;LBR
Manis temminckii;1;8225.0;Malaysia;MYS
Manis temminckii;1;8225.0;Mozambique;MOZ
Manis temminckii;1;8225.0;Nigeria;NGA
Manis temminckii;1;8225.0;Singapore;SGP
Manis temminckii;1;8225.0;South Africa;ZAF
Manis temminckii;1;8225.0;Uganda;UGA
Manis temminckii;1;8225.0;Zimbabwe;ZWE
Manis tetradactyla;2;3212.0;China;CHN
Manis tetradactyla;2;3212.0;Nigeria;NGA
Manis tetradactyla;2;3212.0;Philippines;PHL
Manis tetradactyla;1;3212.0;Canada;CAN
Manis tetradactyla;1;3212.0;France;FRA
Manis tetradactyla;1;3212.0;Singapore;SGP
Manis tetradactyla;1;3212.0;Thailand;THA
Manis tetradactyla;1;3212.0;United States;USA
Manis tetradactyla;1;3212.0;Viet Nam;VNM
Manis tricuspis;6;63915.0;China;CHN
Manis tricuspis;3;63915.0;Viet Nam;VNM
Manis tricuspis;2;63915.0;Hong Kong;HKG
Manis tricuspis;2;63915.0;Malaysia;MYS
Manis tricuspis;2;63915.0;Mexico;MEX
Manis tricuspis;2;63915.0;United Kingdom;GBR
Manis tricuspis;1;63915.0;Algeria;DZA
Manis tricuspis;1;63915.0;Australia;AUS
Manis tricuspis;1;63915.0;Cambodia;KHM
Manis tricuspis;1;63915.0;Canada;CAN
Manis tricuspis;1;63915.0;Colombia;COL
Manis tricuspis;1;63915.0;Congo;COG
Manis tricuspis;1;63915.0;Congo, The Democratic Republic of the;COD
Manis tricuspis;1;63915.0;Gibraltar;GIB
Manis tricuspis;1;63915.0;Guatemala;GTM
Manis tricuspis;1;63915.0;India;IND
Manis tricuspis;1;63915.0;Indonesia;IDN
Manis tricuspis;1;63915.0;Kazakhstan;KAZ
Manis tricuspis;1;63915.0;Madagascar;MDG
Manis tricuspis;1;63915.0;Morocco;MAR
Manis tricuspis;1;63915.0;Myanmar;MMR
Manis tricuspis;1;63915.0;Nepal;NPL
Manis tricuspis;1;63915.0;Nigeria;NGA
Manis tricuspis;1;63915.0;Singapore;SGP
Manis tricuspis;1;63915.0;South Africa;ZAF
Manis tricuspis;1;63915.0;Spain;ESP
Manis tricuspis;1;63915.0;United States;USA
Megaptera novaeangliae;2;11453.0;Mexico;MEX
Megaptera novaeangliae;1;11453.0;Australia;AUS
Melanosuchus niger;2;1286.0;United States;USA
Melanosuchus niger;1;1286.0;Ecuador;ECU
Melursus ursinus;1;3838.0;India;IND
Microcebus berthae;3;1611.0;Madagascar;MDG
Microcebus berthae;1;1611.0;Cayman Islands;CYM
Microcebus berthae;1;1611.0;China;CHN
Microcebus berthae;1;1611.0;Indonesia;IDN
Microcebus berthae;1;1611.0;Israel;ISR
Microcebus berthae;1;1611.0;United Kingdom;GBR
Microcebus berthae;1;1611.0;United States;USA
Microcebus berthae;1;1611.0;Viet Nam;VNM
Mitu mitu;2;2697.0;Brazil;BRA
Mitu mitu;1;2697.0;Mauritius;MUS
Mitu mitu;1;2697.0;Peru;PER
Mitu mitu;1;2697.0;United States;USA
Monachus monachus;1;2553.0;Greece;GRC
Monachus tropicalis;1;2816.0;South Africa;ZAF
Mustela nigripes;1;2789.0;United States;USA
Mycteria cinerea;1;3480.0;India;IND
Mycteria cinerea;1;3480.0;Malaysia;MYS
Nanger dama;1;2372.0;Belgium;BEL
Nanger dama;1;2372.0;China;CHN
Nanger dama;1;2372.0;France;FRA
Nanger dama;1;2372.0;Gabon;GAB
Nanger dama;1;2372.0;Libya;LBY
Nanger dama;1;2372.0;Niger;NER
Nanger dama;1;2372.0;United States;USA
Nasalis larvatus;1;3718.0;Australia;AUS
Nasalis larvatus;1;3718.0;Indonesia;IDN
Nasalis larvatus;1;3718.0;New Zealand;NZL
Nectophrynoides asperginis;5;2408.0;United Kingdom;GBR
Nectophrynoides asperginis;1;2408.0;Belize;BLZ
Nectophrynoides asperginis;1;2408.0;Brazil;BRA
Nectophrynoides asperginis;1;2408.0;Canada;CAN
Nectophrynoides asperginis;1;2408.0;China;CHN
Nectophrynoides asperginis;1;2408.0;Germany;DEU
Nectophrynoides asperginis;1;2408.0;India;IND
Nectophrynoides asperginis;1;2408.0;Indonesia;IDN
Nectophrynoides asperginis;1;2408.0;Ireland;IRL
Nectophrynoides asperginis;1;2408.0;Japan;JPN
Nectophrynoides asperginis;1;2408.0;Malaysia;MYS
Nectophrynoides asperginis;1;2408.0;Maldives;MDV
Nectophrynoides asperginis;1;2408.0;Mozambique;MOZ
Nectophrynoides asperginis;1;2408.0;Netherlands;NLD
Nectophrynoides asperginis;1;2408.0;New Zealand;NZL
Nectophrynoides asperginis;1;2408.0;Philippines;PHL
Nectophrynoides asperginis;1;2408.0;Spain;ESP
Nectophrynoides asperginis;1;2408.0;Tanzania, United Republic of;TZA
Neofelis diardi;3;7512.0;Indonesia;IDN
Neofelis diardi;3;7512.0;Thailand;THA
Neofelis diardi;2;7512.0;China;CHN
Neofelis diardi;2;7512.0;Malaysia;MYS
Neofelis diardi;2;7512.0;Nepal;NPL
Neofelis diardi;2;7512.0;Taiwan, Province of China;TWN
Neofelis diardi;2;7512.0;United States;USA
Neofelis diardi;1;7512.0;India;IND
Neofelis diardi;1;7512.0;Myanmar;MMR
Neofelis diardi;1;7512.0;New Zealand;NZL
Neophema chrysogaster;4;9934.0;Australia;AUS
Neophema chrysogaster;2;9934.0;New Zealand;NZL
Neophema chrysogaster;2;9934.0;United Kingdom;GBR
Neophema chrysogaster;1;9934.0;Guinea;GIN
Neophema chrysogaster;1;9934.0;United States;USA
Neophocaena asiaeorientalis;2;12928.0;China;CHN
Neophocaena asiaeorientalis;2;12928.0;Congo, The Democratic Republic of the;COD
Neophocaena asiaeorientalis;2;12928.0;Malaysia;MYS
Neophocaena asiaeorientalis;2;12928.0;Mexico;MEX
Neophocaena asiaeorientalis;2;12928.0;Russian Federation;RUS
Neophocaena asiaeorientalis;1;12928.0;Botswana;BWA
Neophocaena asiaeorientalis;1;12928.0;Brazil;BRA
Neophocaena asiaeorientalis;1;12928.0;Hong Kong;HKG
Neophocaena asiaeorientalis;1;12928.0;Kenya;KEN
Neophocaena asiaeorientalis;1;12928.0;Kyrgyzstan;KGZ
Nilssonia nigricans;2;22016.0;India;IND
Nilssonia nigricans;1;22016.0;China;CHN
Nilssonia nigricans;1;22016.0;Mongolia;MNG
Nipponia nippon;1;776.0;Japan;JPN
Nomascus hainanus;1;1300.0;China;CHN
Nomascus hainanus;1;1300.0;Hong Kong;HKG
Nomascus hainanus;1;1300.0;New Zealand;NZL
Nomascus hainanus;1;1300.0;Thailand;THA
Nomascus hainanus;1;1300.0;United Kingdom;GBR
Numenius borealis;1;1060.0;Canada;CAN
Numenius borealis;1;1060.0;Turkey;TUR
Numenius borealis;1;1060.0;United States;USA
Numenius tenuirostris;2;512.0;United Kingdom;GBR
Numenius tenuirostris;1;512.0;France;FRA
Numenius tenuirostris;1;512.0;Malta;MLT
Nycticebus bengalensis;1;1262.0;China;CHN
Nycticebus bengalensis;1;1262.0;India;IND
Nycticebus bengalensis;1;1262.0;Myanmar;MMR
Nycticebus bengalensis;1;1262.0;Viet Nam;VNM
Nycticebus pygmaeus;1;767.0;Cameroon;CMR
Nycticebus pygmaeus;1;767.0;Madagascar;MDG
Nycticebus pygmaeus;1;767.0;New Zealand;NZL
Nycticebus pygmaeus;1;767.0;United States;USA
Ognorhynchus icterotis;1;1348.0;Colombia;COL
Ognorhynchus icterotis;1;1348.0;Cuba;CUB
Ognorhynchus icterotis;1;1348.0;Madagascar;MDG
Onychogalea fraenata;1;2919.0;Australia;AUS
Orcaella brevirostris;3;6027.0;Cambodia;KHM
Orcaella brevirostris;3;6027.0;Lao People's Democratic Republic;LAO
Orcaella brevirostris;1;6027.0;Australia;AUS
Orcaella brevirostris;1;6027.0;Hong Kong;HKG
Orcaella brevirostris;1;6027.0;Indonesia;IDN
Orcaella brevirostris;1;6027.0;Myanmar;MMR
Orcaella brevirostris;1;6027.0;United Kingdom;GBR
Oryx dammah;2;3675.0;Chad;TCD
Oryx dammah;1;3675.0;Algeria;DZA
Oryx dammah;1;3675.0;Congo;COG
Oryx dammah;1;3675.0;Egypt;EGY
Oryx dammah;1;3675.0;Gambia;GMB
Oryx dammah;1;3675.0;Guinea;GIN
Oryx dammah;1;3675.0;Kenya;KEN
Oryx dammah;1;3675.0;Libya;LBY
Oryx dammah;1;3675.0;Mali;MLI
Oryx dammah;1;3675.0;Mauritania;MRT
Oryx dammah;1;3675.0;Morocco;MAR
Oryx dammah;1;3675.0;Namibia;NAM
Oryx dammah;1;3675.0;Niger;NER
Oryx dammah;1;3675.0;Nigeria;NGA
Oryx dammah;1;3675.0;Senegal;SEN
Oryx dammah;1;3675.0;South Africa;ZAF
Oryx dammah;1;3675.0;Sudan;SDN
Oryx dammah;1;3675.0;Tunisia;TUN
Oryx dammah;1;3675.0;Uganda;UGA
Oryx dammah;1;3675.0;United Kingdom;GBR
Oryx dammah;1;3675.0;United States;USA
Osteolaemus tetraspis;1;914.0;Gabon;GAB
Ovis hodgsoni;1;1707.0;China;CHN
Ovis hodgsoni;1;1707.0;Indonesia;IDN
Ovis hodgsoni;1;1707.0;Liberia;LBR
Ovis hodgsoni;1;1707.0;Malaysia;MYS
Ovis hodgsoni;1;1707.0;Myanmar;MMR
Ovis hodgsoni;1;1707.0;Singapore;SGP
Ovis vignei;1;1224.0;Pakistan;PAK
Pan paniscus;3;2848.0;Congo, The Democratic Republic of the;COD
Pan paniscus;2;2848.0;Congo;COG
Pan paniscus;1;2848.0;Switzerland;CHE
Pan paniscus;1;2848.0;United States;USA
Pan troglodytes;2;4098.0;Guinea;GIN
Pan troglodytes;2;4098.0;United Kingdom;GBR
Pan troglodytes;2;4098.0;United States;USA
Pan troglodytes;1;4098.0;Benin;BEN
Pan troglodytes;1;4098.0;China;CHN
Pan troglodytes;1;4098.0;Congo;COG
Pan troglodytes;1;4098.0;Gabon;GAB
Pan troglodytes;1;4098.0;Ghana;GHA
Pan troglodytes;1;4098.0;Indonesia;IDN
Pan troglodytes;1;4098.0;Kenya;KEN
Pan troglodytes;1;4098.0;Liberia;LBR
Pan troglodytes;1;4098.0;New Zealand;NZL
Pan troglodytes;1;4098.0;Spain;ESP
Pan troglodytes;1;4098.0;Thailand;THA
Pangasianodon gigas;4;2646.0;China;CHN
Pangasianodon gigas;3;2646.0;Cambodia;KHM
Pangasianodon gigas;3;2646.0;Lao People's Democratic Republic;LAO
Pangasianodon gigas;3;2646.0;Thailand;THA
Pangasianodon gigas;3;2646.0;Viet Nam;VNM
Pangasianodon gigas;2;2646.0;Brazil;BRA
Pangasianodon gigas;1;2646.0;Australia;AUS
Pangasianodon gigas;1;2646.0;Switzerland;CHE
Pangasianodon gigas;1;2646.0;United States;USA
Panthera leo;4;28157.0;United States;USA
Panthera leo;2;28157.0;Tanzania, United Republic of;TZA
Panthera leo;1;28157.0;Mozambique;MOZ
Panthera leo;1;28157.0;Namibia;NAM
Panthera leo;1;28157.0;South Africa;ZAF
Panthera leo;1;28157.0;Zambia;ZMB
Panthera leo;1;28157.0;Zimbabwe;ZWE
Panthera pardus;1;4829.0;Algeria;DZA
Panthera tigris;1;9532.0;Australia;AUS
Panthera tigris;1;9532.0;Russian Federation;RUS
Panthera tigris;1;9532.0;United States;USA
Panthera uncia;1;49162.0;China;CHN
Panthera uncia;1;49162.0;France;FRA
Panthera uncia;1;49162.0;Hong Kong;HKG
Panthera uncia;1;49162.0;India;IND
Panthera uncia;1;49162.0;Nepal;NPL
Panthera uncia;1;49162.0;United States;USA
Pantholops hodgsonii;1;1240.0;India;IND
Pantholops hodgsonii;1;1240.0;Nepal;NPL
Pantholops hodgsonii;1;1240.0;Pakistan;PAK
Papasula abbotti;2;1294.0;New Zealand;NZL
Papasula abbotti;1;1294.0;Australia;AUS
Papasula abbotti;1;1294.0;China;CHN
Papasula abbotti;1;1294.0;Fiji;FJI
Papasula abbotti;1;1294.0;Iceland;ISL
Papasula abbotti;1;1294.0;Indonesia;IDN
Papasula abbotti;1;1294.0;Korea, Republic of;KOR
Papasula abbotti;1;1294.0;Namibia;NAM
Papasula abbotti;1;1294.0;Peru;PER
Papasula abbotti;1;1294.0;South Africa;ZAF
Papasula abbotti;1;1294.0;Taiwan, Province of China;TWN
Paphiopedilum insigne;1;496.0;Bangladesh;BGD
Paphiopedilum insigne;1;496.0;China;CHN
Paphiopedilum insigne;1;496.0;India;IND
Paphiopedilum insigne;1;496.0;Madagascar;MDG
Paphiopedilum insigne;1;496.0;United States;USA
Paphiopedilum insigne;1;496.0;Viet Nam;VNM
Pardofelis marmorata;4;8183.0;India;IND
Pardofelis marmorata;2;8183.0;Australia;AUS
Pardofelis marmorata;2;8183.0;Bangladesh;BGD
Pardofelis marmorata;2;8183.0;Germany;DEU
Pardofelis marmorata;2;8183.0;Malaysia;MYS
Pardofelis marmorata;2;8183.0;Spain;ESP
Pardofelis marmorata;2;8183.0;United Kingdom;GBR
Pardofelis marmorata;1;8183.0;Andorra;AND
Pardofelis marmorata;1;8183.0;Canada;CAN
Pardofelis marmorata;1;8183.0;China;CHN
Pardofelis marmorata;1;8183.0;France;FRA
Pardofelis marmorata;1;8183.0;Japan;JPN
Pardofelis marmorata;1;8183.0;Mexico;MEX
Pardofelis marmorata;1;8183.0;Myanmar;MMR
Pardofelis marmorata;1;8183.0;Netherlands;NLD
Pardofelis marmorata;1;8183.0;Portugal;PRT
Pardofelis marmorata;1;8183.0;Qatar;QAT
Pardofelis marmorata;1;8183.0;Singapore;SGP
Pardofelis marmorata;1;8183.0;Sri Lanka;LKA
Pardofelis marmorata;1;8183.0;Thailand;THA
Pardofelis marmorata;1;8183.0;United States;USA
Pelecanus crispus;3;28325.0;United Kingdom;GBR
Pelecanus crispus;2;28325.0;Greece;GRC
Pelecanus crispus;1;28325.0;Antarctica;ATA
Pelecanus crispus;1;28325.0;Canada;CAN
Pelecanus crispus;1;28325.0;Estonia;EST
Pelecanus crispus;1;28325.0;Finland;FIN
Pelecanus crispus;1;28325.0;France;FRA
Pelecanus crispus;1;28325.0;Germany;DEU
Pelecanus crispus;1;28325.0;Ireland;IRL
Pelecanus crispus;1;28325.0;Italy;ITA
Pelecanus crispus;1;28325.0;Mexico;MEX
Penelope albipennis;2;1054.0;Peru;PER
Perameles bougainville;10;17524.0;Australia;AUS
Perameles bougainville;1;17524.0;Italy;ITA
Perameles bougainville;1;17524.0;New Zealand;NZL
Perameles bougainville;1;17524.0;United Kingdom;GBR
Perameles bougainville;1;17524.0;United States;USA
Pezoporus occidentalis;5;4431.0;Australia;AUS
Pezoporus occidentalis;1;4431.0;China;CHN
Pezoporus occidentalis;1;4431.0;New Zealand;NZL
Pezoporus wallicus;7;7692.0;Australia;AUS
Pezoporus wallicus;1;7692.0;Brazil;BRA
Pezoporus wallicus;1;7692.0;Cyprus;CYP
Pezoporus wallicus;1;7692.0;Denmark;DNK
Pezoporus wallicus;1;7692.0;Dominica;DMA
Pezoporus wallicus;1;7692.0;Germany;DEU
Pezoporus wallicus;1;7692.0;Guatemala;GTM
Pezoporus wallicus;1;7692.0;Netherlands;NLD
Pezoporus wallicus;1;7692.0;Spain;ESP
Phaner furcifer;1;2278.0;Madagascar;MDG
Phocoena sinus;9;12194.0;Mexico;MEX
Phocoena sinus;6;12194.0;China;CHN
Phocoena sinus;4;12194.0;United States;USA
Phocoena sinus;3;12194.0;Hong Kong;HKG
Phocoena sinus;1;12194.0;Costa Rica;CRI
Phocoena sinus;1;12194.0;India;IND
Phoebastria albatrus;1;9238.0;Canada;CAN
Phoebastria albatrus;1;9238.0;Japan;JPN
Phoebastria albatrus;1;9238.0;New Zealand;NZL
Physeter macrocephalus;1;264184.0;China;CHN
Physeter macrocephalus;1;264184.0;Indonesia;IDN
Physeter macrocephalus;1;264184.0;Mexico;MEX
Physeter macrocephalus;1;264184.0;Spain;ESP
Piliocolobus kirkii;2;17153.0;Tanzania, United Republic of;TZA
Piliocolobus kirkii;1;17153.0;Australia;AUS
Piliocolobus kirkii;1;17153.0;Brazil;BRA
Piliocolobus kirkii;1;17153.0;Cameroon;CMR
Piliocolobus kirkii;1;17153.0;China;CHN
Piliocolobus kirkii;1;17153.0;Congo;COG
Piliocolobus kirkii;1;17153.0;Honduras;HND
Piliocolobus kirkii;1;17153.0;Indonesia;IDN
Piliocolobus kirkii;1;17153.0;Lao People's Democratic Republic;LAO
Piliocolobus kirkii;1;17153.0;Malaysia;MYS
Piliocolobus kirkii;1;17153.0;New Caledonia;NCL
Piliocolobus kirkii;1;17153.0;Nigeria;NGA
Piliocolobus kirkii;1;17153.0;Norway;NOR
Piliocolobus kirkii;1;17153.0;Portugal;PRT
Piliocolobus kirkii;1;17153.0;Uganda;UGA
Piliocolobus kirkii;1;17153.0;United States;USA
Piliocolobus rufomitratus;1;510.0;France;FRA
Piliocolobus rufomitratus;1;510.0;Guam;GUM
Piliocolobus rufomitratus;1;510.0;Kenya;KEN
Piliocolobus rufomitratus;1;510.0;Mauritius;MUS
Piliocolobus rufomitratus;1;510.0;Portugal;PRT
Piliocolobus rufomitratus;1;510.0;Spain;ESP
Pionopsitta pileata;1;3596.0;Australia;AUS
Pionopsitta pileata;1;3596.0;United States;USA
Pithecophaga jefferyi;4;8654.0;Philippines;PHL
Pithecophaga jefferyi;2;8654.0;Indonesia;IDN
Pithecophaga jefferyi;2;8654.0;Singapore;SGP
Pithecophaga jefferyi;1;8654.0;Germany;DEU
Pithecophaga jefferyi;1;8654.0;Hong Kong;HKG
