scientific_name;mentions;shares;country;iso3
Abies guatemalensis;1;1396.0;Guatemala;GTM
Acerodon jubatus;3;5304.0;Philippines;PHL
Acerodon jubatus;1;5304.0;Congo, The Democratic Republic of the;COD
Acerodon jubatus;1;5304.0;Indonesia;IDN
Acerodon jubatus;1;5304.0;Myanmar;MMR
Acerodon jubatus;1;5304.0;Thailand;THA
Acerodon jubatus;1;5304.0;United States;USA
Acerodon jubatus;1;5304.0;Zimbabwe;ZWE
Acinonyx jubatus;1;15032.0;Namibia;NAM
Acipenser sturio;3;7992.0;United Kingdom;GBR
Acipenser sturio;2;7992.0;Canada;CAN
Acipenser sturio;2;7992.0;United States;USA
Acipenser sturio;1;7992.0;Georgia;GEO
Acipenser sturio;1;7992.0;Netherlands;NLD
Acipenser sturio;1;7992.0;Russian Federation;RUS
Addax nasomaculatus;1;1610.0;Australia;AUS
Addax nasomaculatus;1;1610.0;Chad;TCD
Addax nasomaculatus;1;1610.0;Japan;JPN
Addax nasomaculatus;1;1610.0;Kenya;KEN
Addax nasomaculatus;1;1610.0;Libya;LBY
Addax nasomaculatus;1;1610.0;Niger;NER
Addax nasomaculatus;1;1610.0;Nigeria;NGA
Ailuropoda melanoleuca;5;4676.0;China;CHN
Ailuropoda melanoleuca;2;4676.0;United States;USA
Alligator sinensis;4;10474.0;China;CHN
Alligator sinensis;2;10474.0;United States;USA
Alligator sinensis;1;10474.0;Hong Kong;HKG
Alligator sinensis;1;10474.0;Viet Nam;VNM
Amazona auropalliata;1;1112.0;Cayman Islands;CYM
Amazona auropalliata;1;1112.0;Honduras;HND
Amazona auropalliata;1;1112.0;Jamaica;JAM
Amazona auropalliata;1;1112.0;Macao;MAC
Amazona auropalliata;1;1112.0;Nicaragua;NIC
Amazona finschi;1;455.0;Mexico;MEX
Amazona leucocephala;1;451.0;Cayman Islands;CYM
Amazona leucocephala;1;451.0;Puerto Rico;PRI
Amazona oratrix;1;931.0;United Kingdom;GBR
Amazona rhodocorytha;1;1114.0;Brazil;BRA
Amazona rhodocorytha;1;1114.0;Brunei Darussalam;BRN
Amazona rhodocorytha;1;1114.0;Iceland;ISL
Amazona rhodocorytha;1;1114.0;Indonesia;IDN
Amazona rhodocorytha;1;1114.0;Kenya;KEN
Amazona rhodocorytha;1;1114.0;Lebanon;LBN
Amazona rhodocorytha;1;1114.0;Malaysia;MYS
Amazona rhodocorytha;1;1114.0;Mongolia;MNG
Amazona rhodocorytha;1;1114.0;Papua New Guinea;PNG
Amazona rhodocorytha;1;1114.0;Peru;PER
Amazona rhodocorytha;1;1114.0;Tanzania, United Republic of;TZA
Amazona vinacea;1;788.0;Austria;AUT
Amazona vinacea;1;788.0;Brazil;BRA
Amazona vinacea;1;788.0;Germany;DEU
Amazona vinacea;1;788.0;Paraguay;PRY
Amazona vinacea;1;788.0;Qatar;QAT
Amazona vinacea;1;788.0;Spain;ESP
Amazona vinacea;1;788.0;United States;USA
Amazona vittata;4;3623.0;United States;USA
Amazona vittata;1;3623.0;Australia;AUS
Amazona vittata;1;3623.0;Bolivia, Plurinational State of;BOL
Amazona vittata;1;3623.0;Costa Rica;CRI
Amazona vittata;1;3623.0;Egypt;EGY
Amazona vittata;1;3623.0;Guinea;GIN
Amazona vittata;1;3623.0;Indonesia;IDN
Amazona vittata;1;3623.0;Japan;JPN
Amazona vittata;1;3623.0;Mexico;MEX
Amazona vittata;1;3623.0;Papua New Guinea;PNG
Amazona vittata;1;3623.0;Peru;PER
Amazona vittata;1;3623.0;Puerto Rico;PRI
Amazona vittata;1;3623.0;Romania;ROU
Amazona vittata;1;3623.0;Saudi Arabia;SAU
Amazona vittata;1;3623.0;South Africa;ZAF
Amazona vittata;1;3623.0;Switzerland;CHE
Amazona vittata;1;3623.0;United Arab Emirates;ARE
Anas laysanensis;1;1249.0;Japan;JPN
Anas laysanensis;1;1249.0;United Kingdom;GBR
Anas laysanensis;1;1249.0;United States;USA
Andrias davidianus;1;3329.0;China;CHN
Anodorhynchus glaucus;1;988.0;Argentina;ARG
Anodorhynchus glaucus;1;988.0;Bolivia, Plurinational State of;BOL
Anodorhynchus glaucus;1;988.0;Brazil;BRA
Anodorhynchus glaucus;1;988.0;China;CHN
Anodorhynchus glaucus;1;988.0;Colombia;COL
Anodorhynchus glaucus;1;988.0;India;IND
Anodorhynchus glaucus;1;988.0;Peru;PER
Anodorhynchus glaucus;1;988.0;Russian Federation;RUS
Anodorhynchus glaucus;1;988.0;South Africa;ZAF
Anodorhynchus glaucus;1;988.0;United States;USA
Anodorhynchus glaucus;1;988.0;Uruguay;URY
Anodorhynchus hyacinthinus;2;1409.0;Brazil;BRA
Anodorhynchus hyacinthinus;1;1409.0;Argentina;ARG
Anodorhynchus hyacinthinus;1;1409.0;Bolivia, Plurinational State of;BOL
Anodorhynchus hyacinthinus;1;1409.0;Costa Rica;CRI
Anodorhynchus hyacinthinus;1;1409.0;Ecuador;ECU
Anodorhynchus hyacinthinus;1;1409.0;Mexico;MEX
Anodorhynchus hyacinthinus;1;1409.0;Paraguay;PRY
Anodorhynchus hyacinthinus;1;1409.0;Peru;PER
Anodorhynchus hyacinthinus;1;1409.0;United States;USA
Anodorhynchus hyacinthinus;1;1409.0;Uruguay;URY
Anodorhynchus leari;2;3467.0;Brazil;BRA
Anodorhynchus leari;1;3467.0;Bolivia, Plurinational State of;BOL
Anodorhynchus leari;1;3467.0;Canada;CAN
Anodorhynchus leari;1;3467.0;India;IND
Anoxypristis cuspidata;2;3061.0;Costa Rica;CRI
Anoxypristis cuspidata;1;3061.0;China;CHN
Anoxypristis cuspidata;1;3061.0;Cocos (Keeling) Islands;CCK
Anoxypristis cuspidata;1;3061.0;El Salvador;SLV
Anoxypristis cuspidata;1;3061.0;Guatemala;GTM
Anoxypristis cuspidata;1;3061.0;Nicaragua;NIC
Aonyx cinerea;1;3080.0;Australia;AUS
Aonyx cinerea;1;3080.0;New Zealand;NZL
Aquila adalberti;2;1583.0;Dominican Republic;DOM
Aquila adalberti;1;1583.0;Brazil;BRA
Aquila adalberti;1;1583.0;Canada;CAN
Aquila adalberti;1;1583.0;Haiti;HTI
Aquila adalberti;1;1583.0;Mexico;MEX
Aquila adalberti;1;1583.0;Spain;ESP
Aquila adalberti;1;1583.0;United Kingdom;GBR
Aquila adalberti;1;1583.0;United States;USA
Aquila heliaca;2;6757.0;Iran, Islamic Republic of;IRN
Aquila heliaca;2;6757.0;United States;USA
Aquila heliaca;1;6757.0;Georgia;GEO
Aquila heliaca;1;6757.0;India;IND
Aquila heliaca;1;6757.0;Italy;ITA
Aquila heliaca;1;6757.0;Portugal;PRT
Aquila heliaca;1;6757.0;Russian Federation;RUS
Aquila heliaca;1;6757.0;Turkey;TUR
Ara ambiguus;1;6029.0;Bolivia, Plurinational State of;BOL
Ara ambiguus;1;6029.0;Brazil;BRA
Ara ambiguus;1;6029.0;Chile;CHL
Ara ambiguus;1;6029.0;Costa Rica;CRI
Ara ambiguus;1;6029.0;Guinea;GIN
Ara ambiguus;1;6029.0;Honduras;HND
Ara ambiguus;1;6029.0;Jersey;JEY
Ara ambiguus;1;6029.0;Mexico;MEX
Ara ambiguus;1;6029.0;Peru;PER
Ara ambiguus;1;6029.0;South Africa;ZAF
Ara ambiguus;1;6029.0;United Kingdom;GBR
Ara ambiguus;1;6029.0;United States;USA
Ara glaucogularis;1;980.0;Bolivia, Plurinational State of;BOL
Ara macao;1;1378.0;Mexico;MEX
Ara militaris;1;539.0;Mexico;MEX
Arctocephalus townsendi;2;3500.0;Mexico;MEX
Arctocephalus townsendi;1;3500.0;New Zealand;NZL
Arctocephalus townsendi;1;3500.0;Portugal;PRT
Arctocephalus townsendi;1;3500.0;Spain;ESP
Ardeotis nigriceps;1;5868.0;India;IND
Ardeotis nigriceps;1;5868.0;Pakistan;PAK
Astrochelys yniphora;3;2409.0;Madagascar;MDG
Astrochelys yniphora;2;2409.0;South Africa;ZAF
Astrochelys yniphora;1;2409.0;Bangladesh;BGD
Astrochelys yniphora;1;2409.0;Benin;BEN
Astrochelys yniphora;1;2409.0;Chad;TCD
Astrochelys yniphora;1;2409.0;China;CHN
Astrochelys yniphora;1;2409.0;Ethiopia;ETH
Astrochelys yniphora;1;2409.0;France;FRA
Astrochelys yniphora;1;2409.0;Ghana;GHA
Astrochelys yniphora;1;2409.0;Greece;GRC
Astrochelys yniphora;1;2409.0;India;IND
Astrochelys yniphora;1;2409.0;Indonesia;IDN
Astrochelys yniphora;1;2409.0;Italy;ITA
Astrochelys yniphora;1;2409.0;Malta;MLT
Astrochelys yniphora;1;2409.0;Myanmar;MMR
Astrochelys yniphora;1;2409.0;Nigeria;NGA
Astrochelys yniphora;1;2409.0;Peru;PER
Astrochelys yniphora;1;2409.0;Singapore;SGP
Astrochelys yniphora;1;2409.0;South Sudan;SSD
Astrochelys yniphora;1;2409.0;Sudan;SDN
Astrochelys yniphora;1;2409.0;Thailand;THA
Astrochelys yniphora;1;2409.0;United Kingdom;GBR
Astrochelys yniphora;1;2409.0;United States;USA
Astrochelys yniphora;1;2409.0;Viet Nam;VNM
Atelopus zeteki;1;3458.0;Philippines;PHL
Avahi laniger;1;366.0;Brazil;BRA
Avahi laniger;1;366.0;Congo;COG
Avahi laniger;1;366.0;Congo, The Democratic Republic of the;COD
Avahi laniger;1;366.0;Indonesia;IDN
Avahi laniger;1;366.0;Madagascar;MDG
Avahi laniger;1;366.0;Panama;PAN
Axis calamianensis;1;843.0;Guam;GUM
Axis calamianensis;1;843.0;Japan;JPN
Axis calamianensis;1;843.0;United States;USA
Balaena mysticetus;1;3128.0;Canada;CAN
Balaena mysticetus;1;3128.0;Finland;FIN
Balaena mysticetus;1;3128.0;United States;USA
Balaenoptera acutorostrata;1;2486.0;Colombia;COL
Balaenoptera acutorostrata;1;2486.0;Iceland;ISL
Balaenoptera acutorostrata;1;2486.0;Mexico;MEX
Balaenoptera acutorostrata;1;2486.0;Tonga;TON
Balaenoptera edeni;1;3486.0;Japan;JPN
Balaenoptera edeni;1;3486.0;Solomon Islands;SLB
Balaenoptera edeni;1;3486.0;United States;USA
Balaenoptera musculus;1;10616.0;Canada;CAN
Balaenoptera musculus;1;10616.0;Mexico;MEX
Balaenoptera omurai;1;1068.0;Indonesia;IDN
Balaenoptera physalus;1;5203.0;Canada;CAN
Balaenoptera physalus;1;5203.0;Iceland;ISL
Balaenoptera physalus;1;5203.0;Japan;JPN
Balaenoptera physalus;1;5203.0;Norway;NOR
Balaenoptera physalus;1;5203.0;United States;USA
Batagur affinis;1;890.0;Cambodia;KHM
Batagur affinis;1;890.0;Singapore;SGP
Batagur affinis;1;890.0;Thailand;THA
Batagur baska;2;2648.0;United Kingdom;GBR
Batagur baska;1;2648.0;Brunei Darussalam;BRN
Batagur baska;1;2648.0;Cambodia;KHM
Batagur baska;1;2648.0;India;IND
Batagur baska;1;2648.0;Indonesia;IDN
Batagur baska;1;2648.0;Malaysia;MYS
Batagur baska;1;2648.0;Thailand;THA
Berardius bairdii;1;1620.0;Australia;AUS
Berardius bairdii;1;1620.0;China;CHN
Berardius bairdii;1;1620.0;Colombia;COL
Berardius bairdii;1;1620.0;Guyana;GUY
Berardius bairdii;1;1620.0;India;IND
Berardius bairdii;1;1620.0;Indonesia;IDN
Berardius bairdii;1;1620.0;Madagascar;MDG
Berardius bairdii;1;1620.0;Mexico;MEX
Berardius bairdii;1;1620.0;Papua New Guinea;PNG
Berardius bairdii;1;1620.0;Philippines;PHL
Bettongia lesueur;1;2076.0;Australia;AUS
Bettongia penicillata;3;10472.0;Australia;AUS
Bos mutus;1;1282.0;China;CHN
Bos mutus;1;1282.0;Mongolia;MNG
Bos sauveli;1;6147.0;Burundi;BDI
Bos sauveli;1;6147.0;Congo;COG
Bos sauveli;1;6147.0;India;IND
Bos sauveli;1;6147.0;Lao People's Democratic Republic;LAO
Bos sauveli;1;6147.0;Philippines;PHL
Bos sauveli;1;6147.0;Rwanda;RWA
Bos sauveli;1;6147.0;Tanzania, United Republic of;TZA
Bos sauveli;1;6147.0;Uganda;UGA
Bos sauveli;1;6147.0;Viet Nam;VNM
Brachyteles arachnoides;2;1469.0;Brazil;BRA
Brachyteles arachnoides;1;1469.0;United Kingdom;GBR
Branta sandvicensis;3;7988.0;United States;USA
Branta sandvicensis;1;7988.0;Canada;CAN
Branta sandvicensis;1;7988.0;Costa Rica;CRI
Branta sandvicensis;1;7988.0;Japan;JPN
Branta sandvicensis;1;7988.0;Myanmar;MMR
Bunopithecus hoolock;1;790.0;Angola;AGO
Bunopithecus hoolock;1;790.0;Australia;AUS
Bunopithecus hoolock;1;790.0;Bolivia, Plurinational State of;BOL
Bunopithecus hoolock;1;790.0;Brazil;BRA
Bunopithecus hoolock;1;790.0;Chile;CHL
Bunopithecus hoolock;1;790.0;China;CHN
Bunopithecus hoolock;1;790.0;Costa Rica;CRI
Bunopithecus hoolock;1;790.0;India;IND
Bunopithecus hoolock;1;790.0;Indonesia;IDN
Bunopithecus hoolock;1;790.0;Myanmar;MMR
Bunopithecus hoolock;1;790.0;New Zealand;NZL
Bunopithecus hoolock;1;790.0;Papua New Guinea;PNG
Bunopithecus hoolock;1;790.0;Peru;PER
Bunopithecus hoolock;1;790.0;Philippines;PHL
Bunopithecus hoolock;1;790.0;Solomon Islands;SLB
Bunopithecus hoolock;1;790.0;South Africa;ZAF
Bunopithecus hoolock;1;790.0;Taiwan, Province of China;TWN
Bunopithecus hoolock;1;790.0;United Kingdom;GBR
Bunopithecus hoolock;1;790.0;United States;USA
Cacatua goffiniana;1;7396.0;Australia;AUS
Cacatua goffiniana;1;7396.0;Papua New Guinea;PNG
Cacatua goffiniana;1;7396.0;United States;USA
Cacatua haematuropygia;7;14257.0;Philippines;PHL
Cacatua haematuropygia;2;14257.0;Cambodia;KHM
Cacatua haematuropygia;2;14257.0;China;CHN
Cacatua haematuropygia;2;14257.0;India;IND
Cacatua haematuropygia;2;14257.0;Myanmar;MMR
Cacatua haematuropygia;2;14257.0;New Zealand;NZL
Cacatua haematuropygia;1;14257.0;Armenia;ARM
Cacatua haematuropygia;1;14257.0;Bangladesh;BGD
Cacatua haematuropygia;1;14257.0;Greece;GRC
Cacatua haematuropygia;1;14257.0;Hong Kong;HKG
Cacatua haematuropygia;1;14257.0;Indonesia;IDN
