Id;Kingdom;Phylum;Class;Order;Family;Genus;Species;Subspecies;Scientific Name;Author;Rank;Listing;Party;Listed under;Full note;# Full note;All_DistributionFullNames;All_DistributionISOCodes;NativeDistributionFullNames;Introduced_Distribution;Introduced(?)_Distribution;Reintroduced_Distribution;Extinct_Distribution;Extinct(?)_Distribution;Distribution_Uncertain
15492;Plantae;;;Caryophyllales;Cactaceae;Pediocactus;paradinei;;Pediocactus paradinei;B.W.Benson;SPECIES;I;"";Pediocactus paradinei;"";"";United States of America;US;United States of America;;;;;;
20271;Plantae;;;Caryophyllales;Cactaceae;Pediocactus;peeblesianus;;Pediocactus peeblesianus;(Croizat) L.Benson;SPECIES;I;"";Pediocactus peeblesianus;"";"";United States of America;US;United States of America;;;;;;
20139;Plantae;;;Caryophyllales;Cactaceae;Pediocactus;sileri;;Pediocactus sileri;(Engelmann ex Coulter) L.Benson;SPECIES;I;"";Pediocactus sileri;"";"";United States of America;US;United States of America;;;;;;
25762;Plantae;;;Caryophyllales;Cactaceae;Pelecyphora;aselliformis;;Pelecyphora aselliformis;Ehrenberg;SPECIES;I;"";Pelecyphora spp.;"";"";Mexico;MX;Mexico;;;;;;
20244;Plantae;;;Caryophyllales;Cactaceae;Pelecyphora;strobiliformis;;Pelecyphora strobiliformis;(Werdermann) Fric & Schelle ex Kreuzinger;SPECIES;I;"";Pelecyphora spp.;"";"";Mexico;MX;Mexico;;;;;;
67963;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;blainei;;Sclerocactus blainei;"";SPECIES;I;"";Sclerocactus blainei;"";"";United States of America;US;United States of America;;;;;;
29634;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;brevihamatus;tobuschii;Sclerocactus brevihamatus tobuschii;(Marshall) Taylor;SUBSPECIES;I;"";Sclerocactus brevihamatus tobuschii;"";"";United States of America;US;United States of America;;;;;;
44177;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;brevispinus;;Sclerocactus brevispinus;;SPECIES;I;"";Sclerocactus brevispinus;"";"";United States of America;US;United States of America;;;;;;
46037;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;cloverae;;Sclerocactus cloverae;Heil & Porter;SPECIES;I;"";Sclerocactus cloverae;"";"";United States of America;US;United States of America;;;;;;
25351;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;erectocentrus;;Sclerocactus erectocentrus;(Coulter) Taylor;SPECIES;I;"";Sclerocactus erectocentrus;"";"";Mexico,United States of America;MX,US;Mexico,United States of America;;;;;;
20415;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;glaucus;;Sclerocactus glaucus;(Schumann) Benson;SPECIES;I;"";Sclerocactus glaucus;"";"";United States of America;US;United States of America;;;;;;
17824;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;mariposensis;;Sclerocactus mariposensis;(Hester) Taylor;SPECIES;I;"";Sclerocactus mariposensis;"";"";Mexico,United States of America;MX,US;Mexico,United States of America;;;;;;
27661;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;mesae-verdae;;Sclerocactus mesae-verdae;(Boissevain & Davidson ex Marshall & Bock) Benson;SPECIES;I;"";Sclerocactus mesae-verdae;"";"";United States of America;US;United States of America;;;;;;
29372;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;nyensis;;Sclerocactus nyensis;Hochstaetter;SPECIES;I;"";Sclerocactus nyensis;"";"";United States of America;US;United States of America;;;;;;
29522;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;papyracanthus;;Sclerocactus papyracanthus;(Engelmann) Taylor;SPECIES;I;"";Sclerocactus papyracanthus;"";"";Mexico,United States of America;MX,US;Mexico,United States of America;;;;;;
25178;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;pubispinus;;Sclerocactus pubispinus;(Engelmann) Benson;SPECIES;I;"";Sclerocactus pubispinus;"";"";United States of America;US;United States of America;;;;;;
22530;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;sileri;;Sclerocactus sileri;(Benson) Heil & Porter;SPECIES;I;"";Sclerocactus sileri;"";"";United States of America;US;United States of America;;;;;;
50438;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;wetlandicus;;Sclerocactus wetlandicus;Hochstaetter;SPECIES;I;"";Sclerocactus wetlandicus;"";"";United States of America;US;United States of America;;;;;;
18383;Plantae;;;Caryophyllales;Cactaceae;Sclerocactus;wrightiae;;Sclerocactus wrightiae;Benson;SPECIES;I;"";Sclerocactus wrightiae;"";"";United States of America;US;United States of America;;;;;;
93908;Plantae;;;Caryophyllales;Cactaceae;Strombocactus;corregidorae;;Strombocactus corregidorae;;SPECIES;I;"";Strombocactus spp.;"";"";Mexico;MX;Mexico;;;;;;
18270;Plantae;;;Caryophyllales;Cactaceae;Strombocactus;disciformis;;Strombocactus disciformis;(De Candolle) Britton & Rose;SPECIES;I;"";Strombocactus spp.;"";"";Mexico;MX;Mexico;;;;;;
15036;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;alonsoi;;Turbinicarpus alonsoi;Glass & Arias;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
25161;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;beguinii;;Turbinicarpus beguinii;(Taylor) Mosco & Zanovello;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
14615;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;gielsdorfianus;;Turbinicarpus gielsdorfianus;(Werdermann) John & Riha;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
20310;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;hoferi;;Turbinicarpus hoferi;Luethy & Lau;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
29201;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;horripilus;;Turbinicarpus horripilus;(Lemaire) John & Riha;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
19620;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;laui;;Turbinicarpus laui;Glass & Foster;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
18695;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;lophophoroides;;Turbinicarpus lophophoroides;(Werdermann) Buxbaum & Backeberg;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
15894;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;mandragora;;Turbinicarpus mandragora;(Fric ex Berger) A.Zimmerman;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
17168;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;pseudomacrochele;;Turbinicarpus pseudomacrochele;(Backeberg) Buxbaum & Backeberg;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
20657;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;pseudopectinatus;;Turbinicarpus pseudopectinatus;(Backeberg) Glass & Foster;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
15151;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;saueri;;Turbinicarpus saueri;(Boedeker) John & Riha;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
27816;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;schmiedickeanus;;Turbinicarpus schmiedickeanus;(Boedeker) Buxbaum & Backeberg;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
16975;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;subterraneus;;Turbinicarpus subterraneus;(Backeberg) A.Zimmerman;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
23550;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;swobodae;;Turbinicarpus swobodae;Diers & Esteves Pereira;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
28936;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;valdezianus;;Turbinicarpus valdezianus;(Moeller) Glass & Foster;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
22260;Plantae;;;Caryophyllales;Cactaceae;Turbinicarpus;viereckii;;Turbinicarpus viereckii;(Werdmann) John & Riha;SPECIES;I;"";Turbinicarpus spp.;**I** [GENUS listing Turbinicarpus spp.] Includes generic synonyms Gymnocactus, Normanbokea & Rapicactus, & some species formerly listed in Neolloydia;"";Mexico;MX;Mexico;;;;;;
18804;Plantae;;;Caryophyllales;Cactaceae;Uebelmannia;buiningii;;Uebelmannia buiningii;Donald;SPECIES;I;"";Uebelmannia spp.;"";"";Brazil;BR;Brazil;;;;;;
17078;Plantae;;;Caryophyllales;Cactaceae;Uebelmannia;gummifera;;Uebelmannia gummifera;(Backeberg & Voll) Buining;SPECIES;I;"";Uebelmannia spp.;"";"";Brazil;BR;Brazil;;;;;;
18813;Plantae;;;Caryophyllales;Cactaceae;Uebelmannia;pectinifera;;Uebelmannia pectinifera;Buining;SPECIES;I;"";Uebelmannia spp.;"";"";Brazil;BR;Brazil;;;;;;
28010;Plantae;;;Asterales;Compositae;Saussurea;costus;;Saussurea costus;(Falc.) Lipsch.;SPECIES;I;"";Saussurea costus;"";"";India,Pakistan;IN,PK;India,Pakistan;;;;;;
27947;Plantae;;;Pinales;Cupressaceae;Fitzroya;cupressoides;;Fitzroya cupressoides;(Molina) I. M. Johnston;SPECIES;I;"";Fitzroya cupressoides;**I** All populations;"";Argentina,Chile;AR,CL;Argentina,Chile;;;;;;
28405;Plantae;;;Pinales;Cupressaceae;Pilgerodendron;uviferum;;Pilgerodendron uviferum;(Don) Florin;SPECIES;I;"";Pilgerodendron uviferum;"";"";Argentina,Chile;AR,CL;Argentina,Chile;;;;;;
27663;Plantae;;;Cycadales;Cycadaceae;Cycas;beddomei;;Cycas beddomei;Dyer;SPECIES;I;"";Cycas beddomei;"";"";India;IN;India;;;;;;
19248;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;ambovombensis;;Euphorbia ambovombensis;Rauh & Razaf. 1987;SPECIES;I;"";Euphorbia ambovombensis;"";"";Madagascar;MG;Madagascar;;;;;;
22857;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;capsaintemariensis;;Euphorbia capsaintemariensis;Rauh 1970;SPECIES;I;"";Euphorbia capsaintemariensis;"";"";Madagascar;MG;Madagascar;;;;;;
28895;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;cremersii;;Euphorbia cremersii;Rauh & Razafindratsira 1991;SPECIES;I;"";Euphorbia cremersii;**I** Included in Appendix I. Includes the forma viridifolia and the variety rakotozafyi.;"";Madagascar;MG;Madagascar;;;;;;
29642;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;cremersii;;Euphorbia cremersii var. rakotozafyi;(Cremers) Rauh;VARIETY;I;"";Euphorbia cremersii;**I** [SPECIES listing Euphorbia cremersii] Included in Appendix I. Includes the forma viridifolia and the variety rakotozafyi.;"";;;;;;;;;
23193;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;cylindrifolia;;Euphorbia cylindrifolia;Marn.-Lapost. & Rauh 1961;SPECIES;I;"";Euphorbia cylindrifolia;**I** Included in Appendix I. Includes the subspecies tuberifera.;"";Madagascar;MG;Madagascar;;;;;;
25352;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;decaryi;;Euphorbia decaryi;Guillaumin 1964;SPECIES;I;"";Euphorbia decaryi;**I** Included in Appendix I. Includes the varieties ampanihyensis, robinsonii and spirosticha.;"";Madagascar;MG;Madagascar;;;;;;
29657;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;decaryi;;Euphorbia decaryi var. ampanihyensis;Cremers;VARIETY;I;"";Euphorbia decaryi;**I** [SPECIES listing Euphorbia decaryi] Included in Appendix I. Includes the varieties ampanihyensis, robinsonii and spirosticha.;"";Madagascar;MG;Madagascar;;;;;;
29656;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;decaryi;;Euphorbia decaryi var. robinsonii;Cremers;VARIETY;I;"";Euphorbia decaryi;**I** [SPECIES listing Euphorbia decaryi] Included in Appendix I. Includes the varieties ampanihyensis, robinsonii and spirosticha.;"";Madagascar;MG;Madagascar;;;;;;
29654;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;decaryi;;Euphorbia decaryi var. spirosticha;Rauh & Buchloh;VARIETY;I;"";Euphorbia decaryi;**I** [SPECIES listing Euphorbia decaryi] Included in Appendix I. Includes the varieties ampanihyensis, robinsonii and spirosticha.;"";Madagascar;MG;Madagascar;;;;;;
19831;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;francoisii;;Euphorbia francoisii;Leandri 1946;SPECIES;I;"";Euphorbia francoisii;"";"";Madagascar;MG;Madagascar;;;;;;
27263;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;moratii;;Euphorbia moratii;Rauh 1970;SPECIES;I;"";Euphorbia moratii;**I** Included in Appendix I. Includes the varieties antsingiensis, bemarahensis and multiflora.;"";Madagascar;MG;Madagascar;;;;;;
29643;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;moratii;;Euphorbia moratii var. antsingiensis;Cremers;VARIETY;I;"";Euphorbia moratii;**I** [SPECIES listing Euphorbia moratii] Included in Appendix I. Includes the varieties antsingiensis, bemarahensis and multiflora.;"";Madagascar;MG;Madagascar;;;;;;
29659;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;moratii;;Euphorbia moratii var. bemarahensis;Cremers;VARIETY;I;"";Euphorbia moratii;**I** [SPECIES listing Euphorbia moratii] Included in Appendix I. Includes the varieties antsingiensis, bemarahensis and multiflora.;"";Madagascar;MG;Madagascar;;;;;;
29653;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;moratii;;Euphorbia moratii var. multiflora;Rauh;VARIETY;I;"";Euphorbia moratii;**I** [SPECIES listing Euphorbia moratii] Included in Appendix I. Includes the varieties antsingiensis, bemarahensis and multiflora.;"";Madagascar;MG;Madagascar;;;;;;
29181;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;parvicyathophora;;Euphorbia parvicyathophora;Rauch 1986;SPECIES;I;"";Euphorbia parvicyathophora;"";"";Madagascar;MG;Madagascar;;;;;;
19109;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;quartziticola;;Euphorbia quartziticola;Leandri 1946;SPECIES;I;"";Euphorbia quartziticola;"";"";Madagascar;MG;Madagascar;;;;;;
24431;Plantae;;;Euphorbiales;Euphorbiaceae;Euphorbia;tulearensis;;Euphorbia tulearensis;(Rauh) Rauh 1988;SPECIES;I;"";Euphorbia tulearensis;"";"";Madagascar;MG;Madagascar;;;;;;
21123;Plantae;;;Violales;Fouquieriaceae;Fouquieria;fasciculata;;Fouquieria fasciculata;Nash;SPECIES;I;"";Fouquieria fasciculata;"";"";Mexico;MX;Mexico;;;;;;
23450;Plantae;;;Violales;Fouquieriaceae;Fouquieria;purpusii;;Fouquieria purpusii;Brandegee;SPECIES;I;"";Fouquieria purpusii;"";"";Mexico;MX;Mexico;;;;;;
24815;Plantae;;;Fabales;Leguminosae;Dalbergia;nigra;;Dalbergia nigra;(Vell.) Allem. ex Benth.;SPECIES;I;"";Dalbergia nigra;"";"";Brazil;BR;Brazil;;;;;;
26370;Plantae;;;Liliales;Liliaceae;Aloe;albida;;Aloe albida;(Stapf) Reynolds 1947;SPECIES;I;"";Aloe albida;"";"";Eswatini,South Africa;SZ,ZA;Eswatini,South Africa;;;;;;
27959;Plantae;;;Liliales;Liliaceae;Aloe;albiflora;;Aloe albiflora;Guillaumin 11940;SPECIES;I;"";Aloe albiflora;"";"";Madagascar;MG;Madagascar;;;;;;
18433;Plantae;;;Liliales;Liliaceae;Aloe;alfredii;;Aloe alfredii;Rauh 1990;SPECIES;I;"";Aloe alfredii;"";"";Madagascar;MG;Madagascar;;;;;;
17547;Plantae;;;Liliales;Liliaceae;Aloe;bakeri;;Aloe bakeri;Scott Elliot 1891;SPECIES;I;"";Aloe bakeri;"";"";Madagascar;MG;Madagascar;;;;;;
19310;Plantae;;;Liliales;Liliaceae;Aloe;bellatula;;Aloe bellatula;Reynolds 1956;SPECIES;I;"";Aloe bellatula;"";"";Madagascar;MG;Madagascar;;;;;;
19134;Plantae;;;Liliales;Liliaceae;Aloe;calcairophila;;Aloe calcairophila;Reynolds 1961;SPECIES;I;"";Aloe calcairophila;"";"";Madagascar;MG;Madagascar;;;;;;
24707;Plantae;;;Liliales;Liliaceae;Aloe;compressa;;Aloe compressa;H. Perrier 1926;SPECIES;I;"";Aloe compressa;**I** Included in Appendix I. Includes the varieties paucituberculata, rugosquamosa and schistophila.;"";Madagascar;MG;Madagascar;;;;;;
29645;Plantae;;;Liliales;Liliaceae;Aloe;compressa;;Aloe compressa var. paucituberculata;Lavranos;VARIETY;I;"";Aloe compressa;**I** [SPECIES listing Aloe compressa] Included in Appendix I. Includes the varieties paucituberculata, rugosquamosa and schistophila.;"";;;;;;;;;
29646;Plantae;;;Liliales;Liliaceae;Aloe;compressa;;Aloe compressa var. rugosquamosa;H. Perrier;VARIETY;I;"";Aloe compressa;**I** [SPECIES listing Aloe compressa] Included in Appendix I. Includes the varieties paucituberculata, rugosquamosa and schistophila.;"";;;;;;;;;
29651;Plantae;;;Liliales;Liliaceae;Aloe;compressa;;Aloe compressa var. schistophila;H. Perrier;VARIETY;I;"";Aloe compressa;**I** [SPECIES listing Aloe compressa] Included in Appendix I. Includes the varieties paucituberculata, rugosquamosa and schistophila.;"";;;;;;;;;
14136;Plantae;;;Liliales;Liliaceae;Aloe;delphinensis;;Aloe delphinensis;Rauh 1990;SPECIES;I;"";Aloe delphinensis;"";"";Madagascar;MG;Madagascar;;;;;;
21376;Plantae;;;Liliales;Liliaceae;Aloe;descoingsii;;Aloe descoingsii;G. Reyn. 1958;SPECIES;I;"";Aloe descoingsii;"";"";Madagascar;MG;Madagascar;;;;;;
21791;Plantae;;;Liliales;Liliaceae;Aloe;fragilis;;Aloe fragilis;Lavranos & Roosli 1994;SPECIES;I;"";Aloe fragilis;"";"";Madagascar;MG;Madagascar;;;;;;
19507;Plantae;;;Liliales;Liliaceae;Aloe;haworthioides;;Aloe haworthioides;Baker 1886;SPECIES;I;"";Aloe haworthioides;**I** Included in Appendix I. Includes the variety aurantiaca.;"";Madagascar;MG;Madagascar;;;;;;
29650;Plantae;;;Liliales;Liliaceae;Aloe;haworthioides;;Aloe haworthioides var. aurantiaca;H. Perrier 1926;VARIETY;I;"";Aloe haworthioides;**I** [SPECIES listing Aloe haworthioides] Included in Appendix I. Includes the variety aurantiaca.;"";;;;;;;;;
15573;Plantae;;;Liliales;Liliaceae;Aloe;helenae;;Aloe helenae;Danguy 1929;SPECIES;I;"";Aloe helenae;"";"";Madagascar;MG;Madagascar;;;;;;
19801;Plantae;;;Liliales;Liliaceae;Aloe;laeta;;Aloe laeta;A. Berger 1908;SPECIES;I;"";Aloe laeta;**I** Included in Appendix I. Includes the variety maniaensis.;"";Madagascar;MG;Madagascar;;;;;;
29649;Plantae;;;Liliales;Liliaceae;Aloe;laeta;;Aloe laeta var. maniaensis;H. Perrier 1926;VARIETY;I;"";Aloe laeta;**I** [SPECIES listing Aloe laeta] Included in Appendix I. Includes the variety maniaensis.;"";;;;;;;;;
16430;Plantae;;;Liliales;Liliaceae;Aloe;parallelifolia;;Aloe parallelifolia;H. Perrier 1926;SPECIES;I;"";Aloe parallelifolia;"";"";Madagascar;MG;Madagascar;;;;;;
22225;Plantae;;;Liliales;Liliaceae;Aloe;parvula;;Aloe parvula;A. Berger 1908;SPECIES;I;"";Aloe parvula;"";"";Madagascar;MG;Madagascar;;;;;;
21733;Plantae;;;Liliales;Liliaceae;Aloe;pillansii;;Aloe pillansii;L.Guthrie;SPECIES;I;"";Aloe pillansii;"";"";Namibia,South Africa;NA,ZA;Namibia,South Africa;;;;;;
19220;Plantae;;;Liliales;Liliaceae;Aloe;polyphylla;;Aloe polyphylla;Schönland ex Pillans 1934;SPECIES;I;"";Aloe polyphylla;"";"";Lesotho,South Africa;LS,ZA;Lesotho;;;;South Africa;;
17663;Plantae;;;Liliales;Liliaceae;Aloe;rauhii;;Aloe rauhii;G. Reynolds 1963;SPECIES;I;"";Aloe rauhii;"";"";Madagascar;MG;Madagascar;;;;;;
20290;Plantae;;;Liliales;Liliaceae;Aloe;suzannae;;Aloe suzannae;Decary 1921;SPECIES;I;"";Aloe suzannae;"";"";Madagascar;MG;Madagascar;;;;;;
22489;Plantae;;;Liliales;Liliaceae;Aloe;versicolor;;Aloe versicolor;Guillaumin 1950;SPECIES;I;"";Aloe versicolor;"";"";Madagascar;MG;Madagascar;;;;;;
18553;Plantae;;;Liliales;Liliaceae;Aloe;vossii;;Aloe vossii;Reynolds 1936;SPECIES;I;"";Aloe vossii;"";"";South Africa;ZA;South Africa;;;;;;
21851;Plantae;;;Nepenthales;Nepenthaceae;Nepenthes;khasiana;;Nepenthes khasiana;Hook. f.;SPECIES;I;"";Nepenthes khasiana;"";"";India;IN;India;;;;;;
26024;Plantae;;;Nepenthales;Nepenthaceae;Nepenthes;rajah;;Nepenthes rajah;Hook. f.;SPECIES;I;"";Nepenthes rajah;"";"";Malaysia;MY;Malaysia;;;;;;
28489;Plantae;;;Orchidales;Orchidaceae;Aerangis;ellisii;;Aerangis ellisii;(B.S.Williams) Schltr., 1914;SPECIES;I;"";Aerangis ellisii;"**I** Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Madagascar;MG;Madagascar;;;;;;
56608;Plantae;;;Orchidales;Orchidaceae;Cattleya;jongheana;;Cattleya jongheana;(Rchb.f.) Van den Berg, 2008;SPECIES;I;"";Cattleya jongheana;"**I** Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.Originally listed as Laelia jongheana, which became a synonym of Cattleya jongheana in 2019, following taxonomic changes adopted at CoP18.";"";Brazil;BR;Brazil;;;;;;
52536;Plantae;;;Orchidales;Orchidaceae;Cattleya;lobata;;Cattleya lobata;Lindl., 1848;SPECIES;I;"";Cattleya lobata;"**I** Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.Originally listed as Laelia lobata, which became a synonym of Cattleya lobata in 2019, following taxonomic changes adopted at CoP18.";"";Brazil;BR;Brazil;;;;;;
23775;Plantae;;;Orchidales;Orchidaceae;Dendrobium;cruentum;;Dendrobium cruentum;Rchb.f., 1884;SPECIES;I;"";Dendrobium cruentum;"**I** Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Malaysia,Myanmar,Thailand,Viet Nam;MY,MM,TH,VN;Malaysia,Myanmar,Thailand,Viet Nam;;;;;;
44303;Plantae;;;Orchidales;Orchidaceae;Mexipedium;xerophyticum;;Mexipedium xerophyticum;(Soto Arenas, Salazar & Hágsater) V.A.Albert & M.W.Chase, 1992;SPECIES;I;"";Mexipedium xerophyticum;"**I** Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Mexico;MX;Mexico;;;;;;
