Id;Kingdom;Phylum;Class;Order;Family;Genus;Species;Subspecies;Scientific Name;Author;Rank;Listing;Party;Listed under;Full note;# Full note;All_DistributionFullNames;All_DistributionISOCodes;NativeDistributionFullNames;Introduced_Distribution;Introduced(?)_Distribution;Reintroduced_Distribution;Extinct_Distribution;Extinct(?)_Distribution;Distribution_Uncertain
4392;Animalia;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;annamensis;;Nomascus annamensis;Van Ngoc Thinh, Mootnick, Vu Ngoc Thanh, Nadler & Roos, 2010;SPECIES;I;"";Hylobatidae spp.;"";"";Cambodia,Lao People's Democratic Republic,Viet Nam;KH,LA,VN;Cambodia,Lao People's Democratic Republic,Viet Nam;;;;;;
4533;Animalia;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;concolor;;Nomascus concolor;(Harlan, 1826);SPECIES;I;"";Hylobatidae spp.;"";"";China,Lao People's Democratic Republic,Viet Nam;CN,LA,VN;China,Lao People's Democratic Republic,Viet Nam;;;;;;
6694;Animalia;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;gabriellae;;Nomascus gabriellae;(Thomas, 1909);SPECIES;I;"";Hylobatidae spp.;"";"";Cambodia,Lao People's Democratic Republic,Viet Nam;KH,LA,VN;Cambodia,Lao People's Democratic Republic,Viet Nam;;;;;;
7278;Animalia;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;hainanus;;Nomascus hainanus;(Thomas, 1892);SPECIES;I;"";Hylobatidae spp.;"";"";China;CN;China;;;;;;
9609;Animalia;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;leucogenys;;Nomascus leucogenys;(Ogilby, 1840);SPECIES;I;"";Hylobatidae spp.;"";"";China,Lao People's Democratic Republic,Viet Nam;CN,LA,VN;China,Lao People's Democratic Republic,Viet Nam;;;;;;
5454;Animalia;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;siki;;Nomascus siki;Delacour, 1951;SPECIES;I;"";Hylobatidae spp.;"";"";Lao People's Democratic Republic,Viet Nam;LA,VN;Lao People's Democratic Republic,Viet Nam;;;;;;
5340;Animalia;Chordata;Mammalia;Primates;Hylobatidae;Symphalangus;syndactylus;;Symphalangus syndactylus;(Raffles, 1821);SPECIES;I;"";Hylobatidae spp.;"";"";Indonesia,Malaysia,Thailand;ID,MY,TH;Indonesia,Malaysia,Thailand;;;;;;
8576;Animalia;Chordata;Mammalia;Primates;Indriidae;Avahi;laniger;;Avahi laniger;(Gmelin, 1788);SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
11269;Animalia;Chordata;Mammalia;Primates;Indriidae;Avahi;occidentalis;;Avahi occidentalis;von Lorenz-Liburnau, 1898;SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
3548;Animalia;Chordata;Mammalia;Primates;Indriidae;Avahi;unicolor;;Avahi unicolor;Thalmann & Geissmann, 2000;SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
10005;Animalia;Chordata;Mammalia;Primates;Indriidae;Indri;indri;;Indri indri;(Gmelin, 1788);SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
8700;Animalia;Chordata;Mammalia;Primates;Indriidae;Propithecus;coquereli;;Propithecus coquereli;(A. Grandidier, 1867);SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
3637;Animalia;Chordata;Mammalia;Primates;Indriidae;Propithecus;deckenii;;Propithecus deckenii;A. Grandidier, 1867;SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
6701;Animalia;Chordata;Mammalia;Primates;Indriidae;Propithecus;diadema;;Propithecus diadema;Bennett, 1832;SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
5515;Animalia;Chordata;Mammalia;Primates;Indriidae;Propithecus;edwardsi;;Propithecus edwardsi;Grandidier, 1871;SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
8931;Animalia;Chordata;Mammalia;Primates;Indriidae;Propithecus;perrieri;;Propithecus perrieri;Lavauden, 1931;SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
6482;Animalia;Chordata;Mammalia;Primates;Indriidae;Propithecus;tattersalli;;Propithecus tattersalli;Simons, 1988;SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
8584;Animalia;Chordata;Mammalia;Primates;Indriidae;Propithecus;verreauxi;;Propithecus verreauxi;A. Grandidier, 1867;SPECIES;I;"";Indriidae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
8815;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;albifrons;;Eulemur albifrons;(É. Geoffroy, 1796);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
7638;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;albocollaris;;Eulemur albocollaris;(Rumpler, 1975);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
10496;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;cinereiceps;;Eulemur cinereiceps;(A. Grandidier & Milne-Edwards, 1890);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
5089;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;collaris;;Eulemur collaris;(É. Geoffroy, 1812);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
6844;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;coronatus;;Eulemur coronatus;(Gray, 1842);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
5490;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;fulvus;;Eulemur fulvus;(É. Geoffroy, 1796);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar,Mayotte;MG,YT;Madagascar,Mayotte;;;;;;
11141;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;macaco;;Eulemur macaco;(Linnaeus, 1766);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
7200;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;mongoz;;Eulemur mongoz;(Linnaeus, 1766);SPECIES;I;"";Lemuridae spp.;"";"";Comoros,Madagascar;KM,MG;Comoros,Madagascar;;;;;;
9909;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;rubriventer;;Eulemur rubriventer;(I. Geoffroy, 1850);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
5225;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;rufus;;Eulemur rufus;(Audebert, 1799);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
4430;Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;sanfordi;;Eulemur sanfordi;(Archbold, 1932);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
5077;Animalia;Chordata;Mammalia;Primates;Lemuridae;Hapalemur;alaotrensis;;Hapalemur alaotrensis;Rumpler, 1975;SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
8822;Animalia;Chordata;Mammalia;Primates;Lemuridae;Hapalemur;aureus;;Hapalemur aureus;Meier, Albignac, Peyriéras, Rumpler & Wright, 1987;SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
3283;Animalia;Chordata;Mammalia;Primates;Lemuridae;Hapalemur;griseus;;Hapalemur griseus;(Link, 1795);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
9571;Animalia;Chordata;Mammalia;Primates;Lemuridae;Hapalemur;occidentalis;;Hapalemur occidentalis;Rumpler, 1975;SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
5749;Animalia;Chordata;Mammalia;Primates;Lemuridae;Lemur;catta;;Lemur catta;Linnaeus, 1758;SPECIES;I;"";Lemuridae spp.;**I** [FAMILY listing Lemuridae spp.] Included in Lemuridae spp.;"";Madagascar;MG;Madagascar;;;;;;
3598;Animalia;Chordata;Mammalia;Primates;Lemuridae;Prolemur;simus;;Prolemur simus;(Gray, 1871);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
7921;Animalia;Chordata;Mammalia;Primates;Lemuridae;Varecia;rubra;;Varecia rubra;(É. Geoffroy, 1812);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
5668;Animalia;Chordata;Mammalia;Primates;Lemuridae;Varecia;variegata;;Varecia variegata;(Kerr, 1792);SPECIES;I;"";Lemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
4455;Animalia;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;ankaranensis;;Lepilemur ankaranensis;Rumpler & Albignac, 1975;SPECIES;I;"";Lepilemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
6009;Animalia;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;dorsalis;;Lepilemur dorsalis;Gray, 1870;SPECIES;I;"";Lepilemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
5399;Animalia;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;edwardsi;;Lepilemur edwardsi;(Forbes, 1894);SPECIES;I;"";Lepilemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
7671;Animalia;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;leucopus;;Lepilemur leucopus;(Major, 1894);SPECIES;I;"";Lepilemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
9538;Animalia;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;microdon;;Lepilemur microdon;(Forsyth Major, 1894);SPECIES;I;"";Lepilemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
7439;Animalia;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;mustelinus;;Lepilemur mustelinus;I. Geoffroy, 1851;SPECIES;I;"";Lepilemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
8488;Animalia;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;ruficaudatus;;Lepilemur ruficaudatus;A. Grandidier, 1867;SPECIES;I;"";Lepilemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
7259;Animalia;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;septentrionalis;;Lepilemur septentrionalis;Rumpler & Albignac, 1975;SPECIES;I;"";Lepilemuridae spp.;"";"";Madagascar;MG;Madagascar;;;;;;
4118;Animalia;Chordata;Mammalia;Primates;Lorisidae;Nycticebus;bengalensis;;Nycticebus bengalensis;(Lacépède, 1800);SPECIES;I;"";Nycticebus spp.;**I** [GENUS listing Nycticebus spp.] Included in Nycticebus spp.;"";Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam;BD,BT,KH,CN,IN,LA,MM,TH,VN;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam;;;;;;
4303;Animalia;Chordata;Mammalia;Primates;Lorisidae;Nycticebus;coucang;;Nycticebus coucang;(Boddaert, 1785);SPECIES;I;"";Nycticebus spp.;**I** [GENUS listing Nycticebus spp.] Included in Nycticebus spp.;"";Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Thailand;BN,ID,MY,PH,SG,TH;Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Thailand;;;;;;
67929;Animalia;Chordata;Mammalia;Primates;Lorisidae;Nycticebus;kayan;;Nycticebus kayan;Munds, Nekaris, & Ford, 2013;SPECIES;I;"";Nycticebus spp.;"";"";Indonesia,Malaysia;ID,MY;Indonesia,Malaysia;;;;;;
8796;Animalia;Chordata;Mammalia;Primates;Lorisidae;Nycticebus;pygmaeus;;Nycticebus pygmaeus;Bonhote, 1907;SPECIES;I;"";Nycticebus spp.;**I** [GENUS listing Nycticebus spp.] Included in Nycticebus spp.;"";Cambodia,China,Lao People's Democratic Republic,Viet Nam;KH,CN,LA,VN;China,Lao People's Democratic Republic,Viet Nam;;;;;;Cambodia
3510;Animalia;Chordata;Mammalia;Primates;Pitheciidae;Cacajao;calvus;;Cacajao calvus;(I. Geoffroy, 1847);SPECIES;I;"";Cacajao spp.;"";"";Brazil,Colombia,Peru;BR,CO,PE;Brazil,Peru;;;;;;Colombia
4060;Animalia;Chordata;Mammalia;Primates;Pitheciidae;Cacajao;melanocephalus;;Cacajao melanocephalus;(Humboldt, 1812);SPECIES;I;"";Cacajao spp.;"";"";Brazil,Venezuela (Bolivarian Republic of);BR,VE;Brazil,Venezuela (Bolivarian Republic of);;;;;;
68352;Animalia;Chordata;Mammalia;Primates;Pitheciidae;Cacajao;oukary;;Cacajao oukary;Spix, 1823;SPECIES;I;"";Cacajao spp.;"";"";Brazil,Colombia;BR,CO;Brazil,Colombia;;;;;;
5859;Animalia;Chordata;Mammalia;Primates;Pitheciidae;Chiropotes;albinasus;;Chiropotes albinasus;(I. Geoffroy & Deville, 1848);SPECIES;I;"";Chiropotes albinasus;"";"";Brazil;BR;Brazil;;;;;;
5690;Animalia;Chordata;Mammalia;Proboscidea;Elephantidae;Elephas;maximus;;Elephas maximus;Linnaeus, 1758;SPECIES;I;"";Elephas maximus;"";"";Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Sri Lanka,Thailand,Viet Nam;BD,BT,KH,CN,IN,ID,LA,MY,MM,NP,LK,TH,VN;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Sri Lanka,Thailand,Viet Nam;;;;;;
4521;Animalia;Chordata;Mammalia;Proboscidea;Elephantidae;Loxodonta;africana;;Loxodonta africana;(Blumenbach, 1797);SPECIES;I/II;"";Loxodonta africana;"**I** Except the populations of Botswana, Namibia, South Africa and Zimbabwe, which are included in Appendix II subject to annotation 2.
**II** The populations of Botswana, Namibia, South Africa and Zimbabwe are listed in Appendix II for the exclusive purpose of allowing:a) trade in hunting trophies for non-commercial purposes;b) trade in live animals to appropriate and acceptable destinations, as defined in Resolution Conf. 11.20 (Rev. CoP18), for Botswana and Zimbabwe and for in situ conservation programmes for Namibia and South Africa;c) trade in hides;d) trade in hair;e) trade in leather goods for commercial or non-commercial purposes for Botswana, Namibia and South Africa and for non-commercial purposes for Zimbabwe;f) trade in individually marked and certified ekipas incorporated in finished jewellery for non-commercial purposes for Namibia and ivory carvings for non-commercial purposes for Zimbabwe;g) trade in registered raw ivory (for Botswana, Namibia, South Africa and Zimbabwe, whole tusks and pieces) subject to the following:      i) only registered government-owned stocks, originating in the State (excluding seized ivory and ivory of unknown origin);      ii) only to trading partners that have been verified by the Secretariat, in consultation with the Standing Committee, to have sufficient national legislation and domestic trade controls to ensure that the imported ivory will not be re-exported and will be managed in accordance with all requirements of Resolution Conf. 10.10 (Rev. CoP18) concerning domestic manufacturing and trade;    iii) not before the Secretariat has verified the prospective importing countries and the registered government-owned stocks;     iv) raw ivory pursuant to the conditional sale of registered government-owned ivory stocks agreed at CoP12, which are 20,000 kg (Botswana), 10,000 kg (Namibia) and 30,000 kg (South Africa);      v) in addition to the quantities agreed at CoP12, government-owned ivory from Botswana, Namibia, South Africa and Zimbabwe registered by 31 January 2007 and verified by the Secretariat may be traded and despatched, with the ivory in paragraph g) iv) above, in a single sale per destination under strict supervision of the Secretariat;     vi) the proceeds of the trade are used exclusively for elephant conservation and community conservation and development programmes within or adjacent to the elephant range; and    vii) the additional quantities specified in paragraph g) v) above shall be traded only after the Standing Committee has agreed that the above conditions have been met; and h) no further proposals to allow trade in elephant ivory from populations already in Appendix II shall be submitted to the Conference of the Parties for the period from CoP14 and ending nine years from the date of the single sale of ivory that is to take place in accordance with provisions in paragraphs g) i), g) ii), g) iii), g) vi) and g) vii). In addition such further proposals shall be dealt with in accordance with Decisions 16.55 and 14.78 (Rev. CoP16).On a proposal from the Secretariat, the Standing Committee can decide to cause this trade to cease partially or completely in the event of non-compliance by exporting or importing countries, or in the case of proven detrimental impacts of the trade on other elephant populations.All other specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.";"";Angola,Benin,Botswana,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Djibouti,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;AO,BJ,BW,BF,BI,CM,CF,TD,CG,CI,CD,DJ,GQ,ER,SZ,ET,GA,GM,GH,GN,GW,KE,LR,MW,ML,MR,MZ,NA,NE,NG,RW,SN,SL,SO,ZA,SS,SD,TG,UG,TZ,ZM,ZW;Angola,Benin,Botswana,Burkina Faso,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Malawi,Mali,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;;;Eswatini;Burundi,Djibouti,Eswatini,Gambia,Mauritania;;
6015;Animalia;Chordata;Mammalia;Rodentia;Chinchillidae;Chinchilla;chinchilla;;Chinchilla chinchilla;(Lichtenstein, 1829);SPECIES;I;"";Chinchilla spp.;**I** [GENUS listing Chinchilla spp.] Specimens of the domesticated form are not subject to the provisions of the Convention;"";Argentina,Bolivia (Plurinational State of),Chile,Peru;AR,BO,CL,PE;Argentina,Bolivia (Plurinational State of),Chile,Peru;;;;;;
8775;Animalia;Chordata;Mammalia;Rodentia;Chinchillidae;Chinchilla;lanigera;;Chinchilla lanigera;(Molina, 1782);SPECIES;I;"";Chinchilla spp.;**I** [GENUS listing Chinchilla spp.] Specimens of the domesticated form are not subject to the provisions of the Convention;"";Argentina,Chile;AR,CL;Chile;;;;;;Argentina
7981;Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Cynomys;mexicanus;;Cynomys mexicanus;Merriam, 1892;SPECIES;I;"";Cynomys mexicanus;"";"";Mexico;MX;Mexico;;;;;;
3515;Animalia;Chordata;Mammalia;Sirenia;Dugongidae;Dugong;dugon;;Dugong dugon;(P. L. S. Müller, 1776);SPECIES;I;"";Dugong dugon;**I** All populations.;"";Australia,Bahrain,Bangladesh,Brunei Darussalam,Cambodia,China,Comoros,Democratic People's Republic of Korea,Djibouti,Egypt,Eritrea,Guam,India,Indonesia,Iran (Islamic Republic of),Israel,Japan,Kenya,Madagascar,Malaysia,Maldives,Mauritius,Mayotte,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Oman,Palau,Papua New Guinea,Philippines,Qatar,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,United Arab Emirates,United Republic of Tanzania,Vanuatu,Viet Nam,Yemen;AU,BH,BD,BN,KH,CN,KM,KP,DJ,EG,ER,GU,IN,ID,IR,IL,JP,KE,MG,MY,MV,MU,YT,FM,MZ,MM,NC,OM,PW,PG,PH,QA,SA,SC,SG,SB,SO,ZA,LK,SD,TW,TH,AE,TZ,VU,VN,YE;Australia,Bahrain,Bangladesh,Brunei Darussalam,Cambodia,China,Comoros,Democratic People's Republic of Korea,Djibouti,Egypt,Eritrea,Guam,India,Indonesia,Iran (Islamic Republic of),Israel,Japan,Kenya,Madagascar,Malaysia,Mauritius,Mayotte,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Oman,Palau,Papua New Guinea,Philippines,Qatar,Saudi Arabia,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,United Arab Emirates,United Republic of Tanzania,Vanuatu,Viet Nam,Yemen;;;;Maldives;;Seychelles
9454;Animalia;Chordata;Mammalia;Sirenia;Trichechidae;Trichechus;inunguis;;Trichechus inunguis;(Natterer, 1883);SPECIES;I;"";Trichechus inunguis;"";"";Brazil,Colombia,Ecuador,Guyana,Peru,Venezuela (Bolivarian Republic of);BR,CO,EC,GY,PE,VE;Brazil,Colombia,Ecuador,Guyana,Peru,Venezuela (Bolivarian Republic of);;;;;;
4548;Animalia;Chordata;Mammalia;Sirenia;Trichechidae;Trichechus;manatus;;Trichechus manatus;Linnaeus, 1758;SPECIES;I;"";Trichechus manatus;"";"";Antigua and Barbuda,Bahamas,Belize,Brazil,British Virgin Islands (United Kingdom),Colombia,Costa Rica,Cuba,Dominican Republic,Grenada,Guadeloupe,Guatemala,Guyana,Haiti,Honduras,Jamaica,Martinique,Mexico,Netherlands Antilles,Nicaragua,Panama,Puerto Rico,Suriname,Trinidad and Tobago,United States of America,Venezuela (Bolivarian Republic of),Virgin Islands of the USA;AG,BS,BZ,BR,VG,CO,CR,CU,DO,GD,GP,GT,GY,HT,HN,JM,MQ,MX,AN,NI,PA,PR,SR,TT,US,VE,VI;Bahamas,Belize,Brazil,Colombia,Costa Rica,Cuba,Dominican Republic,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Netherlands Antilles,Nicaragua,Panama,Puerto Rico,Suriname,Trinidad and Tobago,United States of America,Venezuela (Bolivarian Republic of);;;;Antigua and Barbuda,British Virgin Islands (United Kingdom),Grenada,Guadeloupe,Martinique,Virgin Islands of the USA;;
4306;Animalia;Chordata;Mammalia;Sirenia;Trichechidae;Trichechus;senegalensis;;Trichechus senegalensis;Link, 1795;SPECIES;I;"";Trichechus senegalensis;"";"";Angola,Benin,Cameroon,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Senegal,Sierra Leone,Togo;AO,BJ,CM,TD,CG,CI,CD,GQ,GA,GM,GH,GN,GW,LR,ML,MR,NE,NG,SN,SL,TG;Angola,Benin,Cameroon,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Liberia,Mali,Mauritania,Niger,Nigeria,Senegal,Sierra Leone,Togo;;;;;;Guinea Bissau
10928;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;aucklandica;;Anas aucklandica;(G. R. Gray, 1844);SPECIES;I;"";Anas aucklandica;"";"";New Caledonia,New Zealand;NC,NZ;New Caledonia,New Zealand;;;;;;
6426;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;chlorotis;;Anas chlorotis;G. R. Gray, 1845;SPECIES;I;"";Anas chlorotis;"";"";New Zealand;NZ;New Zealand;;;;;;
9799;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;laysanensis;;Anas laysanensis;Rothschild, 1892;SPECIES;I;"";Anas laysanensis;"";"";United States of America;US;United States of America;;;;;;
3253;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;nesiotis;;Anas nesiotis;(J. H. Fleming, 1935);SPECIES;I;"";Anas nesiotis;**I** Includes Anas aucklandica nesiotis;"";New Zealand;NZ;New Zealand;;;;;;
9079;Animalia;Chordata;Aves;Anseriformes;Anatidae;Asarcornis;scutulata;;Asarcornis scutulata;(S. Müller, 1842);SPECIES;I;"";Asarcornis scutulata;**I** Formerly listed under synonym Cairina scutulata;"";Bangladesh,Cambodia,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;BD,KH,IN,ID,LA,MY,MM,TH,VN;Bangladesh,Cambodia,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;;;;;;
12303;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;canadensis;leucopareia;Branta canadensis leucopareia;(Brandt, 1836);SUBSPECIES;I;"";Branta canadensis leucopareia;"";"";Canada,Japan,Mexico,Russian Federation,United States of America;CA,JP,MX,RU,US;Canada,Japan,Mexico,Russian Federation,United States of America;;;;;;
4174;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;sandvicensis;;Branta sandvicensis;(Vigors, 1833);SPECIES;I;"";Branta sandvicensis;"";"";United States of America;US;United States of America;;;;;;
9052;Animalia;Chordata;Aves;Anseriformes;Anatidae;Rhodonessa;caryophyllacea;;Rhodonessa caryophyllacea;(Latham, 1790);SPECIES;I;"";Rhodonessa caryophyllacea;**I** Possibly extinct;"";Bangladesh,India,Myanmar,Nepal;BD,IN,MM,NP;;;;;Bangladesh,India,Nepal;Myanmar;
10946;Animalia;Chordata;Aves;Apodiformes;Trochilidae;Glaucis;dohrnii;;Glaucis dohrnii;(Bourcier & Mulsant, 1852);SPECIES;I;"";Glaucis dohrnii;"";"";Brazil;BR;Brazil;;;;;;
9314;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;relictus;;Larus relictus;Lönnberg, 1931;SPECIES;I;"";Larus relictus;"";"";China,Hong Kong, SAR,Japan,Kazakhstan,Mongolia,Republic of Korea,Russian Federation,Viet Nam;CN,HK,JP,KZ,MN,KR,RU,VN;China,Hong Kong, SAR,Japan,Kazakhstan,Mongolia,Republic of Korea,Russian Federation,Viet Nam;;;;;;
5141;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;borealis;;Numenius borealis;(Forster, 1772);SPECIES;I;"";Numenius borealis;"";"";Argentina,Barbados,Bermuda (United Kingdom),Bolivia (Plurinational State of),Brazil,Canada,Chile,Falkland Islands (Malvinas),Grenada,Guadeloupe,Guatemala,Guyana,Iceland,Mexico,Paraguay,Puerto Rico,Russian Federation,Saint Vincent and the Grenadines,Trinidad and Tobago,United States of America,Uruguay,Virgin Islands of the USA;AR,BB,BM,BO,BR,CA,CL,FK,GD,GP,GT,GY,IS,MX,PY,PR,RU,VC,TT,US,UY,VI;Canada,United States of America;;;;;Argentina,Barbados,Bermuda (United Kingdom),Bolivia (Plurinational State of),Brazil,Chile,Falkland Islands (Malvinas),Grenada,Guadeloupe,Guatemala,Guyana,Iceland,Mexico,Paraguay,Puerto Rico,Russian Federation,Saint Vincent and the Grenadines,Trinidad and Tobago,Uruguay,Virgin Islands of the USA;
